entity_id,entity_name,fiscal_year,statement_line,metric_type,proxy_value,revenue_coverage,scaled_proxy_value,reported_value,variance,variance_pct,variance_pp,implied_coverage,coverage_deviation,material,direction,source
E12,Clicks Group,FY2024,Taxation paid,amount,-2320854.7800000003,125.34327391411709,-290903536.404428,-968671000.0,677767463.595572,2.3298701417411003,,417.3768252746946,2.3298701417411003,True,under-represented in data,OCR extract of published statements
E12,Clicks Group,FY2024,Total revenue,amount,355507963.12,125.34327391411709,44560532000.0,44560532000.0,0.0,0.0,,125.34327391411709,0.0,False,consistent,OCR extract of published statements
E12,Clicks Group,FY2025,Cost of sales and supplier payments,amount,-333535949.1,145.66727458400396,-48585272681.18607,-34805221000.0,-13780051681.186073,-0.2836261056227887,,104.35223277705748,-0.2836261056227888,True,over-represented in data,OCR extract of published statements
E12,Clicks Group,FY2025,Gross margin proxy,ratio,0.0005047400889534624,145.66727458400396,0.0005047400889534624,0.2839876882459605,0.28348294815700703,561.6414355847699,28.348294815700704,,,True,under-represented in data,OCR extract of published statements
E12,Clicks Group,FY2025,Net cash from operating activities,amount,-54536237.07000004,145.66727458400396,-7944145020.054031,6001230000.0,-1942915020.0540314,-0.2445719476607461,,110.04114552856142,-0.24457194766074608,True,over-represented in data,OCR extract of published statements
E12,Clicks Group,FY2025,Taxation paid,amount,-2392495.65,145.66727458400396,-348508320.78958505,-1068149000.0,719640679.2104149,2.064916778973849,,446.4580740199047,2.064916778973849,True,under-represented in data,OCR extract of published statements
E12,Clicks Group,FY2025,Total revenue,amount,333704383.08,145.66727458400396,48609808000.0,48609808000.0,0.0,0.0,,145.66727458400396,0.0,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2024,Net cash from operating activities,amount,-10464744.270000003,,,7337920000000.0,,,,701203.9482929474,,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2024,Taxation paid,amount,-381186.38,,,-605240000000.0,,,,1587779.7102824084,,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2025,Net cash from operating activities,amount,-9999656.679999998,,,8453683700000.0,,,,845397.3941833373,,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2025,Taxation paid,amount,-666568.6,,,-567281200000.0,,,,851046.9890120837,,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2026,Net cash from operating activities,amount,-20364157.26,,,9343109400000.0,,,,458801.6720118375,,False,consistent,OCR extract of published statements
E13,NEPI Rockcastle,FY2026,Taxation paid,amount,-397999.83999999997,,,-694178800000.0,,,,1744168.5403692627,,False,consistent,OCR extract of published statements
E14,Prosus,FY2024,Net cash from operating activities,amount,146624185.31,111.54666921636681,16355439497.893839,11141400000.0,-5214039497.893839,-0.31879543796822296,,75.98609994963866,-0.31879543796822296,True,over-represented in data,OCR extract of published statements
E14,Prosus,FY2024,Taxation paid,amount,-4983961.2,111.54666921636681,-555944271.3636066,-2064600000.0,1508655728.6363935,2.7136815798749025,,414.24881076522024,2.7136815798749025,True,under-represented in data,OCR extract of published statements
E14,Prosus,FY2024,Total revenue,amount,1028824982.46,111.54666921636681,114762000000.00002,114762000000.00002,0.0,0.0,,111.54666921636681,0.0,False,consistent,OCR extract of published statements
E14,Prosus,FY2025,Net cash from operating activities,amount,154256195.62999982,0.21743631683597453,33540899.02691671,34944000000.0,34910459100.97308,1040.8325391921455,,226.5322300818112,1040.8325391921455,True,under-represented in data,OCR extract of published statements
E14,Prosus,FY2025,Taxation paid,amount,-3059307.32,0.21743631683597453,-665204.5157301361,-2511600000.0,2510934795.48427,3774.68092309662,,820.9701534659814,3774.6809230966196,True,under-represented in data,OCR extract of published statements
E14,Prosus,FY2025,Total revenue,amount,1088134693.61,0.21743631683597453,236600000.0,236600000.0,0.0,0.0,,0.21743631683597453,0.0,False,consistent,OCR extract of published statements
E14,Prosus,FY2026,Net cash from operating activities,amount,77117944.13999985,,,28801099999.999996,,,,373.4682027792974,,False,consistent,OCR extract of published statements
E15,Naspers,FY2024,Net cash from operating activities,amount,39045170.550000146,,,144000000.0,,,,3.6880361379289575,,False,consistent,OCR extract of published statements
E15,Naspers,FY2024,Taxation paid,amount,-2063567.59,,,-144000000.0,,,,69.78206126991944,,False,consistent,OCR extract of published statements
E15,Naspers,FY2025,Net cash from operating activities,amount,144622565.32999995,,,610000000.0,,,,4.217875672500354,,False,consistent,OCR extract of published statements
E15,Naspers,FY2025,Taxation paid,amount,-2097355.11,,,-113000000.0,,,,53.87738083132713,,False,consistent,OCR extract of published statements
E15,Naspers,FY2026,Net cash from operating activities,amount,26253028.379999924,,,519000000.0,,,,19.769147866970822,,False,consistent,OCR extract of published statements
E15,Naspers,FY2026,Taxation paid,amount,-3954559.75,,,-252000000.0,,,,63.7239075727709,,False,consistent,OCR extract of published statements
E16,MTN Group,FY2024,Employee cost ratio,ratio,0.0018170778246688769,50.39892523761896,0.0018170778246688769,0.0683039591777649,0.06648688135309602,36.59000206290659,6.648688135309603,,,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2024,Employee costs,amount,-7969930.98,50.39892523761896,-401675955.61000323,-15099000000.0,14697324044.389997,36.5900020629066,,1894.495703650372,36.59000206290659,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2024,Net cash from operating activities,amount,752504200.1100003,50.39892523761896,37925402922.33816,93127000000.0,55201597077.66184,1.4555309324122687,,123.7561198813067,1.4555309324122687,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2024,Taxation paid,amount,-26112377.34,50.39892523761896,-1316035753.3351555,-15824000000.0,14507964246.664845,11.0239894394192,,605.9961448152081,11.0239894394192,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2024,Total revenue,amount,4386125278.62,50.39892523761896,221056000000.0,221056000000.0,0.0,0.0,,50.39892523761896,0.0,False,consistent,OCR extract of published statements
E16,MTN Group,FY2025,Employee cost ratio,ratio,0.0019099000320436379,42.97254731676835,0.0019099000320436379,0.0748240700847335,0.07291417005268987,38.17695629580675,7.291417005268987,,,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2025,Employee costs,amount,-8355639.55,42.97254731676835,-359063115.924236,-14067000000.0,13707936884.075764,38.17695629580679,,1683.533608148523,38.17695629580679,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2025,Net cash from operating activities,amount,590696214.1100001,42.97254731676835,25383721010.67791,70502000000.0,45118278989.32209,1.777449372782763,,119.35407459183585,1.7774493727827632,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2025,Taxation paid,amount,-22030782.78,42.97254731676835,-946718855.4389954,-10152000000.0,9205281144.561005,9.723352494434579,,460.8097724614758,9.723352494434577,True,under-represented in data,OCR extract of published statements
E16,MTN Group,FY2025,Total revenue,amount,4374909372.12,42.97254731676835,188001000000.0,188001000000.0,0.0,0.0,,42.97254731676835,0.0,False,consistent,OCR extract of published statements
E16,MTN Group,FY2026,Employee cost ratio,ratio,0.0019335452818188036,43.77300158655284,0.0019335452818188036,1.2233977478843198e-05,-0.0019213113043399603,-0.9936727742588292,-0.19213113043399604,,,True,over-represented in data,OCR extract of published statements
E16,MTN Group,FY2026,Employee costs,amount,-8304398.45,43.77300158655284,-363508446.5272169,2300000.0,-361208446.5272169,-0.9936727742588293,,0.2769616624067454,-0.9936727742588293,True,over-represented in data,OCR extract of published statements
E16,MTN Group,FY2026,Net cash from operating activities,amount,696814074.3500001,43.77300158655284,30501643582.0549,2600000.0,-30499043582.0549,-0.9999147586918389,,0.0037312679173785684,-0.9999147586918389,True,over-represented in data,OCR extract of published statements
E16,MTN Group,FY2026,Taxation paid,amount,-23354093.69,43.77300158655284,-1022278780.1448736,3300000.0,-1018978780.1448736,-0.9967719177350699,,0.1413028501043065,-0.9967719177350699,True,over-represented in data,OCR extract of published statements
E16,MTN Group,FY2026,Total revenue,amount,4294907664.2200003,43.77300158655284,188001000000.0,188001000000.0,0.0,0.0,,43.77300158655284,0.0,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2024,Cost of sales and supplier payments,amount,-798138008.7800001,161.0813765052376,-128565169095.43184,-57700000000.0,-70865169095.43184,-0.5512003724961445,,72.29326177335894,-0.5512003724961445,True,over-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,EBITDA margin proxy,ratio,-0.005586922250335158,161.0813765052376,-0.005586922250335158,0.3859582719099034,0.39154519416023853,70.08244908665944,39.15451941602385,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,EBITDA proxy,amount,-5223179.660000086,161.0813765052376,-841356969.3669728,58123000000.0,57281643030.633026,68.08244908665945,,11127.8959912321,68.08244908665947,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Employee cost ratio,ratio,5.247121496269414e-05,161.0813765052376,5.247121496269414e-05,0.0673067984116233,0.06725432719666061,1281.7375630519882,6.725432719666061,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Employee costs,amount,-49055.020000000004,161.0813765052376,-7901850.146091962,-10136000000.0,10128098149.853909,1281.7375630519882,,206625.13235138828,1281.7375630519882,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Gross margin proxy,ratio,0.14627960545950144,161.0813765052376,0.14627960545950144,0.6168506049377798,0.4705709994782783,3.216928279236843,47.05709994782783,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Net cash from operating activities,amount,-6747543.280000105,161.0813765052376,-1086903559.5710828,57123000000.0,56036096440.42892,51.555720787722926,,8465.74784771134,51.555720787722926,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Taxation paid,amount,-1524363.62,161.0813765052376,-245546590.204107,-8112000000.0,7866453409.795893,32.03650029616383,,5321.564942621761,32.03650029616384,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2024,Total revenue,amount,934893922.98,161.0813765052376,150594000000.0,150594000000.0,0.0,0.0,,161.0813765052376,0.0,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2025,Cost of sales and supplier payments,amount,-808604486.52,150.93520561714763,-122046884435.84428,-59340000000.0,-62706884435.844284,-0.5137934059169456,,73.38569225033886,-0.5137934059169456,True,over-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,EBITDA margin proxy,ratio,0.05812700555239987,150.93520561714763,0.05812700555239987,0.3792034264617971,0.32107642090939725,5.523704822880577,32.10764209093973,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,EBITDA proxy,amount,58624491.47000006,150.93520561714763,8848499674.225176,57725000000.0,48876500325.774826,5.523704822880578,,984.6567288270576,5.523704822880577,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Employee cost ratio,ratio,3.477458813349656e-05,150.93520561714763,3.477458813349656e-05,0.0685489433543326,0.0685141687661991,1970.2366711915981,6.85141687661991,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Employee costs,amount,-35072.21,150.93520561714763,-5293631.227797781,-10435000000.0,10429706368.772202,1970.2366711915997,,297529.0122863658,1970.2366711916,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Gross margin proxy,ratio,0.19825731022851223,150.93520561714763,0.19825731022851223,0.610187417475218,0.41193010724670576,2.0777549477086787,41.19301072467058,,,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Net cash from operating activities,amount,55086042.00000007,150.93520561714763,8314423075.90484,60865000000.0,52550576924.09516,6.32041170437748,,1104.907845802389,6.320411704377479,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Taxation paid,amount,-3538449.47,150.93520561714763,-534076598.3203371,-8066000000.0,7531923401.679663,14.102702543731459,,2279.5295138127262,14.102702543731459,True,under-represented in data,OCR extract of published statements
E17,Vodacom Group,FY2025,Total revenue,amount,1008558602.2,150.93520561714763,152227000000.0,152227000000.0,0.0,0.0,,150.93520561714763,0.0,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2026,Cost of sales and supplier payments,amount,-740754006.6700001,,,-64262000000.0,,,,86.75214635542052,,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2026,EBITDA proxy,amount,-52119188.19000006,,,68393000000.0,,,,1312.2422350607976,,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2026,Employee costs,amount,-17005.88,,,-11082000000.0,,,,651656.9562998209,,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2026,Net cash from operating activities,amount,-54940542.81000006,,,65837000000.0,,,,1198.3318080362433,,False,consistent,OCR extract of published statements
E17,Vodacom Group,FY2026,Taxation paid,amount,-2821354.62,,,-9818000000.0,,,,3479.8886784391534,,False,consistent,OCR extract of published statements
E18,The Bidvest Group,FY2024,Net cash from operating activities,amount,236062833.87000012,85.24150494831696,20122351221.44334,14615937000.0,-5506414221.44334,-0.27364666091184425,,61.915451748109575,-0.2736466609118442,True,over-represented in data,OCR extract of published statements
E18,The Bidvest Group,FY2024,Taxation paid,amount,-9340611.76,85.24150494831696,-796207803.5603476,-2487162000.0,1690954196.4396524,2.1237598889113234,,266.2739940279886,2.123759888911323,True,under-represented in data,OCR extract of published statements
E18,The Bidvest Group,FY2024,Total revenue,amount,1485255405.53,85.24150494831696,126605406000.0,126605406000.0,0.0,0.0,,85.24150494831696,0.0,False,consistent,OCR extract of published statements
E18,The Bidvest Group,FY2025,Net cash from operating activities,amount,298828239.4800001,3.2912546672581834e-06,983.5198378970964,5800.0,4816.480162102904,4.897186590970259,,1.940914289122324e-05,4.897186590970259,True,under-represented in data,OCR extract of published statements
E18,The Bidvest Group,FY2025,Taxation paid,amount,-9383357.85,3.2912546672581834e-06,-30.883020318366214,6200.0,6169.116979681634,199.75756632886208,,0.0006607442771672617,199.75756632886208,True,under-represented in data,OCR extract of published statements
E18,The Bidvest Group,FY2025,Total revenue,amount,1549561038.45,3.2912546672581834e-06,5100.0,5100.0,0.0,0.0,,3.2912546672581834e-06,0.0,False,consistent,OCR extract of published statements
E19,Aspen Pharmacare,FY2024,Cost of sales and supplier payments,amount,-836594579.4200001,36.58864179013641,-30609859389.968204,-24234000000.0,-6375859389.9682045,-0.2082943050714493,,28.967436074951753,-0.20829430507144941,True,over-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2024,Gross margin proxy,ratio,0.2941018981627607,36.58864179013641,0.2941018981627607,0.4411364527362036,0.1470345545734429,0.4999442556881139,14.703455457344289,,,True,under-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2024,Net cash from operating activities,amount,270517042.87999976,36.58864179013641,9897851180.063282,9725000000.0,-172851180.063282,-0.017463505655797996,,35.9496758372964,-0.017463505655797906,False,consistent,OCR extract of published statements
E19,Aspen Pharmacare,FY2024,Taxation paid,amount,-7266508.56,36.58864179013641,-265871678.7667999,-2149000000.0,1883128321.2332,7.082846619721842,,295.7403796136174,7.082846619721842,True,under-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2024,Total revenue,amount,1185149212.3899999,36.58864179013641,43363000000.0,43363000000.0,0.0,0.0,,36.58864179013641,0.0,False,consistent,OCR extract of published statements
E19,Aspen Pharmacare,FY2025,Cost of sales and supplier payments,amount,-843372244.45,0.016711390866858744,-14093923.223263891,21000000.0,6906076.776736109,0.49000385963056137,,0.024900036891414443,0.49000385963056137,True,under-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2025,Gross margin proxy,ratio,0.2582145671966374,0.016711390866858744,0.2582145671966374,-0.1052631578947368,-0.36347772509137416,-1.4076577051308496,-36.347772509137414,,,True,over-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2025,Net cash from operating activities,amount,193258380.2799999,0.016711390866858744,3229616.3311551046,8461000000.0,8457770383.668845,2618.8158333481797,,43.78076639026669,2618.8158333481792,True,under-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2025,Taxation paid,amount,-6812234.890000001,0.016711390866858744,-113841.91992364249,-1757000000.0,1756886158.0800765,15432.68208458253,,257.9182938302939,15432.68208458253,True,under-represented in data,OCR extract of published statements
E19,Aspen Pharmacare,FY2025,Total revenue,amount,1136949051.78,0.016711390866858744,19000000.0,19000000.0,0.0,0.0,,0.016711390866858744,0.0,False,consistent,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2024,Net cash from operating activities,amount,-11565573.810000002,96.74778988012571,-1118943704.8129652,697320000.0,-421623704.81296515,-0.3768051091394637,,60.292728355343044,-0.37680510913946363,True,over-represented in data,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2024,Total revenue,amount,47188054.69,96.74778988012571,4565340000.0,4565340000.0,0.0,0.0,,96.74778988012571,0.0,False,consistent,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2025,Net cash from operating activities,amount,-8849094.09,84.63646991526124,-748956085.7256011,2554450000.0,1805493914.2743988,2.410680610900179,,288.66796691501787,2.4106806109001795,True,under-represented in data,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2025,Total revenue,amount,63056150.68,84.63646991526124,5336850000.0,5336850000.0,0.0,0.0,,84.63646991526124,0.0,False,consistent,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2026,Net cash from operating activities,amount,7089134.709999998,91.57819222501885,649210141.1814331,3884920000.0,3235709858.818567,4.984071648865835,,548.010463748121,4.984071648865835,True,under-represented in data,OCR extract of published statements
E20,Shaftesbury Capital plc,FY2026,Total revenue,amount,62869662.089999996,91.57819222501885,5757490000.0,5757490000.0,0.0,0.0,,91.57819222501885,0.0,False,consistent,OCR extract of published statements
