entity_id,entity_name,sector,fiscal_year,statement,line_item,line_order,value,is_ratio
E02,Glencore,mining,FY2026,cash_flow,Memo - foreign currency gross flows,13,2323926326.28,False
E02,Glencore,mining,FY2024,cash_flow,Operating cash conversion,14,0.6456882785114184,True
E02,Glencore,mining,FY2025,cash_flow,Operating cash conversion,14,0.6312987536481354,True
E02,Glencore,mining,FY2026,cash_flow,Operating cash conversion,14,0.6462292792305685,True
E02,Glencore,mining,FY2024,contingent_note,Letters of credit - notional,0,428942160.91,False
E02,Glencore,mining,FY2025,contingent_note,Letters of credit - notional,0,382424309.86,False
E02,Glencore,mining,FY2026,contingent_note,Letters of credit - notional,0,412752273.0,False
E02,Glencore,mining,FY2024,contingent_note,Guarantees - notional,1,410835781.12,False
E02,Glencore,mining,FY2025,contingent_note,Guarantees - notional,1,428598054.43,False
E02,Glencore,mining,FY2026,contingent_note,Guarantees - notional,1,364628266.56,False
E02,Glencore,mining,FY2024,contingent_note,Export collections - notional,2,240110913.29,False
E02,Glencore,mining,FY2025,contingent_note,Export collections - notional,2,156137516.18,False
E02,Glencore,mining,FY2026,contingent_note,Export collections - notional,2,307693036.29,False
E02,Glencore,mining,FY2024,contingent_note,Total trade finance notional,3,1079888855.32,False
E02,Glencore,mining,FY2025,contingent_note,Total trade finance notional,3,967159880.47,False
E02,Glencore,mining,FY2026,contingent_note,Total trade finance notional,3,1085073575.85,False
E02,Glencore,mining,FY2024,contingent_note,Of which export,4,425788623.76,False
E02,Glencore,mining,FY2025,contingent_note,Of which export,4,465551521.91,False
E02,Glencore,mining,FY2026,contingent_note,Of which export,4,609356594.16,False
E02,Glencore,mining,FY2024,contingent_note,Of which import,5,654100231.5600001,False
E02,Glencore,mining,FY2025,contingent_note,Of which import,5,501608358.56,False
E02,Glencore,mining,FY2026,contingent_note,Of which import,5,475716981.69,False
E02,Glencore,mining,FY2024,contingent_note,Open exposure at period end,6,517260780.5,False
E02,Glencore,mining,FY2025,contingent_note,Open exposure at period end,6,620955005.77,False
E02,Glencore,mining,FY2026,contingent_note,Open exposure at period end,6,655932842.01,False
E02,Glencore,mining,FY2024,contingent_note,Settled during period,7,488238575.66,False
E02,Glencore,mining,FY2025,contingent_note,Settled during period,7,259205074.07,False
E02,Glencore,mining,FY2026,contingent_note,Settled during period,7,403342362.31,False
E02,Glencore,mining,FY2024,contingent_note,Weighted average tenor (days),8,94.81201800699216,True
E02,Glencore,mining,FY2025,contingent_note,Weighted average tenor (days),8,112.90819436366938,True
E02,Glencore,mining,FY2026,contingent_note,Weighted average tenor (days),8,116.21967111484886,True
E02,Glencore,mining,FY2024,contingent_note,Instrument count,9,250.0,True
E02,Glencore,mining,FY2025,contingent_note,Instrument count,9,245.0,True
E02,Glencore,mining,FY2026,contingent_note,Instrument count,9,242.0,True
E02,Glencore,mining,FY2024,contingent_note,Counterparty countries,10,16.0,True
E02,Glencore,mining,FY2025,contingent_note,Counterparty countries,10,16.0,True
E02,Glencore,mining,FY2026,contingent_note,Counterparty countries,10,16.0,True
E02,Glencore,mining,FY2024,income_statement,Revenue - domestic collections,0,2309126143.94971,False
E02,Glencore,mining,FY2025,income_statement,Revenue - domestic collections,0,2200273074.38913,False
E02,Glencore,mining,FY2026,income_statement,Revenue - domestic collections,0,2520159111.2341976,False
E02,Glencore,mining,FY2024,income_statement,Revenue - cross-border trade receipts,1,542293724.5600001,False
E02,Glencore,mining,FY2025,income_statement,Revenue - cross-border trade receipts,1,503159802.99,False
E02,Glencore,mining,FY2026,income_statement,Revenue - cross-border trade receipts,1,462105055.4,False
E02,Glencore,mining,FY2024,income_statement,Other operating income,2,144058681.37,False
E02,Glencore,mining,FY2025,income_statement,Other operating income,2,103524567.87,False
E02,Glencore,mining,FY2026,income_statement,Other operating income,2,119308511.55,False
E02,Glencore,mining,FY2024,income_statement,Total revenue,3,2995478549.8797097,False
E02,Glencore,mining,FY2025,income_statement,Total revenue,3,2806957445.2491302,False
E02,Glencore,mining,FY2026,income_statement,Total revenue,3,3101572678.184198,False
E02,Glencore,mining,FY2024,income_statement,Cost of sales - domestic suppliers,4,-403764684.21,False
E02,Glencore,mining,FY2025,income_statement,Cost of sales - domestic suppliers,4,-403171654.68,False
E02,Glencore,mining,FY2026,income_statement,Cost of sales - domestic suppliers,4,-433240265.8,False
E02,Glencore,mining,FY2024,income_statement,Cost of sales - cross-border trade payments,5,-553213846.4,False
E02,Glencore,mining,FY2025,income_statement,Cost of sales - cross-border trade payments,5,-491489088.69,False
E02,Glencore,mining,FY2026,income_statement,Cost of sales - cross-border trade payments,5,-537535375.73,False
E02,Glencore,mining,FY2024,income_statement,Cost of sales and supplier payments,6,-956978530.6099999,False
E02,Glencore,mining,FY2025,income_statement,Cost of sales and supplier payments,6,-894660743.37,False
E02,Glencore,mining,FY2026,income_statement,Cost of sales and supplier payments,6,-970775641.53,False
E02,Glencore,mining,FY2024,income_statement,Gross profit proxy,7,2038500019.2697098,False
E02,Glencore,mining,FY2025,income_statement,Gross profit proxy,7,1912296701.8791304,False
E02,Glencore,mining,FY2026,income_statement,Gross profit proxy,7,2130797036.654198,False
E02,Glencore,mining,FY2024,income_statement,Employee costs,8,-2010295.2,False
E02,Glencore,mining,FY2025,income_statement,Employee costs,8,-1913974.92,False
E02,Glencore,mining,FY2026,income_statement,Employee costs,8,-1889115.34,False
E02,Glencore,mining,FY2024,income_statement,Other operating expenses,9,-98869990.88,False
E02,Glencore,mining,FY2025,income_statement,Other operating expenses,9,-133996111.45,False
E02,Glencore,mining,FY2026,income_statement,Other operating expenses,9,-119202621.2,False
E02,Glencore,mining,FY2024,income_statement,EBITDA proxy,10,1937619733.1897097,False
E02,Glencore,mining,FY2025,income_statement,EBITDA proxy,10,1776386615.5091302,False
E02,Glencore,mining,FY2026,income_statement,EBITDA proxy,10,2009705300.114198,False
E02,Glencore,mining,FY2024,income_statement,Taxation paid,11,-3474345.0,False
E02,Glencore,mining,FY2025,income_statement,Taxation paid,11,-4357878.78,False
E02,Glencore,mining,FY2026,income_statement,Taxation paid,11,-5378223.81,False
E02,Glencore,mining,FY2024,income_statement,Net cash earnings proxy,12,1934145388.1897097,False
E02,Glencore,mining,FY2025,income_statement,Net cash earnings proxy,12,1772028736.7291303,False
E02,Glencore,mining,FY2026,income_statement,Net cash earnings proxy,12,2004327076.304198,False
E02,Glencore,mining,FY2024,income_statement,Gross margin proxy,13,0.6805256607000476,True
E02,Glencore,mining,FY2025,income_statement,Gross margin proxy,13,0.6812702861298295,True
E02,Glencore,mining,FY2026,income_statement,Gross margin proxy,13,0.6870053542971186,True
E02,Glencore,mining,FY2024,income_statement,EBITDA margin proxy,14,0.6468481415991175,True
E02,Glencore,mining,FY2025,income_statement,EBITDA margin proxy,14,0.6328512812033272,True
E02,Glencore,mining,FY2026,income_statement,EBITDA margin proxy,14,0.6479633104360369,True
E02,Glencore,mining,FY2024,income_statement,Employee cost ratio,15,0.0006711098632573175,True
E02,Glencore,mining,FY2025,income_statement,Employee cost ratio,15,0.0006818681641360351,True
E02,Glencore,mining,FY2026,income_statement,Employee cost ratio,15,0.0006090830478639547,True
E02,Glencore,mining,FY2024,income_statement,Export revenue share,16,0.18103742541630855,True
E02,Glencore,mining,FY2025,income_statement,Export revenue share,16,0.17925451767771358,True
E02,Glencore,mining,FY2026,income_statement,Export revenue share,16,0.14899056167548438,True
E02,Glencore,mining,FY2024,income_statement,Effective cash tax rate,17,0.001793099513019788,True
E02,Glencore,mining,FY2025,income_statement,Effective cash tax rate,17,0.002453226534107266,True
E02,Glencore,mining,FY2026,income_statement,Effective cash tax rate,17,0.002676125603935259,True
E02,Glencore,mining,FY2024,income_statement,Revenue growth,18,,True
E02,Glencore,mining,FY2025,income_statement,Revenue growth,18,-0.06293522103109361,True
E02,Glencore,mining,FY2026,income_statement,Revenue growth,18,0.1049589239173232,True
E03,Anglo American,mining,FY2024,cash_flow,Receipts from customers,0,6260780163.5315485,False
E03,Anglo American,mining,FY2025,cash_flow,Receipts from customers,0,5218024479.548811,False
E03,Anglo American,mining,FY2026,cash_flow,Receipts from customers,0,4629634158.362787,False
E03,Anglo American,mining,FY2024,cash_flow,Payments to suppliers,1,-1587248959.42,False
E03,Anglo American,mining,FY2025,cash_flow,Payments to suppliers,1,-1326493943.74,False
E03,Anglo American,mining,FY2026,cash_flow,Payments to suppliers,1,-1111928996.25,False
E03,Anglo American,mining,FY2024,cash_flow,Payments to employees,2,-1687876.82,False
E03,Anglo American,mining,FY2025,cash_flow,Payments to employees,2,-1469075.65,False
E03,Anglo American,mining,FY2026,cash_flow,Payments to employees,2,-1994270.44,False
E03,Anglo American,mining,FY2024,cash_flow,Taxation paid,3,-5136450.61,False
E03,Anglo American,mining,FY2025,cash_flow,Taxation paid,3,-5176276.76,False
E03,Anglo American,mining,FY2026,cash_flow,Taxation paid,3,-4540118.26,False
E03,Anglo American,mining,FY2024,cash_flow,Net cash from operating activities,4,4666706876.681549,False
E03,Anglo American,mining,FY2025,cash_flow,Net cash from operating activities,4,3884885183.398811,False
E03,Anglo American,mining,FY2026,cash_flow,Net cash from operating activities,4,3511170773.412787,False
E03,Anglo American,mining,FY2024,cash_flow,Intragroup sweeps received,5,1583493462.7,False
E03,Anglo American,mining,FY2025,cash_flow,Intragroup sweeps received,5,1299748156.58,False
E03,Anglo American,mining,FY2026,cash_flow,Intragroup sweeps received,5,1225335833.19,False
E03,Anglo American,mining,FY2024,cash_flow,Intragroup sweeps paid,6,-1708096062.46,False
E03,Anglo American,mining,FY2025,cash_flow,Intragroup sweeps paid,6,-1314108903.87,False
E03,Anglo American,mining,FY2026,cash_flow,Intragroup sweeps paid,6,-1140321541.04,False
E03,Anglo American,mining,FY2024,cash_flow,Cross-border intragroup received,7,352101922.33,False
E03,Anglo American,mining,FY2025,cash_flow,Cross-border intragroup received,7,274878664.96999997,False
E03,Anglo American,mining,FY2026,cash_flow,Cross-border intragroup received,7,179495962.98,False
E03,Anglo American,mining,FY2024,cash_flow,Cross-border intragroup paid,8,-419191877.49,False
E03,Anglo American,mining,FY2025,cash_flow,Cross-border intragroup paid,8,-325362334.07,False
E03,Anglo American,mining,FY2026,cash_flow,Cross-border intragroup paid,8,-261108693.0,False
E03,Anglo American,mining,FY2024,cash_flow,Net intragroup and financing flows,9,-191692554.92000002,False
E03,Anglo American,mining,FY2025,cash_flow,Net intragroup and financing flows,9,-64844416.389999986,False
E03,Anglo American,mining,FY2026,cash_flow,Net intragroup and financing flows,9,3401562.1300000846,False
E03,Anglo American,mining,FY2024,cash_flow,Net movement in cash,10,4475014321.761549,False
E03,Anglo American,mining,FY2025,cash_flow,Net movement in cash,10,3820040767.008811,False
E03,Anglo American,mining,FY2026,cash_flow,Net movement in cash,10,3514572335.542787,False
E03,Anglo American,mining,FY2024,cash_flow,Memo - gross cash inflows,11,8196375548.561548,False
E03,Anglo American,mining,FY2025,cash_flow,Memo - gross cash inflows,11,6792651301.098811,False
E03,Anglo American,mining,FY2026,cash_flow,Memo - gross cash inflows,11,6034465954.532787,False
E03,Anglo American,mining,FY2024,cash_flow,Memo - gross cash outflows,12,-3721361226.8,False
E03,Anglo American,mining,FY2025,cash_flow,Memo - gross cash outflows,12,-2972610534.09,False
E03,Anglo American,mining,FY2026,cash_flow,Memo - gross cash outflows,12,-2519893618.99,False
E03,Anglo American,mining,FY2024,cash_flow,Memo - foreign currency gross flows,13,1738318956.57,False
E03,Anglo American,mining,FY2025,cash_flow,Memo - foreign currency gross flows,13,1349280627.4199998,False
E03,Anglo American,mining,FY2026,cash_flow,Memo - foreign currency gross flows,13,996378910.4,False
E03,Anglo American,mining,FY2024,cash_flow,Operating cash conversion,14,0.7453874365154481,True
E03,Anglo American,mining,FY2025,cash_flow,Operating cash conversion,14,0.7445126404877899,True
E03,Anglo American,mining,FY2026,cash_flow,Operating cash conversion,14,0.7584121451735765,True
E03,Anglo American,mining,FY2024,contingent_note,Letters of credit - notional,0,404622599.99,False
E03,Anglo American,mining,FY2025,contingent_note,Letters of credit - notional,0,314405240.21,False
E03,Anglo American,mining,FY2026,contingent_note,Letters of credit - notional,0,267607734.23,False
E03,Anglo American,mining,FY2024,contingent_note,Guarantees - notional,1,266464853.09,False
E03,Anglo American,mining,FY2025,contingent_note,Guarantees - notional,1,310296498.5,False
E03,Anglo American,mining,FY2026,contingent_note,Guarantees - notional,1,238941628.38,False
E03,Anglo American,mining,FY2024,contingent_note,Export collections - notional,2,241897766.02,False
