entity_id,entity_name,line_item,FY2024,FY2025,FY2026
E18,The Bidvest Group,Export collections - notional,339316240.01,268599996.05,464023107.39
E18,The Bidvest Group,Total trade finance notional,1159728398.19,1149158737.05,1464030785.52
E18,The Bidvest Group,Of which export,563840412.1899999,531258060.34,547217412.27
E18,The Bidvest Group,Of which import,595887986.0,617900676.71,916813373.25
E18,The Bidvest Group,Open exposure at period end,508826126.88,616921989.32,695193996.14
E18,The Bidvest Group,Settled during period,542310551.7,478362277.55,655700159.54
E18,The Bidvest Group,Weighted average tenor (days),110.6583750814774,107.32356179704512,109.54336560527821
E18,The Bidvest Group,Instrument count,748.0,716.0,878.0
E18,The Bidvest Group,Counterparty countries,23.0,23.0,23.0
E19,Aspen Pharmacare,Letters of credit - notional,177034573.36,168511795.69,208723896.29
E19,Aspen Pharmacare,Guarantees - notional,106316550.68,81461507.92,142241394.75
E19,Aspen Pharmacare,Export collections - notional,111463908.93,119194191.27,181457425.52
E19,Aspen Pharmacare,Total trade finance notional,394815032.97,369167494.88,532422716.55999994
E19,Aspen Pharmacare,Of which export,207599362.8,159269044.18,250929445.88
E19,Aspen Pharmacare,Of which import,187215670.17,209898450.7,281493270.68
E19,Aspen Pharmacare,Open exposure at period end,161092906.19,152625961.39,228067535.17
E19,Aspen Pharmacare,Settled during period,210834853.96,160021276.12,277765686.01
E19,Aspen Pharmacare,Weighted average tenor (days),102.56469438975729,108.94797786631719,116.28045187751333
E19,Aspen Pharmacare,Instrument count,356.0,345.0,426.0
E19,Aspen Pharmacare,Counterparty countries,18.0,18.0,18.0
E20,Shaftesbury Capital plc,Letters of credit - notional,2475979.34,0.0,289523.39
E20,Shaftesbury Capital plc,Guarantees - notional,5347751.140000001,1280610.8599999999,8051238.28
E20,Shaftesbury Capital plc,Export collections - notional,2267526.7,1048579.95,0.0
E20,Shaftesbury Capital plc,Total trade finance notional,10091257.18,2329190.8099999996,8340761.67
E20,Shaftesbury Capital plc,Of which export,8366610.130000001,1371852.65,7575120.41
E20,Shaftesbury Capital plc,Of which import,1724647.05,957338.1599999999,765641.26
E20,Shaftesbury Capital plc,Open exposure at period end,3664422.39,1633828.94,4887359.27
E20,Shaftesbury Capital plc,Settled during period,6328444.4,695361.87,3453402.4
E20,Shaftesbury Capital plc,Weighted average tenor (days),67.0455902601424,65.50555598319572,101.4872443178202
E20,Shaftesbury Capital plc,Instrument count,12.0,6.0,12.0
E20,Shaftesbury Capital plc,Counterparty countries,7.0,5.0,6.0
