entity_id,entity_name,line_item,FY2024,FY2025,FY2026
E04,AngloGold Ashanti,Employee costs,-838213.15,-677411.92,-995917.74
E04,AngloGold Ashanti,Other operating expenses,-31899348.8,-49046733.58,-35739445.51
E04,AngloGold Ashanti,EBITDA proxy,822649883.8900657,758865811.7925632,900971695.5340955
E04,AngloGold Ashanti,Taxation paid,-3153941.59,-1928040.58,-1401400.27
E04,AngloGold Ashanti,Net cash earnings proxy,819495942.3000656,756937771.2125632,899570295.2640955
E04,AngloGold Ashanti,Gross margin proxy,0.6971367480596551,0.6619499015510669,0.7151746692630286
E04,AngloGold Ashanti,EBITDA margin proxy,0.6704557889361427,0.6212433692455628,0.6871571759355894
E04,AngloGold Ashanti,Employee cost ratio,0.0006831397776687705,0.000554561369096098,0.0007595710554224138
E04,AngloGold Ashanti,Export revenue share,0.17446684668737503,0.17331834805421859,0.17383192731807068
E04,AngloGold Ashanti,Effective cash tax rate,0.0038338807939605505,0.002540687101775817,0.0015554320706703784
E04,AngloGold Ashanti,Revenue growth,,-0.00446089153221374,0.07337590057778365
E05,Gold Fields,Revenue - domestic collections,855157554.4710069,831217156.1177572,931267759.0653784
E05,Gold Fields,Revenue - cross-border trade receipts,200145191.96,224009521.68,166666481.77
E05,Gold Fields,Other operating income,30063457.4,43679295.9,47921242.87
E05,Gold Fields,Total revenue,1085366203.831007,1098905973.6977572,1145855483.7053783
E05,Gold Fields,Cost of sales - domestic suppliers,-153044656.33,-155032607.24,-171769781.81
E05,Gold Fields,Cost of sales - cross-border trade payments,-200346637.23,-236244927.21,-211899965.99
E05,Gold Fields,Cost of sales and supplier payments,-353391293.56,-391277534.45000005,-383669747.8
E05,Gold Fields,Gross profit proxy,731974910.2710071,707628439.2477572,762185735.9053783
E05,Gold Fields,Employee costs,-706317.11,-639991.15,-861031.32
E05,Gold Fields,Other operating expenses,-35325767.89,-53713771.34,-45310715.49
E05,Gold Fields,EBITDA proxy,695942825.2710071,653274676.7577572,716013989.0953783
E05,Gold Fields,Taxation paid,-2476141.26,-1919317.33,-2463030.78
E05,Gold Fields,Net cash earnings proxy,693466684.0110071,651355359.4277571,713550958.3153783
E05,Gold Fields,Gross margin proxy,0.6744036323292194,0.6439390231601226,0.6651674201014263
E05,Gold Fields,EBITDA margin proxy,0.6412055422534294,0.5944773187095566,0.6248728563745124
E05,Gold Fields,Employee cost ratio,0.0006507638689199268,0.0005823893629829543,0.0007514309895482315
E05,Gold Fields,Export revenue share,0.18440337579477728,0.2038477604468929,0.14545157233183273
E05,Gold Fields,Effective cash tax rate,0.0035579665025438916,0.002937994381667588,0.003439919914290817
E05,Gold Fields,Revenue growth,,0.012474840122125741,0.04272386458109656
E06,Valterra Platinum,Revenue - domestic collections,27417799.931393605,32706228.87932224,33940580.06511242
E06,Valterra Platinum,Revenue - cross-border trade receipts,40766226.93,40189934.4,46783984.339999996
E06,Valterra Platinum,Other operating income,14376915.58,9681356.06,11915001.06
E06,Valterra Platinum,Total revenue,82560942.4413936,82577519.33932224,92639565.46511242
E06,Valterra Platinum,Cost of sales - domestic suppliers,-7532505.5,-11885561.76,-9170264.31
E06,Valterra Platinum,Cost of sales - cross-border trade payments,-36717778.37,-39383947.44,-41726651.41
E06,Valterra Platinum,Cost of sales and supplier payments,-44250283.87,-51269509.199999996,-50896915.72
E06,Valterra Platinum,Gross profit proxy,38310658.5713936,31308010.139322244,41742649.74511242
E06,Valterra Platinum,Employee costs,-5960.93,0.0,0.0
E06,Valterra Platinum,Other operating expenses,-11039947.72,-11459736.82,-9124658.0
E06,Valterra Platinum,EBITDA proxy,27264749.921393603,19848273.319322243,32617991.74511242
E06,Valterra Platinum,Taxation paid,0.0,-312298.32,-716235.88
E06,Valterra Platinum,Net cash earnings proxy,27264749.921393603,19535974.999322243,31901755.86511242
E06,Valterra Platinum,Gross margin proxy,0.46402884267689487,0.3791347861961484,0.4505920287464268
E06,Valterra Platinum,EBITDA margin proxy,0.3302378717484682,0.24035928274574334,0.3520956902307167
E06,Valterra Platinum,Employee cost ratio,7.220036283175187e-05,0.0,0.0
E06,Valterra Platinum,Export revenue share,0.4937713369604297,0.48669340907243896,0.5050108353284386
E06,Valterra Platinum,Effective cash tax rate,0.0,0.015734281515358738,0.021958307108447993
E06,Valterra Platinum,Revenue growth,,0.00020078377787902113,0.12184970202899725
E07,OUTsurance Group,Revenue - domestic collections,80713050.0,98086625.47,113524066.47
E07,OUTsurance Group,Revenue - cross-border trade receipts,85257012.92,199536465.83,241582481.1
E07,OUTsurance Group,Other operating income,24854465.95,55683775.019999996,53053316.54
E07,OUTsurance Group,Total revenue,190824528.87,353306866.32,408159864.11
E07,OUTsurance Group,Cost of sales - domestic suppliers,-86640385.65,-104471532.29,-123468931.51
E07,OUTsurance Group,Cost of sales - cross-border trade payments,-87257067.21,-196029527.39000002,-286495066.74
E07,OUTsurance Group,Cost of sales and supplier payments,-173897452.86,-300501059.68,-409963998.25
E07,OUTsurance Group,Gross profit proxy,16927076.00999999,52805806.639999986,-1804134.1399999857
E07,OUTsurance Group,Employee costs,-56313.6,-57149.03,-33273.28
E07,OUTsurance Group,Other operating expenses,-20665696.39,-47916530.2,-64140175.019999996
E07,OUTsurance Group,EBITDA proxy,-3794933.9800000116,4832127.4099999815,-65977582.43999998
E07,OUTsurance Group,Taxation paid,-3279214.18,-3802434.25,-2871581.75
E07,OUTsurance Group,Net cash earnings proxy,-7074148.160000011,1029693.1599999815,-68849164.18999998
E07,OUTsurance Group,Gross margin proxy,0.08870492755955725,0.149461591816821,-0.0044201654759316745
E07,OUTsurance Group,EBITDA margin proxy,-0.01988703445239645,0.013676856779860563,-0.16164642396641643
E07,OUTsurance Group,Employee cost ratio,0.00029510671575331843,0.00016175465423374624,8.152021530228845e-05
E07,OUTsurance Group,Export revenue share,0.446782252915094,0.5647681515741452,0.5918820108066603
E07,OUTsurance Group,Effective cash tax rate,,0.786906868831924,
E07,OUTsurance Group,Revenue growth,,0.8514751138764334,0.15525596307069245
E08,Sanlam,Revenue - domestic collections,8354463410.06,6891597794.59,5437584881.08
E08,Sanlam,Revenue - cross-border trade receipts,629143695.21,637394663.45,588560875.89
E08,Sanlam,Other operating income,107910665.5,101194205.05,128690323.9
E08,Sanlam,Total revenue,9091517770.77,7630186663.09,6154836080.87
E08,Sanlam,Cost of sales - domestic suppliers,-5396697324.38,-4468486232.92,-3513819189.74
E08,Sanlam,Cost of sales - cross-border trade payments,-676171762.77,-673423300.42,-632694346.14
E08,Sanlam,Cost of sales and supplier payments,-6072869087.15,-5141909533.34,-4146513535.8799996
E08,Sanlam,Gross profit proxy,3018648683.620001,2488277129.75,2008322544.9900002
E08,Sanlam,Employee costs,-7992433.2,-7998748.97,-8217151.61
E08,Sanlam,Other operating expenses,-154580408.44,-114183451.0,-142867172.27
E08,Sanlam,EBITDA proxy,2856075841.980001,2366094929.78,1857238221.1100004
E08,Sanlam,Taxation paid,-24389784.03,-18330620.09,-19156983.84
E08,Sanlam,Net cash earnings proxy,2831686057.950001,2347764309.69,1838081237.2700005
E08,Sanlam,Gross margin proxy,0.3320291242596711,0.32610960119582727,0.3262999239300812
E08,Sanlam,EBITDA margin proxy,0.3141473089523651,0.3100965984522588,0.30175267004795286
E08,Sanlam,Employee cost ratio,0.0008791087914601399,0.0010483031835502622,0.0013350723726891663
E08,Sanlam,Export revenue share,0.06920117312345253,0.08353592010183851,0.09562575967202779
E08,Sanlam,Effective cash tax rate,0.008539613574509127,0.007747203993926137,0.010314769329133557
E08,Sanlam,Revenue growth,,-0.16073565982330296,-0.1933570759620875
E09,Shoprite Holdings,Revenue - domestic collections,2674704012.29,2639381019.13,2741211184.27
E09,Shoprite Holdings,Revenue - cross-border trade receipts,745240643.62,730111367.95,717151007.02
E09,Shoprite Holdings,Other operating income,179649370.51,167423182.76,148915207.02
E09,Shoprite Holdings,Total revenue,3599594026.42,3536915569.84,3607277398.31
E09,Shoprite Holdings,Cost of sales - domestic suppliers,-1716620525.42,-1760820523.44,-1731756880.03
E09,Shoprite Holdings,Cost of sales - cross-border trade payments,-761348679.04,-761533699.55,-790996597.31
E09,Shoprite Holdings,Cost of sales and supplier payments,-2477969204.46,-2522354222.99,-2522753477.34
E09,Shoprite Holdings,Gross profit proxy,1121624821.96,1014561346.8500004,1084523920.9699998
E09,Shoprite Holdings,Employee costs,-8138732.8,-8518771.18,-7657556.75
E09,Shoprite Holdings,Other operating expenses,-146140639.08,-140370200.59,-159293497.8
E09,Shoprite Holdings,EBITDA proxy,967345450.08,865672375.0800004,917572866.4199998
E09,Shoprite Holdings,Taxation paid,-21185214.0,-17093580.22,-24651692.6
E09,Shoprite Holdings,Net cash earnings proxy,946160236.08,848578794.8600004,892921173.8199998
E09,Shoprite Holdings,Gross margin proxy,0.31159758954137373,0.28684918449888136,0.3006488831377638
E09,Shoprite Holdings,EBITDA margin proxy,0.26873737509840234,0.24475347459853583,0.25436714871162397
E09,Shoprite Holdings,Employee cost ratio,0.002261014086661998,0.002408531109037857,0.0021228078421658245
E09,Shoprite Holdings,Export revenue share,0.20703463728135585,0.2064260097628025,0.19880672535912636
E09,Shoprite Holdings,Effective cash tax rate,0.02190036041235111,0.019746015596743872,0.026866196137840245
E09,Shoprite Holdings,Revenue growth,,-0.017412646015066646,0.01989355614535704
E10,Bid Corporation,Revenue - domestic collections,2408472142.97,2855783865.67,3389831081.32
E10,Bid Corporation,Revenue - cross-border trade receipts,916251609.41,1109840754.3,1336014878.16
E10,Bid Corporation,Other operating income,183096241.7,206944772.2,282843036.29
E10,Bid Corporation,Total revenue,3507819994.0799994,4172569392.17,5008688995.77
E10,Bid Corporation,Cost of sales - domestic suppliers,-1531100598.93,-1880510078.14,-2256503435.11
E10,Bid Corporation,Cost of sales - cross-border trade payments,-965233391.7,-1205500239.01,-1388055248.89
E10,Bid Corporation,Cost of sales and supplier payments,-2496333990.63,-3086010317.15,-3644558684.0
E10,Bid Corporation,Gross profit proxy,1011486003.4499993,1086559075.02,1364130311.7700005
E10,Bid Corporation,Employee costs,-8827630.38,-8288811.33,-8602992.63
E10,Bid Corporation,Other operating expenses,-169656962.19,-271430535.39,-311139987.7
E10,Bid Corporation,EBITDA proxy,833001410.8799994,806839728.3000001,1044387331.4400003
E10,Bid Corporation,Taxation paid,-20837826.91,-22062195.97,-24155588.78
E10,Bid Corporation,Net cash earnings proxy,812163583.9699994,784777532.33,1020231742.6600003
E10,Bid Corporation,Gross margin proxy,0.28835174129717084,0.2604052738005923,0.27235276794427693
E10,Bid Corporation,EBITDA margin proxy,0.2374698280658132,0.19336759978493548,0.20851510890814326
E10,Bid Corporation,Employee cost ratio,0.002516557404569796,0.0019865005350310767,0.0017176136584374686
E10,Bid Corporation,Export revenue share,0.2612025733807092,0.26598497232488505,0.26673943606566664
E10,Bid Corporation,Effective cash tax rate,0.025015356082034125,0.02734396336244465,0.023128956138039607
E10,Bid Corporation,Revenue growth,,0.18950499147957145,0.20038482887043507
E11,Pepkor Holdings,Revenue - domestic collections,9622931154.71,9595027198.94,9581097431.6
E11,Pepkor Holdings,Revenue - cross-border trade receipts,1360886321.36,1469166992.96,1388927076.84
E11,Pepkor Holdings,Other operating income,298709943.9,343343318.37,287412870.25
E11,Pepkor Holdings,Total revenue,11282527419.97,11407537510.270002,11257437378.69
E11,Pepkor Holdings,Cost of sales - domestic suppliers,-6293838497.86,-6253006772.41,-6231919739.51
E11,Pepkor Holdings,Cost of sales - cross-border trade payments,-1469519323.1,-1617705814.81,-1638549005.09
E11,Pepkor Holdings,Cost of sales and supplier payments,-7763357820.959999,-7870712587.219999,-7870468744.6
E11,Pepkor Holdings,Gross profit proxy,3519169599.01,3536824923.050003,3386968634.09
E11,Pepkor Holdings,Employee costs,-11194894.7,-10918415.72,-11383454.24
E11,Pepkor Holdings,Other operating expenses,-327696687.86,-368328194.71999997,-348001425.37
E11,Pepkor Holdings,EBITDA proxy,3180278016.4500003,3157578312.6100035,3027583754.4800005
E11,Pepkor Holdings,Taxation paid,-33539894.94,-26922075.17,-30332692.65
E11,Pepkor Holdings,Net cash earnings proxy,3146738121.51,3130656237.4400034,2997251061.8300004
E11,Pepkor Holdings,Gross margin proxy,0.31191323256002845,0.31004280458125716,0.30086497665103007
E11,Pepkor Holdings,EBITDA margin proxy,0.2818763826641298,0.27679753932584417,0.2689407591297046
E11,Pepkor Holdings,Employee cost ratio,0.000992232882163008,0.0009571229294815244,0.001011194098361013
E11,Pepkor Holdings,Export revenue share,0.12061892435122648,0.1287891441634389,0.12337861896253567
E11,Pepkor Holdings,Effective cash tax rate,0.01054621475434373,0.008526178135466939,0.010018779036291189
E11,Pepkor Holdings,Revenue growth,,0.011079972212497013,-0.013157978349391253
E12,Clicks Group,Revenue - domestic collections,64252029.78,70686010.19,70289732.94
E12,Clicks Group,Revenue - cross-border trade receipts,238820265.72,219258777.55,208101602.71
E12,Clicks Group,Other operating income,52435667.620000005,43759595.339999996,51885179.6
E12,Clicks Group,Total revenue,355507963.12,333704383.08,330276515.25
E12,Clicks Group,Cost of sales - domestic suppliers,-73618808.63,-76062102.59,-78856913.64
E12,Clicks Group,Cost of sales - cross-border trade payments,-226171058.17,-257473846.51,-222040701.2
E12,Clicks Group,Cost of sales and supplier payments,-299789866.79999995,-333535949.1,-300897614.84
E12,Clicks Group,Gross profit proxy,55718096.32000005,168433.97999995947,29378900.410000026
E12,Clicks Group,Employee costs,-43699.71000000001,-45215.71,-8004.65
E12,Clicks Group,Other operating expenses,-43347208.5,-52266959.69,-57652829.56
E12,Clicks Group,EBITDA proxy,12327188.110000052,-52143741.42000004,-28281933.799999975
E12,Clicks Group,Taxation paid,-2320854.7800000003,-2392495.65,-3109436.12
E12,Clicks Group,Net cash earnings proxy,10006333.33000005,-54536237.07000004,-31391369.919999976
E12,Clicks Group,Gross margin proxy,0.15672812454328253,0.0005047400889534624,0.0889524354699029
E12,Clicks Group,EBITDA margin proxy,0.03467485791827135,-0.1562572865801989,-0.08563107727654268
E12,Clicks Group,Employee cost ratio,0.00012292188792758317,0.00013549630239396735,2.423620702774143e-05
E12,Clicks Group,Export revenue share,0.6717719165108753,0.6570449435704188,0.630082955042926
E12,Clicks Group,Effective cash tax rate,0.18827122286852088,,
E12,Clicks Group,Revenue growth,,-0.061330778215621384,-0.010272169032847889
E13,NEPI Rockcastle,Revenue - domestic collections,9550605.05,14031936.99,16368018.04
E13,NEPI Rockcastle,Revenue - cross-border trade receipts,33318019.14,50317022.72,64961077.12
E13,NEPI Rockcastle,Other operating income,7445502.67,20308398.69,10865122.3
E13,NEPI Rockcastle,Total revenue,50314126.86,84657358.4,92194217.46
E13,NEPI Rockcastle,Cost of sales - domestic suppliers,-10890227.43,-16238294.9,-20683305.99
E13,NEPI Rockcastle,Cost of sales - cross-border trade payments,-39702807.44,-67068232.78,-75439283.64
E13,NEPI Rockcastle,Cost of sales and supplier payments,-50593034.87,-83306527.68,-96122589.63
E13,NEPI Rockcastle,Gross profit proxy,-278908.0099999979,1350830.7199999988,-3928372.170000002
E13,NEPI Rockcastle,Employee costs,-7497.33,0.0,-7559.67
E13,NEPI Rockcastle,Other operating expenses,-9797152.55,-10683918.799999999,-16030225.58
E13,NEPI Rockcastle,EBITDA proxy,-10083557.889999999,-9333088.08,-19966157.42
E13,NEPI Rockcastle,Taxation paid,-381186.38,-666568.6,-397999.83999999997
E13,NEPI Rockcastle,Net cash earnings proxy,-10464744.27,-9999656.68,-20364157.26
E13,NEPI Rockcastle,Gross margin proxy,-0.005543333997945839,0.015956447797690777,-0.04260974579782503
E13,NEPI Rockcastle,EBITDA margin proxy,-0.20041206156787114,-0.1102454441810223,-0.21656626597717643
E13,NEPI Rockcastle,Employee cost ratio,0.0001490104363901904,0.0,8.199722507845885e-05
E13,NEPI Rockcastle,Export revenue share,0.662200086125076,0.594360888066642,0.7046111883121569
E13,NEPI Rockcastle,Revenue growth,,0.682576319679773,0.08902780812494604
E14,Prosus,Revenue - domestic collections,524534203.4,506685606.51,517639594.93
E14,Prosus,Revenue - cross-border trade receipts,408178984.62,465418454.15,416145697.14
E14,Prosus,Other operating income,96111794.44,116030632.95,86856521.8
E14,Prosus,Total revenue,1028824982.46,1088134693.61,1020641813.8699999
E14,Prosus,Cost of sales - domestic suppliers,-343543949.05,-327042409.85,-326813377.8
E14,Prosus,Cost of sales - cross-border trade payments,-437234993.41,-503533336.54,-504613773.8
E14,Prosus,Cost of sales and supplier payments,-780778942.46,-830575746.3900001,-831427151.6
E14,Prosus,Gross profit proxy,248046040.0,257558947.2199998,189214662.26999986
E14,Prosus,Employee costs,-1456633.49,-1534171.1199999999,-1653141.57
E14,Prosus,Other operating expenses,-94981260.0,-98709273.15,-107488771.23
E14,Prosus,EBITDA proxy,151608146.51,157315502.94999978,80072749.46999986
E14,Prosus,Taxation paid,-4983961.2,-3059307.32,-2954805.33
E14,Prosus,Net cash earnings proxy,146624185.31,154256195.6299998,77117944.13999987
E14,Prosus,Gross margin proxy,0.24109643936415964,0.23669767054804697,0.1853879193451311
E14,Prosus,EBITDA margin proxy,0.1473604831674025,0.14457355681592068,0.07845333042586751
E14,Prosus,Employee cost ratio,0.0014158224331966324,0.0014099092042642513,0.0016197078617930915
E14,Prosus,Export revenue share,0.3967428781171434,0.4277213628819479,0.40772942229565057
E14,Prosus,Effective cash tax rate,0.03287396696503549,0.01944695381339722,0.03690150955921715
E14,Prosus,Revenue growth,,0.057648008321284916,-0.06202621801909958
E15,Naspers,Revenue - domestic collections,347902424.93,355819549.41,368658613.56
E15,Naspers,Revenue - cross-border trade receipts,408804088.08,436551437.09,419193470.25
E15,Naspers,Other operating income,93495725.32000001,119384726.38,85271498.11
E15,Naspers,Total revenue,850202238.33,911755712.88,873123581.92
E15,Naspers,Cost of sales - domestic suppliers,-231196715.39,-223990832.84,-236415508.49
E15,Naspers,Cost of sales - cross-border trade payments,-464486155.17,-444560945.75,-489209293.46
E15,Naspers,Cost of sales and supplier payments,-695682870.56,-668551778.59,-725624801.95
E15,Naspers,Gross profit proxy,154519367.7700001,243203934.28999996,147498779.9699999
E15,Naspers,Employee costs,-1052074.83,-1087476.33,-1012132.7
E15,Naspers,Other operating expenses,-112358554.8,-95396537.52,-116279059.14
E15,Naspers,EBITDA proxy,41108738.14000009,146719920.43999994,30207588.12999992
E15,Naspers,Taxation paid,-2063567.59,-2097355.11,-3954559.75
E15,Naspers,Net cash earnings proxy,39045170.55000009,144622565.32999992,26253028.37999992
E15,Naspers,Gross margin proxy,0.181744249548805,0.266742429857425,0.16893230583195323
E15,Naspers,EBITDA margin proxy,0.04835171714055641,0.160920209621226,0.03459715068464122
E15,Naspers,Employee cost ratio,0.0012374406730174294,0.0011927277390617538,0.0011592089836519118
E15,Naspers,Export revenue share,0.48083158294547507,0.47880307293172547,0.4801078323050134
E15,Naspers,Effective cash tax rate,0.050197784786589796,0.014294958065068596,0.13091279359945412
E15,Naspers,Revenue growth,,0.0723986267913217,-0.04237114219769589
E16,MTN Group,Revenue - domestic collections,2701612746.62,2707182726.86,2678835912.23
E16,MTN Group,Revenue - cross-border trade receipts,1383857012.25,1357158865.72,1277825194.07
E16,MTN Group,Other operating income,300655519.75,310567779.54,338246557.92
E16,MTN Group,Total revenue,4386125278.62,4374909372.12,4294907664.2200003
E16,MTN Group,Cost of sales - domestic suppliers,-1788270843.37,-1735850627.55,-1738549368.78
E16,MTN Group,Cost of sales - cross-border trade payments,-1476904149.6,-1638255750.8,-1496171859.68
E16,MTN Group,Cost of sales and supplier payments,-3265174992.97,-3374106378.35,-3234721228.46
E16,MTN Group,Gross profit proxy,1120950285.65,1000802993.77,1060186435.7600002
E16,MTN Group,Employee costs,-7969930.98,-8355639.55,-8304398.45
E16,MTN Group,Other operating expenses,-334363777.22,-379720357.33,-331713869.27
E16,MTN Group,EBITDA proxy,778616577.45,612726996.8900001,720168168.0400002
E16,MTN Group,Taxation paid,-26112377.34,-22030782.78,-23354093.69
E16,MTN Group,Net cash earnings proxy,752504200.11,590696214.1100001,696814074.3500001
E16,MTN Group,Gross margin proxy,0.2555673206859889,0.22875970874912763,0.24684731748535532
E16,MTN Group,EBITDA margin proxy,0.17751808897145205,0.1400547862304823,0.16767954618432762
E16,MTN Group,Employee cost ratio,0.0018170778246688769,0.0019099000320436379,0.0019335452818188036
E16,MTN Group,Export revenue share,0.3155078627132604,0.3102141668050934,0.2975209932253727
E16,MTN Group,Effective cash tax rate,0.033536888497184406,0.03595529965518245,0.032428666978658864
E16,MTN Group,Revenue growth,,-0.0025571331841959255,-0.01828648346633799
E17,Vodacom Group,Revenue - domestic collections,82766536.48,89496297.97,86918929.47
E17,Vodacom Group,Revenue - cross-border trade receipts,672049186.66,743039628.38,629350445.89
E17,Vodacom Group,Other operating income,180078199.84,176022675.85,128701198.99
E17,Vodacom Group,Total revenue,934893922.98,1008558602.2,844970574.35
E17,Vodacom Group,Cost of sales - domestic suppliers,-90561100.58,-84905193.78,-91730704.34
E17,Vodacom Group,Cost of sales - cross-border trade payments,-707576908.2,-723699292.74,-649023302.33
E17,Vodacom Group,Cost of sales and supplier payments,-798138008.7800001,-808604486.52,-740754006.6700001
E17,Vodacom Group,Gross profit proxy,136755914.19999993,199954115.68000007,104216567.67999995
E17,Vodacom Group,Employee costs,-49055.020000000004,-35072.21,-17005.88
E17,Vodacom Group,Other operating expenses,-141930038.84,-141294552.0,-156318749.99
E17,Vodacom Group,EBITDA proxy,-5223179.660000086,58624491.47000006,-52119188.19000006
E17,Vodacom Group,Taxation paid,-1524363.62,-3538449.47,-2821354.62
E17,Vodacom Group,Net cash earnings proxy,-6747543.280000086,55086042.00000006,-54940542.810000055
E17,Vodacom Group,Gross margin proxy,0.14627960545950144,0.19825731022851223,0.1233375112028834
E17,Vodacom Group,EBITDA margin proxy,-0.005586922250335158,0.05812700555239987,-0.06168166060704911
E17,Vodacom Group,Employee cost ratio,5.247121496269414e-05,3.477458813349656e-05,2.0126002628058263e-05
E17,Vodacom Group,Export revenue share,0.7188507381862369,0.7367342133210552,0.7448193641229844
E17,Vodacom Group,Effective cash tax rate,,0.06035787059766195,
