entity_id,fiscal_year,entity_name,sector,tb_txn_count,tb_total_value_zar,tb_avg_txn_zar,tb_median_txn_zar,tb_net_flow_zar,intercompany_transfers,payments_to_employees,payments_to_suppliers,receipts_from_customers,taxes_paid,channel_Debit Order,channel_EFT,channel_Internal Transfer,channel_RTC,channel_SWIFT,net_operating_cash_flow,operating_margin_proxy,tf_instrument_count,tf_total_value_zar,tf_avg_value_zar,tf_net_trade_zar,tf_countries,tf_weighted_avg_tenor_days,tf_open_exposure_zar,tf_export_collections,tf_guarantees,tf_letters_of_credit,tf_export,tf_import,xb_txn_count,xb_total_value_zar,xb_net_fx_zar,xb_countries,xb_inflow_zar,xb_outflow_zar,fx_AED/ZAR,fx_CNY/ZAR,fx_EUR/ZAR,fx_GBP/ZAR,fx_USD/ZAR,xb_corridor_intercompany,xb_corridor_other,xb_corridor_trade,total_flow_zar,fx_dependence,tb_total_value_zar_index,tb_total_value_zar_yoy,tb_total_value_zar_share,tf_total_value_zar_index,tf_total_value_zar_yoy,tf_total_value_zar_share,xb_total_value_zar_index,xb_total_value_zar_yoy,xb_total_value_zar_share,total_flow_zar_index,total_flow_zar_yoy,total_flow_zar_share
E04,FY2025,AngloGold Ashanti,mining,7590,1768933274.3025632,233061.03745751822,92715.68989370001,796893548.7625631,623092406.23,677411.92,178058989.11,965176426.4625632,1928040.58,189363031.14616373,779056937.0937039,257118091.49902356,365972799.3003908,177422415.26328126,784511984.8525631,0.8128171838260209,274,447569041.91,1633463.6566058395,-7839466.450000001,19,108.32193789042044,249281441.57,92167897.36,147592876.28,207808268.27,219864787.73,227704254.18,1597,892791052.0,-54219186.58,18,419285932.71,473505119.29,191947181.02,167929692.42,168428560.36,171116496.37,193369121.83,352514845.6,93684614.93,446591591.47,3109293368.212563,0.28713631885859586,100.48518426053546,0.004851842605354761,0.013283273185932634,103.34014735138274,0.033401473513827495,0.03549998475522637,104.46194048055031,0.04461940480550308,0.019620982176634747,102.00586123708159,0.020058612370815965,0.016255242465166537
E04,FY2026,AngloGold Ashanti,mining,8622,1982041202.8340955,229881.83748945667,92286.985,844006824.9540955,725886008.21,995917.74,203745673.92,1050012202.6940955,1401400.27,191545026.5255756,864889992.1545498,318164930.9371375,395867793.5301646,211573459.68666786,843869210.7640955,0.8036756226250673,305,515693855.49,1690799.5261967212,-15268213.410000004,19,103.89094093722223,245198656.89000002,105963116.25,173565064.59,236165674.65,250212821.04,265481034.45,1527,848492695.06,54951370.64,18,451722032.85,396770662.21,172318341.51,156458296.37,171190264.18,176080273.79,172445519.21,381901989.8,68964201.27,397626503.99,3346227753.3840957,0.25356692897006344,112.59089213372532,0.1204725648091809,0.014960137418526113,119.06962730736757,0.1522107366704306,0.03835824121432059,99.27876540763027,-0.0496178325720944,0.018885457520207396,109.77891226635595,0.07620200383591946,0.017532305610391437
E05,FY2024,Gold Fields,mining,6956,1522973462.8010068,218943.85606684975,89035.77911538252,633846083.5010068,511588793.63,706317.11,153044656.33,855157554.4710069,2476141.26,160582622.82019287,649395737.6259501,273268382.1066882,291039093.72348297,148687626.52469277,698930439.7710068,0.8173118931322068,298,547685349.0,1837870.298657718,-139474726.54,15,113.02385649410535,339674521.37,77354647.58,144571040.02,325759661.4,204105311.23,343580037.77,1675,973400004.6,-5284251.779999999,14,484057876.41,489342128.19,192472741.83,186868131.25,197748388.21,216576978.08,179733765.23,507518950.12,65389225.29,400491829.19,3044058816.4010067,0.3197704326064408,100.0,,0.011018816643310838,100.0,,0.044694744540685935,100.0,,0.02274012739242911,99.99999999999999,,0.015749883987728433
E05,FY2025,Gold Fields,mining,6979,1507714603.097757,216035.90816703785,89041.72569183807,704628632.2777572,518905531.26,639991.15,155032607.24,831217156.1177572,1919317.33,151926920.8761775,667507946.7585522,254883613.53160447,288426193.3772195,144969928.55420357,673625240.3977572,0.8104082494446563,292,438032690.9,1500111.9551369862,-26735236.08,15,104.81469796653025,197325399.58,58779850.79,167100279.39,212152560.72,205648727.41,232383963.49,1706,948095624.53,-17993648.31,14,465050988.11,483044636.42,178579103.18,222387212.28,188088940.04,193154926.35,165885442.68,390448108.4,97393067.24,460254448.89,2893842918.5277567,0.3276251169197338,98.99808761768007,-0.010019123823199139,0.011321730022441742,79.97889512651543,-0.20021104873484574,0.03474358678357317,97.40041299050554,-0.02599587009494453,0.020836417781042588,95.06527610229128,-0.04934723897708726,0.01512887744131258
E05,FY2026,Gold Fields,mining,7826,1732419648.7053783,221367.1925256042,90886.91,741817247.6453784,626058045.73,861031.32,171769781.81,931267759.0653784,2463030.78,152272395.24910605,802151310.3588103,258862047.09988827,325964687.0218055,193169208.97576824,756173915.1553785,0.8119833504321846,341,695385751.85,2039254.4042521995,-3044693.0899999966,15,114.27735014002933,396225053.29,169266995.76,220111149.31,306007606.78,346170529.38,349215222.46999997,1688,899750778.16,-79557169.32000001,14,410096804.42,489653973.74,165591385.04,177912216.42,180905067.93,177547513.53,197794595.24,427952372.04,93231958.36,378566447.76,3327556178.7153783,0.27039386559879325,113.75245143924994,0.14903685693959656,0.013076032917039498,126.96811282603801,0.5875202154917523,0.05172404930269956,92.43381692090038,-0.05099152988282807,0.020026342240356765,109.31313681545585,0.14987449989451163,0.01743447731613139
E06,FY2024,Valterra Platinum,mining,241,37431394.08139361,155316.98788960002,59852.08279297843,18896495.781393602,2475127.72,5960.93,7532505.5,27417799.931393605,0.0,5475337.882341808,13277911.965291815,8562068.80497171,6899040.968942744,3217034.459845528,19879333.501393605,0.7250521030548336,59,92529072.8,1568289.3694915255,-29731938.080000002,15,95.9053251093423,39696304.79,12005869.18,48512920.94,32010282.68,31398567.36,61130505.44,363,174159503.27,8492512.909999998,15,91326008.09,82833495.17999999,28530646.13,44189549.38,35624536.07,31188098.25,34626673.44,71258634.67,25416863.3,77484005.3,304119970.15139365,0.5726671062847397,100.0,,0.00027081868342460915,100.0,,0.007550983934358506,100.0,,0.0040686349622418875,100.0,,0.0015735090998993681
E06,FY2025,Valterra Platinum,mining,275,49598434.65932224,180357.94421571723,60915.37,17455693.779322237,4694345.7,0.0,11885561.76,32706228.87932224,312298.32,4385933.155553006,21808143.612932015,6586419.645119376,12258940.845819483,4558997.39989836,20508368.79932224,0.6270477979895807,75,131610258.69,1754803.4492,-37891618.21,16,123.21554371720231,55268983.1,17613098.74,42504520.16,71492639.79,46859320.24,84750938.45,363,192792730.06,-12558516.26,15,90117106.9,102675623.16,40476736.84,44169283.73,33957347.37,29159941.79,45029420.33,92077755.34,21141092.88,79573881.84,374001423.40932226,0.5154866211538448,132.5049089848797,0.32504908984879677,0.00037244454991337275,142.23665568817847,0.4223665568817847,0.010438975308006014,110.69894346282835,0.10698943462828359,0.004237030279165493,122.97825204413279,0.22978252044132774,0.001955262209088637
E06,FY2026,Valterra Platinum,mining,278,51594211.615112424,185590.68926299433,74715.79959632727,20410873.07511242,7767131.36,0.0,9170264.31,33940580.06511242,716235.88,6248857.229247811,25097587.801032,7531954.160233106,7752524.173773365,4963288.250826139,24054079.875112418,0.7087115137386131,70,115378320.23,1648261.7175714287,-10125699.05,15,132.36668375094786,45968976.64,11564801.32,48188284.29,55625234.62,52626310.59,62752009.64,380,202511540.88,5457390.220000002,15,103984465.55,98527075.33,27121306.56,46447477.72,51784927.54,31155817.48,46002011.58,92961246.07000001,21039659.06,88510635.75,369484072.72511244,0.5480927483189888,137.83673539628828,0.040238708529787726,0.0003894250506290839,124.69412773581797,-0.12333338313872133,0.008582048033285683,116.27935144374277,0.05041067065638494,0.004507431973083207,121.49286761444175,-0.012078431795875422,0.0019358836751734998
E07,FY2024,OUTsurance Group,insurance,3889,241503733.17,62099.185695551554,29751.93,-18661463.81,70814769.74,56313.6,86640385.65,80713050.0,3279214.18,20429389.0,111967793.44,36587322.05,43954128.46,28565100.22,-9262863.430000007,-0.1147628968301905,42,39604088.65,942954.4916666666,-3269843.37,11,144.6916922730401,21229999.63,7926603.38,20268634.37,11408850.9,18167122.64,21436966.01,1351,414141805.09,-26097617.75,11,194022093.67,220119711.42,78366944.57,75089596.0,99318594.4,74097918.03,87268752.09,196107562.62,45520162.339999996,172514080.13,695249626.91,0.5956735380508311,100.0,,0.0017472959440679337,100.0,,0.0032319554068962857,100.0,,0.009674992153043129,100.0,,0.0035972041365778503
E07,FY2025,OUTsurance Group,insurance,4507,282537714.06,62688.64301309075,30180.81,-19484095.3,76119973.02,57149.03,104471532.29,98086625.47,3802434.25,30506358.3,120146119.31,40833399.2,63875243.93,27176593.32,-10244490.100000009,-0.10444329235419876,63,84125905.6,1335331.8349206347,-18198515.16,10,93.1591900759283,51144085.22,14568648.969999999,62559638.37,6997618.26,32963695.22,51162210.38,2449,828998615.28,-1677827.7400000016,11,413660393.77,415338221.51,179044481.17,156697188.07,184888562.71,156644292.35,151724090.98,329832316.84,103600305.22,395565993.22,1195662234.94,0.6933384621967259,116.99103378294996,0.1699103378294995,0.00212163211338065,212.4172237454074,1.124172237454074,0.006672642847626066,200.17264740994807,1.0017264740994807,0.018219007704463153,171.97596210933003,0.7197596210933004,0.006250867072914913
E07,FY2026,OUTsurance Group,insurance,5375,343008809.75,63815.59251162791,29181.96,-18846897.79,103110956.74000001,33273.28,123468931.51,113524066.47,2871581.75,31953074.45,154397234.13,53884984.61,72101464.98,30672051.58,-12849720.070000008,-0.11318939207833688,86,78607464.9,914040.2895348838,-1226146.6199999999,11,95.47009711669254,43365718.87,16747268.0,39981131.69,21879065.21,38690659.14,39916805.76,3234,1136816776.21,-137764334.57,11,499526220.82,637290555.39,231995101.1,221497400.22,220063701.09,241406805.23,221853768.57,491545736.81,117193491.56,528077547.84,1558433050.8600001,0.7294614135542512,142.03043789329263,0.21402840286715952,0.002588976920503808,198.48320610200435,-0.06559740023767413,0.005846965341511441,274.49940147021636,0.3713132389564153,0.025302875393470422,224.1544605764656,0.30340576570790856,0.008165291347362743
E08,FY2024,Sanlam,insurance,247371,29891587691.48,120837.07343011105,50492.72,2794938810.1,16108044739.81,7992433.2,5396697324.38,8354463410.06,24389784.03,2960764284.11,13394284382.47,4428779588.61,6025365231.56,3082394204.73,2925383868.450001,0.35015819985846236,144,245393390.29,1704120.7659027777,-24380979.91,21,98.10611240648832,115718821.76,50282445.24,147082573.45,48028371.6,110506205.19,134887185.1,5602,2851557054.53,-176471892.67,21,1337542580.93,1514014473.6,588569616.74,559234381.48,596560578.35,553262930.8,553929547.16,1283750522.61,262491073.94,1305315457.98,32988538136.3,0.0864408432634424,100.0,,0.21626767110183126,100.0,,0.020025722636199988,99.99999999999999,,0.06661677663895105,100.0,,0.17068186914527592
E08,FY2025,Sanlam,insurance,202690,24705009920.15,121885.68710913218,50375.92,2270579465.41,13318596523.58,7998748.97,4468486232.92,6891597794.59,18330620.09,2482487965.45,11165299746.25,3625280980.13,4929206433.81,2502734794.51,2396782192.6099997,0.3477832375086525,119,182297143.36,1531908.7677310926,5700521.699999999,21,96.58390559708218,84332045.98,29829149.22,103022264.92,49445729.22,93998832.53,88298310.83,5466,2825241687.24,-52630290.1,21,1386305698.57,1438935988.67,595643971.39,558474937.84,557724752.68,558237569.92,555160455.41,1299046067.32,215377656.05,1310817963.87,27712548750.75,0.10194809985362818,82.64870429479285,-0.17351295705207148,0.18551485270687393,74.28771538816332,-0.2571228461183668,0.01445932404659627,99.07715796013285,-0.009228420398671555,0.0620906948673378,84.00659840169033,-0.15993401598309676,0.1448799279851013
E08,FY2026,Sanlam,insurance,159201,19248212621.79,120905.09872293516,50547.16,1837126718.8700001,10269434415.52,8217151.61,3513819189.74,5437584881.08,19156983.84,1892246475.4,8650362323.96,2893288698.64,3796325940.64,2015989183.15,1896391555.8899999,0.3487562212570635,99,152336222.4,1538749.7212121212,-6350011.08,20,99.87389143470057,49844621.63,32386068.86,89637697.7,30312455.84,72993105.66,79343116.74000001,4940,2664890263.89,-133031066.71000001,21,1265929598.59,1398960665.3,553197316.74,486834539.77,526754830.53,538069983.24,560033593.61,1172077545.69,271557496.17,1221255222.03,22065439108.08,0.12077213831263212,64.39341001373546,-0.22087816665514892,0.14528250243801327,62.07837229029385,-0.16435211439837671,0.011331043607152109,93.4538644301905,-0.05675671008049166,0.05931420761512864,66.88819921910873,-0.2037744594862343,0.11561018866068087
E09,FY2024,Shoprite Holdings,consumer,67480,10375637878.14,153758.71188707763,62685.880000000005,882717606.86,5954989393.63,8138732.8,1716620525.42,2674704012.29,21185214.0,1015746251.45,4663607662.52,1521359087.86,2096096634.44,1078828241.87,928759540.0699999,0.34723824984089524,691,1233294166.1,1784796.188277858,-243000112.07999998,22,111.71913510513443,584031568.74,647800564.78,174266067.07999998,411227534.24,495147027.01,738147139.09,5114,3306000311.06,-57817120.080000006,22,1624091595.49,1681908715.57,626519632.63,636214145.39,671492547.48,674975337.7,696798647.86,1473620978.81,325790009.59,1506589322.66,14914932355.3,0.22165707710268076,100.0,,0.0750684461214105,100.0,,0.100644955717736,100.0,,0.07723327293778673,100.0,,0.07716948602147072
E09,FY2025,Shoprite Holdings,consumer,67340,10285738972.59,152743.37648633798,62302.16,909205266.5699999,5859925078.62,8518771.18,1760820523.44,2639381019.13,17093580.22,1041323301.82,4639431252.05,1559359094.88,1983351721.27,1062273602.57,852948144.29,0.3231621876901847,687,1473032375.2,2144151.9289665213,-126071259.10000001,22,102.51680385897603,729393079.78,756961124.9,197812638.83,518258611.47,673480558.05,799551817.15,5511,3457877842.3,20202242.820000008,22,1739040042.56,1718837799.74,676459411.48,651396923.04,698769817.55,715789000.9,715462689.33,1658439391.45,307793383.35,1491645067.5,15216649190.09,0.22724305457156618,99.13355779561849,-0.008664422043815123,0.07723766785153353,119.43885049404841,0.1943885049404841,0.11683700606368173,104.59399627797687,0.04593996277976875,0.0759942198801837,102.0229178892842,0.020229178892841926,0.07955194084322993
E09,FY2026,Shoprite Holdings,consumer,67570,10594840796.53,156797.99906067783,62564.665,914384504.75,6089563482.88,7657556.75,1731756880.03,2741211184.27,24651692.6,1072742118.12,4628473902.04,1638722823.33,2141969249.21,1112932703.83,977145054.8900001,0.3564647118387631,720,1539090586.51,2137625.814597222,-51066770.59,22,109.95199334129674,770708486.89,815925370.24,211872712.71,511292503.56,744011907.96,795078678.55,5181,3356217810.79,-224616569.25,22,1565800620.77,1790417190.02,640743049.89,686219568.84,651106257.9,669020772.8,709128161.36,1539861501.64,308208704.82,1508147604.33,15490149193.830002,0.2166678815544811,102.11266932177568,0.03005149408940988,0.079968203494891,124.79509178065835,0.04484505053803112,0.11448034010788313,101.51898049017119,-0.029399543924426563,0.07470153751854744,103.85665066945879,0.01797373392284829,0.08115945764365105
E10,FY2024,Bid Corporation,consumer,61350,9110351211.85,148497.9822632437,61175.354999999996,834450347.47,5141113012.66,8827630.38,1531100598.93,2408472142.97,20837826.91,901956192.16,4084745970.31,1445060230.88,1777998982.3,900589836.2,847706086.7499995,0.35196840005990415,824,1607745023.54,1951146.8732281553,-176458019.6,16,102.63618682803813,894421124.26,799706019.76,295016725.7,513022278.08,715643501.97,892101521.57,6301,3964725873.03,-32317284.87,16,1966204294.08,1998521578.95,795023318.89,841779016.43,782915499.14,762021760.01,782986278.56,1730487668.03,352753203.89,1881485001.11,14682822108.42,0.2700247843196569,100.0,,0.06591401098671427,100.0,,0.1312026207107457,100.0,,0.09262211937815922,100.0,,0.0759685534241679
E10,FY2025,Bid Corporation,consumer,74065,11209617708.81,151348.37924539254,61112.75,933605174.71,6442972757.7,8288811.33,1880510078.14,2855783865.67,22062195.97,1169311627.61,4973615511.33,1650457283.51,2246613701.54,1169619584.82,944922780.23,0.3308803553340022,953,1964199815.46,2061070.1106610703,-510311924.42,16,108.01939700114526,880114701.14,875255154.36,405574028.11,683370632.99,726943945.52,1237255869.94,8327,5181307317.13,-178834625.75,16,2501236345.69,2680070971.44,925666123.07,1067694840.6,1081660625.52,1096438547.83,1009847180.11,2387591016.23,478375307.59,2315340993.31,18355124841.4,0.28228123545330275,123.04265168426707,0.23042651684267068,0.08417525776640637,122.17110217733052,0.22171102177330515,0.15579509969563535,130.68513393008533,0.3068513393008532,0.11387024801977398,125.01087805779576,0.2501087805779576,0.09595974693982655
E10,FY2026,Bid Corporation,consumer,87030,12928769150.45,148555.315988165,61272.795,1143122092.31,7249676052.61,8602992.63,2256503435.11,3389831081.32,24155588.78,1251153531.91,5853506893.55,1880045264.65,2644915495.46,1299147964.88,1100569064.7999997,0.3246678192505799,974,1878698744.5,1928848.813655031,-131118446.56,16,101.25430141476842,1032874310.9,922820055.89,284337742.26,671540946.35,873790148.97,1004908595.53,9812,6165601154.27,-241819940.09,16,2961890607.09,3203710547.18,1245801034.8,1278449516.67,1169172471.98,1234347416.88,1237830713.94,2847548003.23,593983023.99,2724070127.05,20973069049.22,0.29397705885583314,141.91296087063375,0.15336396711271116,0.09758433016759178,116.85302812279294,-0.043529721511544106,0.1397410088241194,155.51141117249563,0.18997017101954383,0.13723182222243396,142.84085780207607,0.14262742587918686,0.10988679888477387
E11,FY2024,Pepkor Holdings,consumer,310619,34608929568.72,111419.22924457294,46153.57,3205643429.82,18647425126.51,11194894.7,6293838497.86,9622931154.71,33539894.94,3514272919.51,15491618367.29,5275823471.24,6856721335.17,3470493475.51,3284357867.21,0.34130534806979806,1073,1512284019.0,1409397.9673811742,-191039772.02,22,108.6839768671456,740990932.02,732334180.08,255099717.65,524850121.27,660622123.49,851661895.51,13975,6367431874.15,-226779966.39,22,3070325953.88,3297105920.27,1326415249.87,1233712243.49,1295730747.34,1278907939.36,1232665694.09,2910619597.93,626406631.76,2830405644.46,42488645461.87,0.14986196441268612,100.0,,0.2503979606037377,100.0,,0.12341237176707248,100.0,,0.14875304221956095,100.0,,0.21983518623709186
E11,FY2025,Pepkor Holdings,consumer,309331,34233324511.65,110668.90971693753,46218.35,3054146924.91,18347450049.41,10918415.72,6253006772.41,9595027198.94,26922075.17,3385668666.24,15402466216.97,5246600702.2,6857225605.16,3341363321.08,3304179935.6400003,0.34436379044397347,1001,1480922873.83,1479443.4303996004,67170275.11,22,111.51736194778226,811578436.15,773735822.78,264563917.75,442623133.3,774046574.47,706876299.36,14701,6970919069.68,-258232470.49999997,22,3356343299.59,3614575770.09,1365530004.18,1331944556.24,1449761586.03,1379015518.78,1444667404.45,3172374748.82,711671513.09,3086872807.77,42685166455.16,0.163310106263796,98.914716341272,-0.01085283658727998,0.25706486963462055,97.92623972904656,-0.02073760270953451,0.1174628594066224,109.47771735069503,0.09477717350695047,0.15320077247028072,100.46252590816613,0.004625259081661337,0.22315608346519467
