entity_id,fiscal_quarter,entity_name,sector,tb_txn_count,tb_total_value_zar,tb_avg_txn_zar,tb_median_txn_zar,tb_net_flow_zar,intercompany_transfers,payments_to_employees,payments_to_suppliers,receipts_from_customers,taxes_paid,channel_Debit Order,channel_EFT,channel_Internal Transfer,channel_RTC,channel_SWIFT,net_operating_cash_flow,operating_margin_proxy,tf_instrument_count,tf_total_value_zar,tf_avg_value_zar,tf_net_trade_zar,tf_countries,tf_weighted_avg_tenor_days,tf_open_exposure_zar,tf_export_collections,tf_guarantees,tf_letters_of_credit,tf_export,tf_import,xb_txn_count,xb_total_value_zar,xb_net_fx_zar,xb_countries,xb_inflow_zar,xb_outflow_zar,fx_AED/ZAR,fx_CNY/ZAR,fx_EUR/ZAR,fx_GBP/ZAR,fx_USD/ZAR,xb_corridor_intercompany,xb_corridor_other,xb_corridor_trade,total_flow_zar,fx_dependence,tb_total_value_zar_index,tb_total_value_zar_yoy,tb_total_value_zar_share,tf_total_value_zar_index,tf_total_value_zar_yoy,tf_total_value_zar_share,xb_total_value_zar_index,xb_total_value_zar_yoy,xb_total_value_zar_share,total_flow_zar_index,total_flow_zar_yoy,total_flow_zar_share
E01,FY2026Q3,BHP Group,mining,11614,4272435926.5449443,367869.46155888966,151058.2038413437,1876536521.6449444,1389621917.14,631841.28,468212295.36,2412943127.4449444,1026745.32,401939004.6290402,1951193100.8420908,597912057.6512316,879017732.4462172,442374030.9763645,1943072245.4849443,0.8052706354262297,131.0,330189096.19,2520527.451832061,7639741.67,11.0,98.01814091561204,157683211.51,70506797.96000001,131695730.65,127986567.58,168914418.93,161274677.26,628,597311465.7,5769217.140000002,11,301540341.42,295771124.28,95500459.93,123203559.3,149366633.35,123147264.48,106093548.64,244939623.66,65221395.730000004,287150446.31,5199936488.434944,0.11486899254028705,114.34260407962385,0.04506261561125302,0.14793742068729707,119.00379240110057,-0.16993911424820018,0.10101467904756717,109.86367694272954,0.07285920373520827,0.047210398568251134,114.09207587121554,0.031171446278327908,0.11606777707650992
E01,FY2026Q4,BHP Group,mining,12209,4544628663.70639,372235.9459174699,160971.22,2260921880.4863906,1434412753.53,587102.22,472075707.99,2635554151.86639,1998948.1,483239394.69981235,2040888696.5270712,673474368.8908494,863156016.3079635,483870187.28069407,2160892393.5563903,0.8199005860024299,124.0,353783230.6,2853090.5693548387,52377190.0,11.0,117.66566097904244,173790040.24,69378868.24,65968055.0,218436307.36,203080210.29999998,150703020.3,498,513737490.78000003,-18158900.000000007,11,247789295.39,265948195.39000002,95346648.54,95590718.41,96766447.15,102484514.49,123549162.19,223840947.38,43131417.66,246765125.74,5412149385.0863905,0.09492300641139816,121.62726016661853,0.06370902731865291,0.13946563515140936,127.50737869637793,0.0714564311246162,0.10171379179293645,94.49189068265764,-0.13991691055529665,0.04871460134704709,118.74825003016078,0.040810670884812605,0.11611538816284513
E02,FY2024Q1,Glencore,mining,1648,1036598904.3774961,629004.1895494516,244599.3926078839,480879636.5974961,368824698.7,489746.22,107102717.15,559038616.1874961,1143126.12,110278373.53701149,482107090.1974464,125605542.66099101,213810240.05207402,104797657.92997316,450303026.69749606,0.8054953873642047,59.0,228019386.31,3864735.3611864406,-27365761.049999997,16.0,106.61227858319114,118307510.51,48092887.64,112217130.94,67709367.73,100326812.63,127692573.67999999,404,600418101.87,31359555.529999997,15,315888828.7,284529273.17,110058432.21,120527253.21,127128478.05,92926823.99,149777114.41,277356145.08,60945313.95,262116642.84,1865036392.557496,0.32193371896977074,100.0,,0.03005947697947467,100.0,,0.07619807370214157,100.0,,0.052391133857539164,100.0,,0.03811043430963077
E02,FY2024Q2,Glencore,mining,1647,1078036689.1584895,654545.6521909469,275894.88797592913,428350621.2584895,369670852.76,484151.91000000003,104774199.72,602802541.0284895,304943.74,119834764.44791773,458002815.29823303,131792586.59468089,259193534.89687842,109212987.9207794,497239245.65848947,0.8248791466773016,50.0,260901203.06,5218024.0612,-112460550.08000001,15.0,69.99366162869084,95683250.2,17785290.369999997,171870201.55,71245711.14,74220326.49,186680876.57,338,603383053.28,53922208.6,15,328652630.94,274730422.34,225805734.4,96191701.61,91421272.98,92246747.92999999,97717596.36,235494851.85,80103972.83,287784228.6,1942320945.4984894,0.31065054139399395,103.99747526319042,0.03997475263190431,0.026908377651505947,114.42062329967683,0.14420623299676838,0.08249689231337752,100.49381446041778,0.00493814460417763,0.05694999587538009,104.14386299642197,0.041438629964219764,0.036088696589198374
E02,FY2024Q3,Glencore,mining,1609,994443385.309145,618050.581298412,263671.74,466672787.9891449,297168348.24,464263.17,94449417.11,601230733.589145,1130623.2,86000223.73570706,437861924.4373443,140902935.9592877,239850641.85635197,89827659.32045391,505186430.1091449,0.8402538358166625,72.0,296912077.08,4123778.848333333,-65140579.440000005,14.0,100.03083925480584,171536697.52,68311556.88,83165018.69,145435501.51,115885748.82,181026328.26,332,500801795.21,39456310.89,15,270129053.05,230672742.16,99128097.31,94894512.99,94999920.97,129239336.96,82539926.98,248017894.83,39769598.71,213014301.67,1792157257.599145,0.27944076508157367,95.93328539222539,-0.07754216965899097,0.03324816705981794,130.21352345731606,0.1380249442993886,0.09613313432655671,83.40884354589821,-0.17001017432022103,0.048254683996239646,96.09234783572168,-0.07731147020133977,0.04131624562034691
E02,FY2024Q4,Glencore,mining,1691,1029511068.2345793,608817.8996064928,242572.3423855553,428601193.1145794,384550679.02,572133.9,97438350.23,546054253.1445794,895651.9400000001,116586730.30353443,463557873.71023613,121688125.08498389,240715133.0799758,86963206.05584913,447148117.0745794,0.818871228453169,69.0,294056188.87,4261683.8966666665,-23344717.230000004,15.0,102.41233349152057,131733322.27,105921178.4,43583429.94,144551580.53,135355735.82000002,158700453.05,380,672546640.27,-130697585.97,15,270924527.15,401622113.12,81151398.94,158169880.10999998,150640680.39,147390974.39000002,135193706.44,277844455.66,62109786.76,332592397.85,1996113897.3745794,0.33692798850535416,99.3162412083415,0.035263629326201196,0.03049696921531472,128.96104740419779,-0.009618632687785511,0.09768190657230452,112.01305193420318,0.34293975521390196,0.06484362927780146,107.02814729729423,0.11380510215306883,0.04234439138584543
E02,FY2025Q1,Glencore,mining,1590,906889369.2176086,570370.6724639047,249047.18436213897,408911700.0776086,299825367.61,604731.04,94089929.9,511640061.7076086,729278.96,118745583.1901017,384015067.9075498,156310130.10845172,170960974.90632913,76857613.10517623,416216121.8076086,0.8134940028317549,66.0,294328313.98,4459519.908787879,-129135829.6,14.0,94.69973252860068,197965229.7,33549029.83,158811983.19,101967300.96000001,82596242.19,211732071.79,371,516961662.26,28611484.78,15,272786573.52,244175088.74,86494000.51,99511513.78999999,104145808.35,129996195.59,96814144.02,246001763.34,37789171.32,233170727.6,1718179345.4576085,0.3008775909375839,87.48700827174987,-0.11910673211823186,0.02729349921402228,129.08039037516343,0.0009254187475045139,0.09008509700853655,86.10027923041041,-0.23133708310183365,0.04754390503950025,92.12578115440928,-0.1392378221916739,0.0362730883229796
E02,FY2025Q2,Glencore,mining,1748,1012130298.0711861,579021.9096517083,254338.44008934358,528375639.5311861,307096845.53,431649.41,101387556.62,601343592.8811861,1870653.63,116237376.06700166,481794857.5329645,144102816.6388818,180680426.83349764,89314820.99884045,497653733.22118616,0.8275696941191372,56.0,277635760.98,4957781.446071429,54618683.7,15.0,136.42694502124507,174617761.18,53900593.629999995,118843185.6,104891981.75,166127222.34,111508538.64,396,606813096.6,8516429.06,15,307664762.83,299148333.77,111443631.33,150221816.89,120480528.05,100963470.22,123703650.11,298910393.46,70826030.08,237076673.06,1896579155.651186,0.3199513686480711,97.63952998570801,0.11604604974515342,0.025927001946193524,121.75971765950851,-0.05671405776181726,0.0895142667101336,101.0650902612834,0.17380676537443174,0.056568188537931365,101.69126796772237,0.10383072678950378,0.03587495724319992
E02,FY2025Q3,Glencore,mining,1686,1045230228.3819568,619946.7546749447,260468.72800302616,463551814.10195684,368184653.03,486530.03,97950966.39,577694113.0819569,913965.85,98688403.59471777,451436541.6502131,169189385.35190415,231362138.5432623,94553759.24185947,478342650.8119569,0.8280206427239374,54.0,174233515.25,3226546.578703704,-13171906.790000001,16.0,114.21807959648568,113947083.76,32410325.86,77769132.60000001,64054056.79,80530804.23,93702711.02,375,579341212.8,58144628.519999996,15,318742920.66,260598292.14,119467805.33,126127228.8,87057654.64,92938614.15,153749909.88,285111883.04,61401324.02,232828005.74,1798804956.4319568,0.32207005586039733,100.83265802886837,0.03270323037839029,0.03597861690755649,76.41171133279154,-0.37243849771013027,0.05558942597841676,96.48963130785761,-0.04527239763598745,0.05057095020324456,96.44878585802194,-0.05155292302348369,0.04121754536715684
E02,FY2025Q4,Glencore,mining,1657,976910494.8783787,589565.7784419908,236743.74,399384407.55837876,356336941.61,391064.44,109743201.77,509595306.7183787,843980.3400000001,92386124.13416038,460939951.85506856,127709950.23408458,210989912.08822444,84884556.56684078,398617060.1683787,0.7822227852437215,69.0,220962290.26,3202352.032753623,51632216.04,16.0,106.5785791561518,134424931.13,36277566.86,73173753.03999999,111510970.36,136297253.15,84665037.11,439,706841447.29,-11019926.049999999,15,347910760.62,358930686.67,112888492.85,142926242.26,137663722.15,184337956.63,129025033.4,347763808.11,67504153.9,291573485.28,1904714232.4283786,0.3711010477350327,94.24189922958082,-0.06536333493658975,0.030668800490016447,96.90504559098952,0.2681962476791617,0.07117518004321315,117.72487289915891,0.22007796385446454,0.056795472414569684,102.12745660241369,0.058877576258461906,0.04018093740685838
E02,FY2026Q1,Glencore,mining,1727,1079988040.5984097,625354.9742897566,245089.64382808347,606243258.9384097,361529885.51,355236.33,93998247.55,621690838.1884097,2413833.02,111779550.75799036,473059471.05726945,194406019.29981226,163054600.1842044,137688399.2991333,524923521.2884097,0.844348169611157,65.0,316055860.0,4862397.846153846,98469485.36,16.0,122.02525180137461,179281201.81,83164713.85000001,130149788.76,102741357.39,207262672.68,108793187.32,348,561546589.26,71038318.7,15,316292453.98,245254135.28,104247358.28,49474066.12,109063269.17,102522331.96000001,196239563.73000002,310277677.74,48365780.22,202903131.3,1957590489.8584096,0.28685600597733596,104.1857208258357,0.10551380731441884,0.033408011045146124,138.6092056095228,0.4303610793864696,0.09373279981705343,93.52592593578794,-0.2055550910137688,0.05307598095350972,104.96258934518676,0.027760729945624174,0.042299620893884005
E02,FY2026Q2,Glencore,mining,1894,1190496279.2535467,628561.9214643858,250125.05217735004,532886521.05354667,400690709.51,610306.52,105417313.79,682383892.4435467,1394056.99,129618872.9363957,536183927.50042534,175349647.5515158,219046049.46887487,130297781.79633495,574962215.1435467,0.8425788203831512,62.0,318344207.58,5134583.993225806,81867321.42,16.0,94.64852484453677,184490756.88,67206765.78999999,127304591.69,123832850.1,200105764.5,118238443.08,346,562314593.5,-57908131.400000006,15,252203231.05,310111362.45,90251453.31,79510302.22,151274044.55,118189123.5,123089669.92,255461233.7,49033898.89,257819460.91,2071155080.3335466,0.27149806349094957,114.84637637818746,0.10232357628136857,0.030766217639234837,139.6127814970962,0.007240326377748518,0.09573341353508516,93.65383750900801,0.0013676589880318168,0.050430295903985484,111.05172470620819,0.05801243470658202,0.03895303432700853
E02,FY2026Q3,Glencore,mining,1943,1023309226.6011424,526664.5530628628,231156.55,477249263.2211424,345856860.74,335384.89,113223760.68,562827662.0011424,1065558.29,126684356.50007279,492271752.33250886,126919170.63380446,187942216.06277832,89491731.07197794,448202958.14114237,0.7963413819206218,56.0,213134699.11,3805976.7698214287,327055.5500000017,15.0,139.67699277223522,150850220.57,69654090.13,52603295.37,90877313.61,106730877.33,106403821.78,426,618681440.38,-92640533.3,15,263020453.54,355660986.84,137725813.95000002,131533208.57,115821753.0,96707571.76,136893093.1,270877335.38,71281817.29,276522287.71,1855125366.0911427,0.33349845335983835,98.71795371187137,-0.14043475445150677,0.03543311828465716,93.4721834661182,-0.33048978421748354,0.06520425257200996,103.04177013536382,0.10024076830223683,0.04889944202375203,99.46858803903753,-0.1043039781490499,0.041408251412172886
E02,FY2026Q4,Glencore,mining,2007,1146474351.8310988,571237.8434634274,240625.64,524098891.6910988,371523726.34,588187.6,120600943.78,653256718.6010988,504775.51,98932400.13730797,504253065.7398786,181510459.08270025,241196032.04561782,120582394.82559419,531562811.7110988,0.8137119704630079,59.0,237538809.16,4026081.5111864405,-47024249.86,13.0,116.35688017166449,141310662.75,87667466.52,54570590.74,95300751.9,95257279.65,142281529.51,344,581383703.14,17226295.960000005,15,299304999.55,282078703.59,141596786.82,142169835.65,95588403.02,69648118.31,132380559.34,249158515.58,69829636.35,262395551.21,1965396864.1310987,0.2958098253591289,110.59961061019891,0.12035963521900572,0.03518302274943681,104.17483048439487,0.11450087738836401,0.06829315492615749,96.82980931608867,-0.06028585117583518,0.05512908019450631,105.38115352462263,0.05944153427878818,0.042166762876405396
E03,FY2024Q1,Anglo American,mining,9560,2702521260.27993,282690.5083974822,115324.35697490643,1222932400.89993,911461760.13,313600.83,282833849.86,1506809030.0699298,1103019.39,272134226.60732704,1179458793.0315473,396961892.59494734,543799655.2282356,310166692.8178725,1222558559.98993,0.8113560083544177,110.0,238009723.62,2163724.760181818,-65574895.38,16.0,97.61820701995737,130321810.17,54393045.36,57844005.32,125772672.94,86217414.12,151792309.5,671,478033305.95,-29761574.35,16,224135865.8,253897440.15,93794310.44,84220170.82,100999084.08,111380508.58,87639232.03,215627868.74,30896294.94,231509142.27,3418564289.84993,0.13983452274667765,100.0,,0.07836818586906566,100.0,,0.07953658132193535,100.0,,0.0417121116808217,100.0,,0.06985545714897298
E03,FY2024Q2,Anglo American,mining,9180,2580755010.4902735,281127.99678543286,118038.59477738437,1266481546.3702736,790317227.29,461669.42,276575265.41,1512115436.7702737,1285411.6,272424439.89199716,1097724577.0847309,383985224.80344117,563382420.756362,263238347.95374233,1233793090.3402736,0.815938426616113,114.0,227545716.43,1996015.0564035089,7117307.910000002,17.0,106.4022666721927,94728318.54,63809304.699999996,65697270.42,98039141.31,117331512.17,110214204.25999999,582,380284516.63,12338324.870000001,16,196311420.75,183973095.88,66465537.16,73319992.83,80629238.81,68867806.69,91001941.14,162681986.26,36947059.11,180655471.26,3188585243.5502734,0.11926434063483872,95.49434627659343,-0.04505653723406566,0.06441703807177108,95.60353794338816,-0.043964620566118384,0.0719498961466232,79.55188726322261,-0.2044811273677739,0.03589295644917522,93.27264234923157,-0.06727357650768417,0.05924452684813542
E03,FY2024Q3,Anglo American,mining,8655,2414875690.125288,279015.0999567057,116389.51954780112,1061331276.5852882,783818312.75,367613.75,255696055.78,1373909154.305288,1084553.54,265498364.47012386,1116630289.8200958,338652531.1709406,433401932.24651986,260692572.41760814,1116760931.2352881,0.8128346242805071,99.0,194857058.16,1968253.1127272728,-46040866.54,16.0,131.90584639225676,77566849.15,71761823.34,54281469.88,68813764.94,74408095.81,120448962.35,584,484261542.88,-67381879.18,16,208439831.85,275821711.03,74349984.06,160930951.12,71562228.92,97553943.46000001,79864435.32,190907637.53,89997378.48,203356526.87,3093994291.165288,0.15651662456610838,89.356399360024,-0.06427550065415655,0.08073882491462167,81.86936869482845,-0.14365754180240098,0.06309012395452591,101.30288765499772,0.2734190368080778,0.046660950393372806,90.50566345502632,-0.029665492737357302,0.07132868923176196
E03,FY2024Q4,Anglo American,mining,8868,2481265857.896057,279799.9388696501,114762.07315855693,1035229489.536057,805992224.99,544992.82,266695991.76,1406369182.246057,1663466.08,240388313.95003754,1108469776.9040337,371397275.6137666,489505058.1084843,271505433.31973493,1137464731.5860572,0.8087952622578496,101.0,252572720.89,2500720.008811881,-46503871.330000006,17.0,102.61286801806843,122389066.62,51933592.62,88642107.47,111997020.8,103034424.78,149538296.11,521,395739591.11,-26155262.970000003,16,184792164.07,210947427.04,81819363.97,74247931.22,79800098.61,62149274.57,97722922.74,202076307.29,32485962.369999997,161177321.45,3129578169.896057,0.12645141601404503,91.81300048825683,0.02749216783383357,0.07350196692205496,106.11865643491561,0.29619487882552753,0.08390160064135542,82.78494117131505,-0.1827978146758098,0.03815525912995961,91.54656471396773,0.011500951644408897,0.06638903875824705
E03,FY2025Q1,Anglo American,mining,8298,2304179823.696696,277678.9375387679,114014.0276185346,1104782792.7166955,764449296.79,475696.15,246523392.79,1290184450.9366956,2546987.0300000003,208048203.76266813,1028385660.3355558,367435552.62509996,489935274.33038956,210375132.64298213,1040638374.9666955,0.8065810855270924,96.0,249846994.24,2602572.856666667,-31142646.939999998,17.0,108.99939454180563,141087441.55,61875755.61,101671933.6,86299305.03,109352173.65,140494820.59,542,364349901.74,-31963562.520000003,16,166193169.61,198156732.13,92896782.01,51350725.07,71989614.67,74123348.62,73989431.37,165098030.14,22687040.98,176564830.62,2918376719.676696,0.12484676816513376,85.26037732106597,-0.07136923019991015,0.06934597795681238,104.97343992504233,-0.010791848939169846,0.07647069494962379,76.21851808336326,-0.07931905241513959,0.033508514062239286,85.36849016827495,-0.06748559670148002,0.06161087711385951
E03,FY2025Q2,Anglo American,mining,7918,2157013384.039315,272418.96742097946,114667.28831688406,990338559.099315,655838910.36,352501.85,249695278.53,1250209259.209315,917434.09,223831360.05356663,943068345.5333841,340931972.3934419,465488492.5224868,183693213.53643566,999244044.739315,0.7992614335389573,85.0,180614822.58,2124880.265647059,484459.50000000215,16.0,100.9002177508326,69338902.98,23927381.990000002,59076575.28,97610865.31,90549641.04,90065181.53999999,520,335899673.65,-65258703.29,16,135320485.18,200579188.47,73296946.87,65122784.42,55106861.03,65583022.199999996,76790059.13,169137598.17,26002485.29,140759590.19,2673527880.2693152,0.12563911381996265,79.81485347559817,-0.06386933786325544,0.05525463501342536,75.88548057320752,-0.27709827716997226,0.058233144545793016,70.26700220865645,-0.07808490671777957,0.03131316079914484,78.20616064490275,-0.08389898321094935,0.05057141860247493
