entity_id,fiscal_year,instrument_type,status,direction,tenor_days,commodity_or_contract_type,instrument_count,value_zar
E01,FY2024,export_collections,settled,export,90,platinum_group_metals,1,2196969.92
E01,FY2024,export_collections,settled,export,90,telecom_equipment,1,404265.13
E01,FY2024,export_collections,settled,export,120,agri_produce,1,736280.41
E01,FY2024,export_collections,settled,export,180,agri_produce,1,518535.99
E01,FY2024,export_collections,settled,export,270,gold,1,28127973.53
E01,FY2024,export_collections,settled,export,270,manufactured_goods,1,31661509.88
E01,FY2024,export_collections,settled,export,365,chemicals,1,7464457.46
E01,FY2024,export_collections,settled,export,365,consumer_goods,1,8637868.31
E01,FY2024,export_collections,settled,import,30,chemicals,1,169061.82
E01,FY2024,export_collections,settled,import,30,coal,1,7322203.14
E01,FY2024,export_collections,settled,import,30,copper,1,2118370.97
E01,FY2024,export_collections,settled,import,30,gold,1,1104408.65
E01,FY2024,export_collections,settled,import,30,manufactured_goods,1,83446.67
E01,FY2024,export_collections,settled,import,30,telecom_equipment,1,27705971.36
E01,FY2024,export_collections,settled,import,60,copper,1,6269743.72
E01,FY2024,export_collections,settled,import,60,manufactured_goods,1,2781210.31
E01,FY2024,export_collections,settled,import,60,pharmaceuticals,1,3039478.76
E01,FY2024,export_collections,settled,import,60,platinum_group_metals,1,791351.75
E01,FY2024,export_collections,settled,import,60,telecom_equipment,1,10458384.83
E01,FY2024,export_collections,settled,import,90,chemicals,3,5387680.17
E01,FY2024,export_collections,settled,import,90,coal,1,329561.85
E01,FY2024,export_collections,settled,import,90,copper,1,1283666.08
E01,FY2024,export_collections,settled,import,90,telecom_equipment,1,2002923.75
E01,FY2024,export_collections,settled,import,120,gold,1,575471.23
E01,FY2024,export_collections,settled,import,120,platinum_group_metals,1,5314712.69
E01,FY2024,export_collections,settled,import,180,iron_ore,1,5458623.96
E01,FY2024,export_collections,settled,import,270,chemicals,1,722930.16
E01,FY2024,export_collections,settled,import,270,telecom_equipment,1,626053.69
E01,FY2024,export_collections,settled,import,365,electronics,1,284642.99
E01,FY2024,guarantees,active,export,30,advance_payment_guarantee,1,2318720.74
E01,FY2024,guarantees,active,export,30,bid_bond,1,1307994.77
E01,FY2024,guarantees,active,export,30,performance_guarantee,2,4942148.01
E01,FY2024,guarantees,active,export,60,advance_payment_guarantee,1,321751.02
E01,FY2024,guarantees,active,export,60,bid_bond,1,2746173.27
E01,FY2024,guarantees,active,export,90,advance_payment_guarantee,1,3051887.72
E01,FY2024,guarantees,active,export,90,bid_bond,2,919623.0900000001
E01,FY2024,guarantees,active,export,90,performance_guarantee,2,2451039.89
E01,FY2024,guarantees,active,export,120,advance_payment_guarantee,1,9437813.22
E01,FY2024,guarantees,active,export,120,performance_guarantee,1,723971.15
E01,FY2024,guarantees,active,export,180,bid_bond,2,2536642.5300000003
E01,FY2024,guarantees,active,export,270,bid_bond,1,3429554.96
E01,FY2024,guarantees,active,import,30,bid_bond,1,3315916.96
E01,FY2024,guarantees,active,import,60,advance_payment_guarantee,2,5063900.41
E01,FY2024,guarantees,active,import,60,bid_bond,4,6699322.01
E01,FY2024,guarantees,active,import,60,performance_guarantee,3,9644027.5
E01,FY2024,guarantees,active,import,90,advance_payment_guarantee,2,12908233.38
E01,FY2024,guarantees,active,import,90,bid_bond,3,8571768.37
E01,FY2024,guarantees,active,import,90,performance_guarantee,1,810521.16
E01,FY2024,guarantees,active,import,120,advance_payment_guarantee,1,19882015.53
E01,FY2024,guarantees,active,import,120,bid_bond,1,353331.06
E01,FY2024,guarantees,active,import,180,performance_guarantee,1,597069.98
E01,FY2024,guarantees,active,import,270,performance_guarantee,1,1013208.99
E01,FY2024,guarantees,active,import,365,advance_payment_guarantee,1,3281263.76
E01,FY2024,guarantees,expired,export,60,advance_payment_guarantee,2,6123037.47
E01,FY2024,guarantees,expired,export,90,advance_payment_guarantee,1,934909.01
E01,FY2024,guarantees,expired,export,90,performance_guarantee,1,207367.8
E01,FY2024,guarantees,expired,import,30,bid_bond,1,4653984.29
E01,FY2024,guarantees,expired,import,60,bid_bond,1,14657191.51
E01,FY2024,guarantees,expired,import,120,bid_bond,1,563802.29
E01,FY2024,guarantees,expired,import,270,bid_bond,1,2930462.26
E01,FY2024,guarantees,issued,export,60,performance_guarantee,3,4015546.96
E01,FY2024,guarantees,issued,export,90,advance_payment_guarantee,2,6910940.47
E01,FY2024,guarantees,issued,export,270,advance_payment_guarantee,1,1304647.73
E01,FY2024,guarantees,issued,import,30,advance_payment_guarantee,1,2794094.72
E01,FY2024,guarantees,issued,import,30,bid_bond,2,20226515.25
E01,FY2024,guarantees,issued,import,30,performance_guarantee,1,53505.28
E01,FY2024,guarantees,issued,import,60,performance_guarantee,1,1817339.39
E01,FY2024,guarantees,issued,import,90,advance_payment_guarantee,2,2778427.74
E01,FY2024,guarantees,issued,import,90,bid_bond,1,670689.29
E01,FY2024,guarantees,issued,import,120,performance_guarantee,1,538070.73
E01,FY2024,guarantees,issued,import,180,advance_payment_guarantee,1,808639.75
E01,FY2024,guarantees,issued,import,180,performance_guarantee,2,3317645.15
E01,FY2024,guarantees,issued,import,270,performance_guarantee,1,6820323.04
E01,FY2024,guarantees,settled,export,30,bid_bond,2,2550616.4699999997
E01,FY2024,guarantees,settled,export,30,performance_guarantee,2,724893.98
E01,FY2024,guarantees,settled,export,60,advance_payment_guarantee,5,17235583.07
E01,FY2024,guarantees,settled,export,60,performance_guarantee,1,7882423.9
E01,FY2024,guarantees,settled,export,90,advance_payment_guarantee,1,60150.52
E01,FY2024,guarantees,settled,export,90,bid_bond,6,8400699.27
E01,FY2024,guarantees,settled,export,90,performance_guarantee,5,6168366.29
E01,FY2024,guarantees,settled,export,180,advance_payment_guarantee,4,3882104.9400000004
E01,FY2024,guarantees,settled,export,180,performance_guarantee,1,1145341.53
E01,FY2024,guarantees,settled,export,270,advance_payment_guarantee,2,19474399.7
E01,FY2024,guarantees,settled,export,270,bid_bond,1,3241068.47
E01,FY2024,guarantees,settled,export,365,advance_payment_guarantee,1,713963.18
E01,FY2024,guarantees,settled,import,30,advance_payment_guarantee,2,3273998.59
E01,FY2024,guarantees,settled,import,30,bid_bond,2,6613843.63
E01,FY2024,guarantees,settled,import,60,advance_payment_guarantee,3,3518669.28
E01,FY2024,guarantees,settled,import,60,bid_bond,5,10398036.61
E01,FY2024,guarantees,settled,import,60,performance_guarantee,5,8972513.8
E01,FY2024,guarantees,settled,import,90,advance_payment_guarantee,1,961066.12
E01,FY2024,guarantees,settled,import,90,bid_bond,1,247055.66
E01,FY2024,guarantees,settled,import,90,performance_guarantee,3,14997113.360000001
E01,FY2024,guarantees,settled,import,120,bid_bond,1,3239110.75
E01,FY2024,guarantees,settled,import,120,performance_guarantee,3,9364221.719999999
E01,FY2024,guarantees,settled,import,180,advance_payment_guarantee,3,5647856.74
E01,FY2024,guarantees,settled,import,180,performance_guarantee,2,3492375.55
E01,FY2024,guarantees,settled,import,270,advance_payment_guarantee,1,2317561.14
E01,FY2024,guarantees,settled,import,270,performance_guarantee,2,2251326.98
E01,FY2024,letters_of_credit,active,export,30,agri_produce,1,1023845.33
E01,FY2024,letters_of_credit,active,export,30,chemicals,1,4616770.59
E01,FY2024,letters_of_credit,active,export,30,coal,1,9368731.67
E01,FY2024,letters_of_credit,active,export,30,consumer_goods,1,2847711.86
E01,FY2024,letters_of_credit,active,export,30,copper,1,795301.64
E01,FY2024,letters_of_credit,active,export,30,manufactured_goods,1,197067.71
E01,FY2024,letters_of_credit,active,export,30,pharmaceuticals,1,1508368.43
E01,FY2024,letters_of_credit,active,export,60,consumer_goods,1,1674191.05
E01,FY2024,letters_of_credit,active,export,60,copper,1,724937.75
E01,FY2024,letters_of_credit,active,export,60,iron_ore,1,4596100.89
E01,FY2024,letters_of_credit,active,export,60,pharmaceuticals,1,2447203.56
E01,FY2024,letters_of_credit,active,export,60,platinum_group_metals,2,4479128.81
E01,FY2024,letters_of_credit,active,export,60,telecom_equipment,2,3820977.8499999996
E01,FY2024,letters_of_credit,active,export,90,coal,2,17623186.060000002
E01,FY2024,letters_of_credit,active,export,90,consumer_goods,2,2133293.52
E01,FY2024,letters_of_credit,active,export,90,copper,1,4797218.2
E01,FY2024,letters_of_credit,active,export,90,electronics,1,1870469.2
E01,FY2024,letters_of_credit,active,export,90,gold,1,886136.73
E01,FY2024,letters_of_credit,active,export,90,iron_ore,1,1127621.82
E01,FY2024,letters_of_credit,active,export,120,consumer_goods,1,325687.19
E01,FY2024,letters_of_credit,active,export,120,gold,1,2325109.54
E01,FY2024,letters_of_credit,active,export,120,pharmaceuticals,1,474595.69
E01,FY2024,letters_of_credit,active,export,120,platinum_group_metals,1,436046.43
E01,FY2024,letters_of_credit,active,export,180,agri_produce,1,2547504.68
E01,FY2024,letters_of_credit,active,export,180,gold,1,1717255.21
E01,FY2024,letters_of_credit,active,export,180,iron_ore,1,665484.56
E01,FY2024,letters_of_credit,active,export,180,telecom_equipment,1,611288.5
E01,FY2024,letters_of_credit,active,export,270,chemicals,1,476718.62
E01,FY2024,letters_of_credit,active,export,270,platinum_group_metals,1,1631484.35
E01,FY2024,letters_of_credit,active,export,365,consumer_goods,1,905406.43
E01,FY2024,letters_of_credit,active,import,30,agri_produce,2,19353469.78
E01,FY2024,letters_of_credit,active,import,30,chemicals,1,2451770.75
E01,FY2024,letters_of_credit,active,import,30,coal,1,322911.71
E01,FY2024,letters_of_credit,active,import,30,consumer_goods,1,389009.41
E01,FY2024,letters_of_credit,active,import,30,copper,1,578315.35
E01,FY2024,letters_of_credit,active,import,30,gold,1,5061219.46
E01,FY2024,letters_of_credit,active,import,30,iron_ore,2,20230395.58
E01,FY2024,letters_of_credit,active,import,30,manufactured_goods,1,1914726.64
E01,FY2024,letters_of_credit,active,import,60,agri_produce,1,2829123.94
E01,FY2024,letters_of_credit,active,import,60,chemicals,2,4916333.16
E01,FY2024,letters_of_credit,active,import,60,coal,3,5849606.41
E01,FY2024,letters_of_credit,active,import,60,consumer_goods,1,3883806.74
E01,FY2024,letters_of_credit,active,import,60,manufactured_goods,1,1299242.07
E01,FY2024,letters_of_credit,active,import,60,telecom_equipment,2,4878022.68
E01,FY2024,letters_of_credit,active,import,90,agri_produce,2,570837.86
E01,FY2024,letters_of_credit,active,import,90,chemicals,1,3568742.04
E01,FY2024,letters_of_credit,active,import,90,coal,3,6786830.43
E01,FY2024,letters_of_credit,active,import,90,copper,1,4499056.96
E01,FY2024,letters_of_credit,active,import,90,electronics,2,4028180.4399999995
E01,FY2024,letters_of_credit,active,import,90,gold,1,732535.25
E01,FY2024,letters_of_credit,active,import,90,platinum_group_metals,1,4025499.04
E01,FY2024,letters_of_credit,active,import,90,telecom_equipment,1,10777312.08
E01,FY2024,letters_of_credit,active,import,120,agri_produce,1,349117.37
E01,FY2024,letters_of_credit,active,import,120,copper,3,4295587.0
E01,FY2024,letters_of_credit,active,import,120,gold,1,3159450.44
E01,FY2024,letters_of_credit,active,import,120,telecom_equipment,1,4483772.68
E01,FY2024,letters_of_credit,active,import,180,chemicals,1,83102.34
E01,FY2024,letters_of_credit,active,import,180,electronics,1,2105234.81
E01,FY2024,letters_of_credit,active,import,180,pharmaceuticals,1,952712.82
E01,FY2024,letters_of_credit,active,import,270,manufactured_goods,1,2203025.74
E01,FY2024,letters_of_credit,active,import,365,platinum_group_metals,1,1085423.88
E01,FY2024,letters_of_credit,expired,export,60,coal,1,975589.61
E01,FY2024,letters_of_credit,expired,export,60,gold,1,2154541.81
E01,FY2024,letters_of_credit,expired,export,60,platinum_group_metals,1,1217556.26
E01,FY2024,letters_of_credit,expired,export,90,agri_produce,1,994006.28
E01,FY2024,letters_of_credit,expired,export,90,pharmaceuticals,1,1001682.07
E01,FY2024,letters_of_credit,expired,export,120,agri_produce,1,363029.62
E01,FY2024,letters_of_credit,expired,export,120,manufactured_goods,1,1025464.41
E01,FY2024,letters_of_credit,expired,import,30,copper,1,5715266.21
E01,FY2024,letters_of_credit,expired,import,30,platinum_group_metals,1,755581.58
E01,FY2024,letters_of_credit,expired,import,60,iron_ore,2,3348619.4299999997
E01,FY2024,letters_of_credit,expired,import,120,copper,2,4401653.18
E01,FY2024,letters_of_credit,expired,import,180,chemicals,1,4865066.84
E01,FY2024,letters_of_credit,expired,import,270,coal,1,630736.77
E01,FY2024,letters_of_credit,issued,export,30,gold,1,1322220.23
E01,FY2024,letters_of_credit,issued,export,30,iron_ore,1,1761898.65
E01,FY2024,letters_of_credit,issued,export,60,agri_produce,1,13499920.55
E01,FY2024,letters_of_credit,issued,export,60,coal,1,354733.45
E01,FY2024,letters_of_credit,issued,export,60,platinum_group_metals,2,1261162.95
E01,FY2024,letters_of_credit,issued,export,60,telecom_equipment,1,225565.02
E01,FY2024,letters_of_credit,issued,export,90,agri_produce,1,10323496.49
E01,FY2024,letters_of_credit,issued,export,90,electronics,1,1725105.93
E01,FY2024,letters_of_credit,issued,export,90,pharmaceuticals,1,875329.69
E01,FY2024,letters_of_credit,issued,export,120,coal,1,644535.49
E01,FY2024,letters_of_credit,issued,export,120,electronics,1,4256463.52
E01,FY2024,letters_of_credit,issued,export,180,platinum_group_metals,1,3588750.22
E01,FY2024,letters_of_credit,issued,export,180,telecom_equipment,1,578731.68
E01,FY2024,letters_of_credit,issued,export,270,electronics,1,2607618.21
E01,FY2024,letters_of_credit,issued,export,270,pharmaceuticals,1,910078.57
E01,FY2024,letters_of_credit,issued,import,30,copper,1,701115.97
E01,FY2024,letters_of_credit,issued,import,30,platinum_group_metals,1,795177.26
E01,FY2024,letters_of_credit,issued,import,60,coal,1,2498360.05
E01,FY2024,letters_of_credit,issued,import,60,iron_ore,1,1858131.88
E01,FY2024,letters_of_credit,issued,import,60,manufactured_goods,1,475990.56
E01,FY2024,letters_of_credit,issued,import,90,consumer_goods,1,3700291.76
E01,FY2024,letters_of_credit,issued,import,120,copper,1,520386.04
E01,FY2024,letters_of_credit,issued,import,180,agri_produce,1,402089.75
E01,FY2024,letters_of_credit,issued,import,180,electronics,1,967234.76
E01,FY2024,letters_of_credit,issued,import,180,manufactured_goods,1,187702.03
E01,FY2024,letters_of_credit,settled,export,30,consumer_goods,2,5042513.47
E01,FY2024,letters_of_credit,settled,export,30,copper,2,3596065.08
E01,FY2024,letters_of_credit,settled,export,30,gold,1,539455.07
E01,FY2024,letters_of_credit,settled,export,30,iron_ore,1,12321198.33
E01,FY2024,letters_of_credit,settled,export,30,platinum_group_metals,1,2340373.91
E01,FY2024,letters_of_credit,settled,export,30,telecom_equipment,1,772092.62
E01,FY2024,letters_of_credit,settled,export,60,copper,2,8462755.93
E01,FY2024,letters_of_credit,settled,export,60,iron_ore,1,1015083.5
E01,FY2024,letters_of_credit,settled,export,60,manufactured_goods,1,1136848.06
E01,FY2024,letters_of_credit,settled,export,60,pharmaceuticals,1,4196161.49
E01,FY2024,letters_of_credit,settled,export,60,platinum_group_metals,4,6666798.09
E01,FY2024,letters_of_credit,settled,export,90,coal,1,1814021.29
E01,FY2024,letters_of_credit,settled,export,90,copper,3,2919317.77
E01,FY2024,letters_of_credit,settled,export,90,electronics,1,1094018.12
E01,FY2024,letters_of_credit,settled,export,90,manufactured_goods,1,906995.87
E01,FY2024,letters_of_credit,settled,export,90,platinum_group_metals,1,2132904.71
E01,FY2024,letters_of_credit,settled,export,90,telecom_equipment,1,4911544.44
E01,FY2024,letters_of_credit,settled,export,120,agri_produce,1,1491211.72
E01,FY2024,letters_of_credit,settled,export,120,pharmaceuticals,1,2542907.02
E01,FY2024,letters_of_credit,settled,export,180,gold,1,2697137.09
E01,FY2024,letters_of_credit,settled,export,180,telecom_equipment,1,935067.48
E01,FY2024,letters_of_credit,settled,export,270,consumer_goods,1,1135464.5
E01,FY2024,letters_of_credit,settled,export,270,pharmaceuticals,1,884448.38
E01,FY2024,letters_of_credit,settled,export,270,platinum_group_metals,1,377277.33
E01,FY2024,letters_of_credit,settled,export,365,iron_ore,1,558304.97
E01,FY2024,letters_of_credit,settled,import,30,agri_produce,1,2916413.41
E01,FY2024,letters_of_credit,settled,import,30,electronics,1,2038999.44
E01,FY2024,letters_of_credit,settled,import,30,manufactured_goods,3,7169239.8100000005
E01,FY2024,letters_of_credit,settled,import,30,pharmaceuticals,1,1389915.09
E01,FY2024,letters_of_credit,settled,import,60,agri_produce,1,642439.12
E01,FY2024,letters_of_credit,settled,import,60,chemicals,2,1799656.46
E01,FY2024,letters_of_credit,settled,import,60,coal,1,21465159.78
E01,FY2024,letters_of_credit,settled,import,60,electronics,2,14584613.540000001
E01,FY2024,letters_of_credit,settled,import,60,iron_ore,3,15929779.72
E01,FY2024,letters_of_credit,settled,import,60,platinum_group_metals,2,4113882.12
E01,FY2024,letters_of_credit,settled,import,90,agri_produce,2,6458446.470000001
E01,FY2024,letters_of_credit,settled,import,90,chemicals,1,1051577.35
E01,FY2024,letters_of_credit,settled,import,90,consumer_goods,2,13169373.95
E01,FY2024,letters_of_credit,settled,import,90,copper,3,4569518.9
E01,FY2024,letters_of_credit,settled,import,90,electronics,1,8749464.13
E01,FY2024,letters_of_credit,settled,import,90,gold,1,234807.17
E01,FY2024,letters_of_credit,settled,import,90,manufactured_goods,3,4213364.43
E01,FY2024,letters_of_credit,settled,import,90,telecom_equipment,1,11799652.5
E01,FY2024,letters_of_credit,settled,import,120,chemicals,3,27359350.62
E01,FY2024,letters_of_credit,settled,import,120,pharmaceuticals,1,1144180.65
E01,FY2024,letters_of_credit,settled,import,180,chemicals,1,401973.12
E01,FY2024,letters_of_credit,settled,import,180,consumer_goods,2,893682.5900000001
E01,FY2024,letters_of_credit,settled,import,180,electronics,3,11688956.89
E01,FY2024,letters_of_credit,settled,import,180,iron_ore,1,600450.54
E01,FY2024,letters_of_credit,settled,import,270,manufactured_goods,1,1475035.94
E01,FY2024,letters_of_credit,settled,import,270,pharmaceuticals,1,2040364.38
E01,FY2024,letters_of_credit,settled,import,365,pharmaceuticals,1,1793447.83
E01,FY2025,export_collections,active,export,30,agri_produce,1,1023455.77
E01,FY2025,export_collections,active,export,60,copper,1,1616211.84
E01,FY2025,export_collections,active,export,60,pharmaceuticals,1,4744042.96
E01,FY2025,export_collections,active,export,60,platinum_group_metals,1,4767328.6
E01,FY2025,export_collections,active,export,90,consumer_goods,1,4093282.33
E01,FY2025,export_collections,active,export,90,copper,1,5009302.83
E01,FY2025,export_collections,active,export,180,agri_produce,1,1810359.66
E01,FY2025,export_collections,active,export,180,chemicals,2,17058147.66
E01,FY2025,export_collections,active,export,180,pharmaceuticals,1,363216.19
E01,FY2025,export_collections,active,export,180,platinum_group_metals,3,3361008.15
E01,FY2025,export_collections,active,import,30,consumer_goods,1,2858934.31
E01,FY2025,export_collections,active,import,30,copper,1,418673.25
E01,FY2025,export_collections,active,import,30,iron_ore,1,712950.29
E01,FY2025,export_collections,active,import,30,pharmaceuticals,1,3361930.95
E01,FY2025,export_collections,active,import,60,chemicals,1,865169.61
E01,FY2025,export_collections,active,import,60,consumer_goods,1,185761.01
E01,FY2025,export_collections,active,import,60,copper,1,5773849.57
E01,FY2025,export_collections,active,import,60,electronics,1,1548147.76
E01,FY2025,export_collections,active,import,60,manufactured_goods,2,6077060.16
E01,FY2025,export_collections,active,import,60,platinum_group_metals,1,4683355.29
E01,FY2025,export_collections,active,import,60,telecom_equipment,1,3942781.36
E01,FY2025,export_collections,active,import,180,pharmaceuticals,1,1872892.2
E01,FY2025,export_collections,active,import,180,platinum_group_metals,1,183402.12
E01,FY2025,export_collections,active,import,270,consumer_goods,1,7144942.4
E01,FY2025,export_collections,active,import,365,manufactured_goods,1,2489282.5
E01,FY2025,export_collections,expired,export,60,chemicals,1,894289.5
E01,FY2025,export_collections,expired,export,180,coal,1,1164041.06
E01,FY2025,export_collections,expired,import,30,copper,1,440839.62
E01,FY2025,export_collections,expired,import,30,telecom_equipment,1,5364542.45
E01,FY2025,export_collections,expired,import,90,consumer_goods,1,2440748.26
E01,FY2025,export_collections,expired,import,90,pharmaceuticals,2,1883392.27
E01,FY2025,export_collections,expired,import,120,electronics,1,1068305.63
E01,FY2025,export_collections,expired,import,365,pharmaceuticals,1,4608459.44
E01,FY2025,export_collections,issued,export,60,copper,1,867459.61
E01,FY2025,export_collections,issued,export,60,iron_ore,1,435330.95
E01,FY2025,export_collections,issued,export,90,pharmaceuticals,1,607280.01
E01,FY2025,export_collections,issued,export,180,coal,1,3489839.7
E01,FY2025,export_collections,issued,import,30,gold,1,1216010.15
E01,FY2025,export_collections,issued,import,60,consumer_goods,1,288074.92
E01,FY2025,export_collections,issued,import,90,consumer_goods,1,1845515.0
E01,FY2025,export_collections,issued,import,90,manufactured_goods,1,1887178.47
E01,FY2025,export_collections,issued,import,120,platinum_group_metals,1,3021810.49
E01,FY2025,export_collections,issued,import,180,manufactured_goods,1,4642664.69
E01,FY2025,export_collections,settled,export,30,coal,1,3409575.46
E01,FY2025,export_collections,settled,export,30,platinum_group_metals,3,5729567.82
E01,FY2025,export_collections,settled,export,30,telecom_equipment,1,415350.42
E01,FY2025,export_collections,settled,export,60,electronics,1,935400.03
E01,FY2025,export_collections,settled,export,60,gold,1,584107.88
E01,FY2025,export_collections,settled,export,90,chemicals,3,18847601.740000002
E01,FY2025,export_collections,settled,export,90,pharmaceuticals,1,2903160.64
E01,FY2025,export_collections,settled,export,90,platinum_group_metals,1,15923419.06
E01,FY2025,export_collections,settled,export,180,agri_produce,1,3812612.65
E01,FY2025,export_collections,settled,export,180,gold,1,7638644.46
E01,FY2025,export_collections,settled,export,270,manufactured_goods,1,2928629.63
E01,FY2025,export_collections,settled,import,30,electronics,1,2910270.9
E01,FY2025,export_collections,settled,import,30,manufactured_goods,1,5340235.47
E01,FY2025,export_collections,settled,import,60,agri_produce,3,3871037.9899999998
E01,FY2025,export_collections,settled,import,60,iron_ore,1,1223232.32
E01,FY2025,export_collections,settled,import,60,pharmaceuticals,1,4279106.22
E01,FY2025,export_collections,settled,import,60,platinum_group_metals,1,2129610.96
E01,FY2025,export_collections,settled,import,90,consumer_goods,1,472417.13
E01,FY2025,export_collections,settled,import,90,copper,2,6020089.7
E01,FY2025,export_collections,settled,import,90,gold,1,1864753.99
E01,FY2025,export_collections,settled,import,90,iron_ore,1,2553175.84
E01,FY2025,export_collections,settled,import,90,manufactured_goods,1,1455615.61
E01,FY2025,export_collections,settled,import,90,pharmaceuticals,1,206346.73
E01,FY2025,export_collections,settled,import,120,pharmaceuticals,1,449466.45
E01,FY2025,export_collections,settled,import,270,iron_ore,1,886837.74
E01,FY2025,export_collections,settled,import,270,pharmaceuticals,1,5488679.71
E01,FY2025,export_collections,settled,import,270,telecom_equipment,1,1404205.24
E01,FY2025,guarantees,active,export,30,advance_payment_guarantee,1,3394809.08
E01,FY2025,guarantees,active,export,30,bid_bond,1,515506.25
E01,FY2025,guarantees,active,export,30,performance_guarantee,2,1502491.48
E01,FY2025,guarantees,active,export,60,advance_payment_guarantee,1,622335.84
E01,FY2025,guarantees,active,export,60,bid_bond,1,1619091.98
E01,FY2025,guarantees,active,export,90,advance_payment_guarantee,3,4783084.67
E01,FY2025,guarantees,active,export,90,bid_bond,1,377700.75
E01,FY2025,guarantees,active,export,120,bid_bond,2,1322995.18
E01,FY2025,guarantees,active,export,120,performance_guarantee,1,674513.18
E01,FY2025,guarantees,active,export,180,bid_bond,1,887766.24
E01,FY2025,guarantees,active,export,270,bid_bond,2,15019036.61
E01,FY2025,guarantees,active,export,270,performance_guarantee,1,12915416.72
E01,FY2025,guarantees,active,export,365,advance_payment_guarantee,1,1540709.73
E01,FY2025,guarantees,active,export,365,bid_bond,2,2334507.49
E01,FY2025,guarantees,active,export,365,performance_guarantee,1,377955.71
E01,FY2025,guarantees,active,import,30,bid_bond,2,2213986.45
E01,FY2025,guarantees,active,import,30,performance_guarantee,1,1075187.08
E01,FY2025,guarantees,active,import,60,advance_payment_guarantee,3,14963508.01
