entity_id,fiscal_year,corridor_type,currency_pair,direction,txn_count,value_zar
E02,FY2025,other,AED/ZAR,inbound,10,15262649.77
E02,FY2025,other,AED/ZAR,outbound,16,14143190.15
E02,FY2025,other,CNY/ZAR,inbound,14,19520972.41
E02,FY2025,other,CNY/ZAR,outbound,19,24696450.830000002
E02,FY2025,other,EUR/ZAR,inbound,15,19466456.84
E02,FY2025,other,EUR/ZAR,outbound,16,35205905.75
E02,FY2025,other,GBP/ZAR,inbound,15,27724046.32
E02,FY2025,other,GBP/ZAR,outbound,16,23198667.94
E02,FY2025,other,USD/ZAR,inbound,11,21550442.53
E02,FY2025,other,USD/ZAR,outbound,20,36751896.78
E02,FY2025,trade,AED/ZAR,inbound,80,104352034.91
E02,FY2025,trade,AED/ZAR,outbound,84,108623226.91
E02,FY2025,trade,CNY/ZAR,inbound,61,65252095.55
E02,FY2025,trade,CNY/ZAR,outbound,76,99266119.79
E02,FY2025,trade,EUR/ZAR,inbound,73,109891990.83
E02,FY2025,trade,EUR/ZAR,outbound,62,102716483.44
E02,FY2025,trade,GBP/ZAR,inbound,64,120821919.92
E02,FY2025,trade,GBP/ZAR,outbound,64,82556029.62
E02,FY2025,trade,USD/ZAR,inbound,73,102841761.78
E02,FY2025,trade,USD/ZAR,outbound,73,98327228.92999999
E02,FY2026,intercompany,AED/ZAR,inbound,56,88885595.07000001
E02,FY2026,intercompany,AED/ZAR,outbound,71,137192555.03
E02,FY2026,intercompany,CNY/ZAR,inbound,62,72927057.45
E02,FY2026,intercompany,CNY/ZAR,outbound,66,74749989.64
E02,FY2026,intercompany,EUR/ZAR,inbound,80,128610451.33
E02,FY2026,intercompany,EUR/ZAR,outbound,71,99182376.14
E02,FY2026,intercompany,GBP/ZAR,inbound,63,76865159.31
E02,FY2026,intercompany,GBP/ZAR,outbound,64,96399729.31
E02,FY2026,intercompany,USD/ZAR,inbound,66,182119308.01
E02,FY2026,intercompany,USD/ZAR,outbound,65,128842541.11
E02,FY2026,other,AED/ZAR,inbound,12,11109719.43
E02,FY2026,other,AED/ZAR,outbound,15,18569739.74
E02,FY2026,other,CNY/ZAR,inbound,16,19543471.14
E02,FY2026,other,CNY/ZAR,outbound,12,11177420.44
E02,FY2026,other,EUR/ZAR,inbound,15,41021080.160000004
E02,FY2026,other,EUR/ZAR,outbound,14,39701225.0
E02,FY2026,other,GBP/ZAR,inbound,8,9500892.48
E02,FY2026,other,GBP/ZAR,outbound,14,28535122.01
E02,FY2026,other,USD/ZAR,inbound,18,38133348.34
E02,FY2026,other,USD/ZAR,outbound,18,21219114.009999998
E02,FY2026,trade,AED/ZAR,inbound,67,109527107.61
E02,FY2026,trade,AED/ZAR,outbound,75,108536695.48
E02,FY2026,trade,CNY/ZAR,inbound,74,97192452.24
E02,FY2026,trade,CNY/ZAR,outbound,67,127097021.65
E02,FY2026,trade,EUR/ZAR,inbound,56,72167236.64
E02,FY2026,trade,EUR/ZAR,outbound,62,91065100.47
E02,FY2026,trade,GBP/ZAR,inbound,60,97322215.35
E02,FY2026,trade,GBP/ZAR,outbound,63,78444027.07000001
E02,FY2026,trade,USD/ZAR,inbound,52,85896043.56
E02,FY2026,trade,USD/ZAR,outbound,82,132392531.06
E03,FY2024,intercompany,AED/ZAR,inbound,118,64372889.38
E03,FY2024,intercompany,AED/ZAR,outbound,124,65946821.26
E03,FY2024,intercompany,CNY/ZAR,inbound,111,67359933.82000001
E03,FY2024,intercompany,CNY/ZAR,outbound,118,89045985.32000001
E03,FY2024,intercompany,EUR/ZAR,inbound,102,75807061.28
E03,FY2024,intercompany,EUR/ZAR,outbound,98,68148716.58
E03,FY2024,intercompany,GBP/ZAR,inbound,95,77339811.52
E03,FY2024,intercompany,GBP/ZAR,outbound,115,88003965.1
E03,FY2024,intercompany,USD/ZAR,inbound,83,67222226.33
E03,FY2024,intercompany,USD/ZAR,outbound,119,108046389.23
E03,FY2024,other,AED/ZAR,inbound,16,17683959.98
E03,FY2024,other,AED/ZAR,outbound,27,13427731.379999999
E03,FY2024,other,CNY/ZAR,inbound,21,52669454.129999995
E03,FY2024,other,CNY/ZAR,outbound,26,20468798.45
E03,FY2024,other,EUR/ZAR,inbound,27,24780527.07
E03,FY2024,other,EUR/ZAR,outbound,25,18006557.63
E03,FY2024,other,GBP/ZAR,inbound,15,7377557.79
E03,FY2024,other,GBP/ZAR,outbound,22,13815386.55
E03,FY2024,other,USD/ZAR,inbound,21,11078707.290000001
E03,FY2024,other,USD/ZAR,outbound,21,11018014.629999999
E03,FY2024,trade,AED/ZAR,inbound,84,67940233.14
E03,FY2024,trade,AED/ZAR,outbound,114,87057560.49
E03,FY2024,trade,CNY/ZAR,inbound,96,54989993.51
E03,FY2024,trade,CNY/ZAR,outbound,109,108184880.76
E03,FY2024,trade,EUR/ZAR,inbound,119,83787936.7
E03,FY2024,trade,EUR/ZAR,outbound,117,62459851.16
E03,FY2024,trade,GBP/ZAR,inbound,96,62552655.02
E03,FY2024,trade,GBP/ZAR,outbound,111,90862157.32000001
E03,FY2024,trade,USD/ZAR,inbound,97,78716335.51
E03,FY2024,trade,USD/ZAR,outbound,111,80146858.24
E03,FY2025,intercompany,AED/ZAR,inbound,88,60575691.81
E03,FY2025,intercompany,AED/ZAR,outbound,104,78431888.98
E03,FY2025,intercompany,CNY/ZAR,inbound,84,58511328.15
E03,FY2025,intercompany,CNY/ZAR,outbound,83,52055097.980000004
E03,FY2025,intercompany,EUR/ZAR,inbound,85,53939612.26
E03,FY2025,intercompany,EUR/ZAR,outbound,110,61474518.42
E03,FY2025,intercompany,GBP/ZAR,inbound,93,53841690.16
E03,FY2025,intercompany,GBP/ZAR,outbound,80,52007684.08
E03,FY2025,intercompany,USD/ZAR,inbound,92,48010342.59
E03,FY2025,intercompany,USD/ZAR,outbound,104,81393144.61
E03,FY2025,other,AED/ZAR,inbound,22,11398279.58
E03,FY2025,other,AED/ZAR,outbound,15,10027900.57
E03,FY2025,other,CNY/ZAR,inbound,20,10832055.610000001
E03,FY2025,other,CNY/ZAR,outbound,12,7530289.87
E03,FY2025,other,EUR/ZAR,inbound,12,3829342.89
E03,FY2025,other,EUR/ZAR,outbound,23,11316143.95
E03,FY2025,other,GBP/ZAR,inbound,23,16290525.5
E03,FY2025,other,GBP/ZAR,outbound,31,15720276.790000001
E03,FY2025,other,USD/ZAR,inbound,19,27505991.84
E03,FY2025,other,USD/ZAR,outbound,24,16136257.43
E03,FY2025,trade,AED/ZAR,inbound,99,53979042.55
E03,FY2025,trade,AED/ZAR,outbound,102,75917769.61
E03,FY2025,trade,CNY/ZAR,inbound,79,66174301.620000005
E03,FY2025,trade,CNY/ZAR,outbound,94,62618145.12
E03,FY2025,trade,EUR/ZAR,inbound,80,47153941.199999996
E03,FY2025,trade,EUR/ZAR,outbound,89,64704406.06
E03,FY2025,trade,GBP/ZAR,inbound,86,62324928.16
E03,FY2025,trade,GBP/ZAR,outbound,88,61147213.44
E03,FY2025,trade,USD/ZAR,inbound,101,67730846.97
E03,FY2025,trade,USD/ZAR,outbound,96,56701969.62
E03,FY2026,intercompany,AED/ZAR,inbound,54,34886835.160000004
E03,FY2026,intercompany,AED/ZAR,outbound,75,47690700.620000005
E03,FY2026,intercompany,CNY/ZAR,inbound,56,32676841.23
E03,FY2026,intercompany,CNY/ZAR,outbound,77,86077035.53
E03,FY2026,intercompany,EUR/ZAR,inbound,62,36966993.4
E03,FY2026,intercompany,EUR/ZAR,outbound,85,45444556.35
E03,FY2026,intercompany,GBP/ZAR,inbound,63,44095970.66
E03,FY2026,intercompany,GBP/ZAR,outbound,72,36949433.160000004
E03,FY2026,intercompany,USD/ZAR,inbound,51,30869322.53
E03,FY2026,intercompany,USD/ZAR,outbound,69,44946967.339999996
E03,FY2026,other,AED/ZAR,inbound,18,8301693.37
E03,FY2026,other,AED/ZAR,outbound,13,11972074.46
E03,FY2026,other,CNY/ZAR,inbound,12,5009474.35
E03,FY2026,other,CNY/ZAR,outbound,17,11151628.78
E03,FY2026,other,EUR/ZAR,inbound,11,8653490.44
E03,FY2026,other,EUR/ZAR,outbound,16,9676379.41
E03,FY2026,other,GBP/ZAR,inbound,13,4201581.75
E03,FY2026,other,GBP/ZAR,outbound,16,9521729.35
E03,FY2026,other,USD/ZAR,inbound,17,6882354.2
E03,FY2026,other,USD/ZAR,outbound,19,7711134.2700000005
E03,FY2026,trade,AED/ZAR,inbound,61,48917815.370000005
E03,FY2026,trade,AED/ZAR,outbound,67,49264669.4
E03,FY2026,trade,CNY/ZAR,inbound,51,30165900.84
E03,FY2026,trade,CNY/ZAR,outbound,71,39966802.13
E03,FY2026,trade,EUR/ZAR,inbound,65,38240967.69
E03,FY2026,trade,EUR/ZAR,outbound,84,59426808.05
E03,FY2026,trade,GBP/ZAR,inbound,61,48647775.5
E03,FY2026,trade,GBP/ZAR,outbound,54,51943616.68
E03,FY2026,trade,USD/ZAR,inbound,56,39768651.97
E03,FY2026,trade,USD/ZAR,outbound,81,66349706.41
E04,FY2024,intercompany,AED/ZAR,inbound,70,54546756.22
E04,FY2024,intercompany,AED/ZAR,outbound,75,40649132.91
E04,FY2024,intercompany,CNY/ZAR,inbound,63,20117356.52
E04,FY2024,intercompany,CNY/ZAR,outbound,66,26918948.45
E04,FY2024,intercompany,EUR/ZAR,inbound,55,28971012.05
E04,FY2024,intercompany,EUR/ZAR,outbound,78,30344784.15
E04,FY2024,intercompany,GBP/ZAR,inbound,59,37411931.63
E04,FY2024,intercompany,GBP/ZAR,outbound,86,41734422.91
E04,FY2024,intercompany,USD/ZAR,inbound,65,48093965.16
E04,FY2024,intercompany,USD/ZAR,outbound,73,43922078.68
E04,FY2024,other,AED/ZAR,inbound,13,5831529.2
E04,FY2024,other,AED/ZAR,outbound,21,6576039.15
E04,FY2024,other,CNY/ZAR,inbound,11,8695202.97
E04,FY2024,other,CNY/ZAR,outbound,13,7770935.31
E04,FY2024,other,EUR/ZAR,inbound,15,15464118.280000001
E04,FY2024,other,EUR/ZAR,outbound,21,8858833.34
E04,FY2024,other,GBP/ZAR,inbound,16,8178973.21
E04,FY2024,other,GBP/ZAR,outbound,12,3393844.12
E04,FY2024,other,USD/ZAR,inbound,9,7543396.08
E04,FY2024,other,USD/ZAR,outbound,13,5299696.88
E04,FY2024,trade,AED/ZAR,inbound,61,30750720.87
E04,FY2024,trade,AED/ZAR,outbound,78,51703438.61
E04,FY2024,trade,CNY/ZAR,inbound,63,62508747.57
E04,FY2024,trade,CNY/ZAR,outbound,73,46104815.45
E04,FY2024,trade,EUR/ZAR,inbound,71,44546238.64
E04,FY2024,trade,EUR/ZAR,outbound,70,28722052.76
E04,FY2024,trade,GBP/ZAR,inbound,83,44683654.07
E04,FY2024,trade,GBP/ZAR,outbound,66,35678225.49
E04,FY2024,trade,USD/ZAR,inbound,59,31581623.9
E04,FY2024,trade,USD/ZAR,outbound,57,28054300.79
E04,FY2025,intercompany,AED/ZAR,inbound,81,45998953.12
E04,FY2025,intercompany,AED/ZAR,outbound,78,38703699.26
E04,FY2025,intercompany,CNY/ZAR,inbound,61,31650272.8
E04,FY2025,intercompany,CNY/ZAR,outbound,75,47161133.36
E04,FY2025,intercompany,EUR/ZAR,inbound,67,23801330.45
E04,FY2025,intercompany,EUR/ZAR,outbound,77,30265543.35
E04,FY2025,intercompany,GBP/ZAR,inbound,57,25459195.95
E04,FY2025,intercompany,GBP/ZAR,outbound,68,41366117.89
E04,FY2025,intercompany,USD/ZAR,inbound,62,36025184.01
E04,FY2025,intercompany,USD/ZAR,outbound,78,32083415.41
E04,FY2025,other,AED/ZAR,inbound,14,6039441.45
E04,FY2025,other,AED/ZAR,outbound,18,12079537.09
E04,FY2025,other,CNY/ZAR,inbound,17,13892857.35
E04,FY2025,other,CNY/ZAR,outbound,15,4419039.07
E04,FY2025,other,EUR/ZAR,inbound,20,8221942.42
E04,FY2025,other,EUR/ZAR,outbound,19,18264321.97
E04,FY2025,other,GBP/ZAR,inbound,13,12865890.530000001
E04,FY2025,other,GBP/ZAR,outbound,18,9184111.6
E04,FY2025,other,USD/ZAR,inbound,10,3617749.6
E04,FY2025,other,USD/ZAR,outbound,15,5099723.85
E04,FY2025,trade,AED/ZAR,inbound,72,34856383.93
E04,FY2025,trade,AED/ZAR,outbound,84,54269166.17
E04,FY2025,trade,CNY/ZAR,inbound,68,35733578.910000004
E04,FY2025,trade,CNY/ZAR,outbound,69,35072810.93
E04,FY2025,trade,EUR/ZAR,inbound,69,33399635.74
E04,FY2025,trade,EUR/ZAR,outbound,79,54475786.43
E04,FY2025,trade,GBP/ZAR,inbound,73,42596587.88
E04,FY2025,trade,GBP/ZAR,outbound,68,39644592.52
E04,FY2025,trade,USD/ZAR,inbound,66,65126928.57
E04,FY2025,trade,USD/ZAR,outbound,86,51416120.39
E04,FY2026,intercompany,AED/ZAR,inbound,70,42640537.02
E04,FY2026,intercompany,AED/ZAR,outbound,78,42526040.81
E04,FY2026,intercompany,CNY/ZAR,inbound,56,31601880.46
E04,FY2026,intercompany,CNY/ZAR,outbound,66,48298458.17
E04,FY2026,intercompany,EUR/ZAR,inbound,71,46983433.53
E04,FY2026,intercompany,EUR/ZAR,outbound,69,28871822.51
E04,FY2026,intercompany,GBP/ZAR,inbound,74,38412620.21
E04,FY2026,intercompany,GBP/ZAR,outbound,69,33943474.22
E04,FY2026,intercompany,USD/ZAR,inbound,57,30937666.75
E04,FY2026,intercompany,USD/ZAR,outbound,80,37686056.12
E04,FY2026,other,AED/ZAR,inbound,18,8110856.0
E04,FY2026,other,AED/ZAR,outbound,15,10792077.1
E04,FY2026,other,CNY/ZAR,inbound,14,6672645.63
E04,FY2026,other,CNY/ZAR,outbound,16,9642752.7
E04,FY2026,other,EUR/ZAR,inbound,9,4469174.98
E04,FY2026,other,EUR/ZAR,outbound,23,6326158.68
E04,FY2026,other,GBP/ZAR,inbound,12,6866706.7299999995
E04,FY2026,other,GBP/ZAR,outbound,14,3568553.36
E04,FY2026,other,USD/ZAR,inbound,15,7105372.42
E04,FY2026,other,USD/ZAR,outbound,10,5409903.67
E04,FY2026,trade,AED/ZAR,inbound,64,34234291.25
E04,FY2026,trade,AED/ZAR,outbound,64,34014539.33
E04,FY2026,trade,CNY/ZAR,inbound,70,35712763.88
E04,FY2026,trade,CNY/ZAR,outbound,62,24529795.53
E04,FY2026,trade,EUR/ZAR,inbound,71,53096854.269999996
E04,FY2026,trade,EUR/ZAR,outbound,67,31442820.21
E04,FY2026,trade,GBP/ZAR,inbound,75,43106898.73
E04,FY2026,trade,GBP/ZAR,outbound,72,50182020.54
E04,FY2026,trade,USD/ZAR,inbound,87,61770330.99
E04,FY2026,trade,USD/ZAR,outbound,59,29536189.26
E05,FY2024,intercompany,AED/ZAR,inbound,76,51773902.44
E05,FY2024,intercompany,AED/ZAR,outbound,80,43576443.99
E05,FY2024,intercompany,CNY/ZAR,inbound,78,45153068.28
E05,FY2024,intercompany,CNY/ZAR,outbound,98,58678806.699999996
E05,FY2024,intercompany,EUR/ZAR,inbound,77,62883825.47
E05,FY2024,intercompany,EUR/ZAR,outbound,72,39493332.31
E05,FY2024,intercompany,GBP/ZAR,inbound,69,61057989.88
E05,FY2024,intercompany,GBP/ZAR,outbound,89,49354103.0
E05,FY2024,intercompany,USD/ZAR,inbound,59,32980440.98
E05,FY2024,intercompany,USD/ZAR,outbound,91,62567037.07
E05,FY2024,other,AED/ZAR,inbound,13,4262926.29
E05,FY2024,other,AED/ZAR,outbound,17,7545544.85
E05,FY2024,other,CNY/ZAR,inbound,18,7537473.12
E05,FY2024,other,CNY/ZAR,outbound,10,4486331.31
E05,FY2024,other,EUR/ZAR,inbound,17,8299577.83
E05,FY2024,other,EUR/ZAR,outbound,13,10489514.67
E05,FY2024,other,GBP/ZAR,inbound,15,5597430.82
E05,FY2024,other,GBP/ZAR,outbound,14,5265984.41
E05,FY2024,other,USD/ZAR,inbound,17,4366049.34
E05,FY2024,other,USD/ZAR,outbound,21,7538392.649999999
E05,FY2024,trade,AED/ZAR,inbound,82,47025980.47
E05,FY2024,trade,AED/ZAR,outbound,66,38287943.79
E05,FY2024,trade,CNY/ZAR,inbound,68,35343804.64
E05,FY2024,trade,CNY/ZAR,outbound,73,35668647.2
E05,FY2024,trade,EUR/ZAR,inbound,58,35358617.08
E05,FY2024,trade,EUR/ZAR,outbound,81,41223520.85
E05,FY2024,trade,GBP/ZAR,inbound,72,47138781.72
E05,FY2024,trade,GBP/ZAR,outbound,80,48162688.25
E05,FY2024,trade,USD/ZAR,inbound,74,35278008.05
E05,FY2024,trade,USD/ZAR,outbound,77,37003837.14
E05,FY2025,intercompany,AED/ZAR,inbound,68,32860896.12
E05,FY2025,intercompany,AED/ZAR,outbound,76,47065721.79
E05,FY2025,intercompany,CNY/ZAR,inbound,75,53809668.14
E05,FY2025,intercompany,CNY/ZAR,outbound,66,33573006.28
E05,FY2025,intercompany,EUR/ZAR,inbound,64,29201905.57
E05,FY2025,intercompany,EUR/ZAR,outbound,72,43068024.11
E05,FY2025,intercompany,GBP/ZAR,inbound,82,45125829.78
E05,FY2025,intercompany,GBP/ZAR,outbound,82,38357894.85
E05,FY2025,intercompany,USD/ZAR,inbound,84,36363870.92
E05,FY2025,intercompany,USD/ZAR,outbound,70,31021290.84
E05,FY2025,other,AED/ZAR,inbound,15,7711382.66
E05,FY2025,other,AED/ZAR,outbound,20,10039115.8
E05,FY2025,other,CNY/ZAR,inbound,14,5601751.76
E05,FY2025,other,CNY/ZAR,outbound,23,14580145.66
E05,FY2025,other,EUR/ZAR,inbound,15,14315941.05
E05,FY2025,other,EUR/ZAR,outbound,21,8285495.7
E05,FY2025,other,GBP/ZAR,inbound,14,4595945.56
E05,FY2025,other,GBP/ZAR,outbound,19,10742335.46
E05,FY2025,other,USD/ZAR,inbound,17,11454274.87
E05,FY2025,other,USD/ZAR,outbound,23,10066678.72
E05,FY2025,trade,AED/ZAR,inbound,65,43028439.64
E05,FY2025,trade,AED/ZAR,outbound,88,37873547.17
E05,FY2025,trade,CNY/ZAR,inbound,79,60434510.38
E05,FY2025,trade,CNY/ZAR,outbound,92,54388130.06
E05,FY2025,trade,EUR/ZAR,inbound,81,49906004.21
E05,FY2025,trade,EUR/ZAR,outbound,72,43311569.4
E05,FY2025,trade,GBP/ZAR,inbound,78,40608834.78
E05,FY2025,trade,GBP/ZAR,outbound,84,53724085.92
E05,FY2025,trade,USD/ZAR,inbound,63,30031732.67
E05,FY2025,trade,USD/ZAR,outbound,84,46947594.66
E05,FY2026,intercompany,AED/ZAR,inbound,68,28223069.45
E05,FY2026,intercompany,AED/ZAR,outbound,84,42552962.17
E05,FY2026,intercompany,CNY/ZAR,inbound,68,34873450.81
E05,FY2026,intercompany,CNY/ZAR,outbound,80,43411987.61
E05,FY2026,intercompany,EUR/ZAR,inbound,66,36386330.089999996
E05,FY2026,intercompany,EUR/ZAR,outbound,93,62344632.38
E05,FY2026,intercompany,GBP/ZAR,inbound,71,36153343.06
E05,FY2026,intercompany,GBP/ZAR,outbound,84,35593651.39
E05,FY2026,intercompany,USD/ZAR,inbound,88,59872886.370000005
E05,FY2026,intercompany,USD/ZAR,outbound,77,48540058.71
E05,FY2026,other,AED/ZAR,inbound,17,9951395.95
E05,FY2026,other,AED/ZAR,outbound,22,10242547.7
