entity_id,calendar_month,fiscal_year,txn_count,value_zar,dataset
E03,2023-10,FY2024,3022,873936448.0837212,transactional_banking
E03,2023-11,FY2024,3069,869711349.9900961,transactional_banking
E03,2023-12,FY2024,3089,837107212.4164563,transactional_banking
E03,2024-01,FY2024,3020,836851657.6919024,transactional_banking
E03,2024-02,FY2024,2684,740058233.2495619,transactional_banking
E03,2024-03,FY2024,2951,837965799.183824,transactional_banking
E03,2024-04,FY2024,3035,834725345.7640245,transactional_banking
E03,2024-05,FY2024,3086,888548442.3346118,transactional_banking
E03,2024-06,FY2024,2747,757992069.7974207,transactional_banking
E03,2024-07,FY2025,2893,776064973.2518059,transactional_banking
E03,2024-08,FY2025,2785,772649175.3128117,transactional_banking
E03,2024-09,FY2025,2620,755465675.132078,transactional_banking
E03,2024-10,FY2025,2847,743782183.6553326,transactional_banking
E03,2024-11,FY2025,2491,711461492.7968827,transactional_banking
E03,2024-12,FY2025,2580,701769707.5870998,transactional_banking
E03,2025-01,FY2025,2570,714432757.2366645,transactional_banking
E03,2025-02,FY2025,2304,652972087.2263646,transactional_banking
E03,2025-03,FY2025,2586,700333109.7928993,transactional_banking
E03,2025-04,FY2025,2325,608159295.3817437,transactional_banking
E03,2025-05,FY2025,2419,637320467.1221371,transactional_banking
E03,2025-06,FY2025,2327,641570283.2729911,transactional_banking
E03,2025-07,FY2026,2350,681459045.2701269,transactional_banking
E03,2025-08,FY2026,2340,602164231.5036817,transactional_banking
E03,2025-09,FY2026,2190,579020235.2513608,transactional_banking
E03,2025-10,FY2026,2291,654948960.4230535,transactional_banking
E03,2025-11,FY2026,2212,568685298.312322,transactional_banking
E03,2025-12,FY2026,2432,634258905.4741728,transactional_banking
E03,2026-01,FY2026,2360,697881742.6238751,transactional_banking
E03,2026-02,FY2026,1993,550765048.7009041,transactional_banking
E03,2026-03,FY2026,2309,655386990.5116407,transactional_banking
E03,2026-04,FY2026,2203,652180932.1459402,transactional_banking
E03,2026-05,FY2026,2360,663765143.9766645,transactional_banking
E03,2026-06,FY2026,2119,617464128.929045,transactional_banking
E04,2023-07,FY2024,653,158151210.82513463,transactional_banking
E04,2023-08,FY2024,637,159614668.4759394,transactional_banking
E04,2023-09,FY2024,596,142528472.47268045,transactional_banking
E04,2023-10,FY2024,582,111977657.69964838,transactional_banking
E04,2023-11,FY2024,628,147639194.13721788,transactional_banking
E04,2023-12,FY2024,667,155634999.59887102,transactional_banking
E04,2024-01,FY2024,599,157357817.80608386,transactional_banking
E04,2024-02,FY2024,565,124085387.0714432,transactional_banking
E04,2024-03,FY2024,642,145233395.5140206,transactional_banking
E04,2024-04,FY2024,647,148463409.81240466,transactional_banking
E04,2024-05,FY2024,708,168448686.94091186,transactional_banking
E04,2024-06,FY2024,672,141257228.4157096,transactional_banking
E04,2024-07,FY2025,641,152870351.31914136,transactional_banking
E04,2024-08,FY2025,644,127813222.8023991,transactional_banking
E04,2024-09,FY2025,593,148126365.93929008,transactional_banking
E04,2024-10,FY2025,634,148184399.0153065,transactional_banking
E04,2024-11,FY2025,618,148557960.67930838,transactional_banking
E04,2024-12,FY2025,643,166617868.52093682,transactional_banking
E04,2025-01,FY2025,652,148913621.25507048,transactional_banking
E04,2025-02,FY2025,591,132953038.35799748,transactional_banking
E04,2025-03,FY2025,681,142986616.51174104,transactional_banking
E04,2025-04,FY2025,593,133474583.4061318,transactional_banking
E04,2025-05,FY2025,674,165946350.37007588,transactional_banking
E04,2025-06,FY2025,626,152488896.12516424,transactional_banking
E04,2025-07,FY2026,644,140692674.53128695,transactional_banking
E04,2025-08,FY2026,661,146127348.03959265,transactional_banking
E04,2025-09,FY2026,636,137395334.5256052,transactional_banking
E04,2025-10,FY2026,702,170191170.9864369,transactional_banking
E04,2025-11,FY2026,664,165868530.87474805,transactional_banking
E04,2025-12,FY2026,751,150527824.83803496,transactional_banking
E04,2026-01,FY2026,784,205254424.61766717,transactional_banking
E04,2026-02,FY2026,678,155106658.24197048,transactional_banking
E04,2026-03,FY2026,741,180282439.67672685,transactional_banking
E04,2026-04,FY2026,766,167271484.2410031,transactional_banking
E04,2026-05,FY2026,809,188628421.5713071,transactional_banking
E04,2026-06,FY2026,786,174694890.6897161,transactional_banking
E05,2023-07,FY2024,619,130320494.21049461,transactional_banking
E05,2023-08,FY2024,557,109976486.14189284,transactional_banking
E05,2023-09,FY2024,565,112544071.60685387,transactional_banking
E05,2023-10,FY2024,598,130618322.12716061,transactional_banking
E05,2023-11,FY2024,557,131812290.10895196,transactional_banking
E05,2023-12,FY2024,551,122186244.80098332,transactional_banking
E05,2024-01,FY2024,586,140657842.93860564,transactional_banking
E05,2024-02,FY2024,533,134698315.3333868,transactional_banking
E05,2024-03,FY2024,600,127882030.05232292,transactional_banking
E05,2024-04,FY2024,579,120263372.91147491,transactional_banking
E05,2024-05,FY2024,638,127168038.01302601,transactional_banking
E05,2024-06,FY2024,573,134845954.5558533,transactional_banking
E05,2024-07,FY2025,575,113987107.56092764,transactional_banking
E05,2024-08,FY2025,630,128094074.50744921,transactional_banking
E05,2024-09,FY2025,545,139233190.16932946,transactional_banking
E05,2024-10,FY2025,612,129023633.00696442,transactional_banking
E05,2024-11,FY2025,583,124409204.54852132,transactional_banking
E05,2024-12,FY2025,587,139014253.92165002,transactional_banking
E05,2025-01,FY2025,618,134748490.2869363,transactional_banking
E05,2025-02,FY2025,540,111757243.99143448,transactional_banking
E05,2025-03,FY2025,603,135057042.4615006,transactional_banking
E05,2025-04,FY2025,527,121210574.78633837,transactional_banking
E05,2025-05,FY2025,592,116904426.57202336,transactional_banking
E05,2025-06,FY2025,567,114275361.28468193,transactional_banking
E05,2025-07,FY2026,618,139416377.67032465,transactional_banking
E05,2025-08,FY2026,632,137092687.52189043,transactional_banking
E05,2025-09,FY2026,576,115502419.01149486,transactional_banking
E05,2025-10,FY2026,643,141819241.8549829,transactional_banking
E05,2025-11,FY2026,589,163998443.2923641,transactional_banking
E05,2025-12,FY2026,648,146461071.21584216,transactional_banking
E05,2026-01,FY2026,677,134906177.13853785,transactional_banking
E05,2026-02,FY2026,628,139392148.78104758,transactional_banking
E05,2026-03,FY2026,695,153381714.12076008,transactional_banking
E05,2026-04,FY2026,667,138023846.50211594,transactional_banking
E05,2026-05,FY2026,753,162193437.3575005,transactional_banking
E05,2026-06,FY2026,700,160232084.2385173,transactional_banking
E06,2023-07,FY2024,17,1001674.9585322104,transactional_banking
E06,2023-08,FY2024,22,2386859.131014876,transactional_banking
E06,2023-09,FY2024,22,5141386.486410323,transactional_banking
E06,2023-10,FY2024,19,3782852.111223733,transactional_banking
E06,2023-11,FY2024,11,1003723.6863074049,transactional_banking
E06,2023-12,FY2024,24,4326324.629801534,transactional_banking
E06,2024-01,FY2024,17,1868388.7921831994,transactional_banking
E06,2024-02,FY2024,26,3945755.9431499615,transactional_banking
E06,2024-03,FY2024,22,8137829.535092135,transactional_banking
E06,2024-04,FY2024,20,1559242.1203071922,transactional_banking
E06,2024-05,FY2024,23,2648564.5857460294,transactional_banking
E06,2024-06,FY2024,18,1628792.1016250052,transactional_banking
E06,2024-07,FY2025,23,2788526.131721038,transactional_banking
E06,2024-08,FY2025,19,1896303.960485641,transactional_banking
E06,2024-09,FY2025,23,4184985.690407159,transactional_banking
E06,2024-10,FY2025,24,4501293.780098681,transactional_banking
E06,2024-11,FY2025,19,3182598.130890646,transactional_banking
E06,2024-12,FY2025,21,1990301.0217306372,transactional_banking
E06,2025-01,FY2025,26,5535797.628449838,transactional_banking
E06,2025-02,FY2025,22,6255742.896100408,transactional_banking
E06,2025-03,FY2025,25,3312518.538727163,transactional_banking
E06,2025-04,FY2025,21,4682523.7606958775,transactional_banking
E06,2025-05,FY2025,24,5505620.285669292,transactional_banking
E06,2025-06,FY2025,28,5762222.834345856,transactional_banking
E06,2025-07,FY2026,15,2723777.442526172,transactional_banking
E06,2025-08,FY2026,28,4260221.667448029,transactional_banking
E06,2025-09,FY2026,20,1146910.9394824281,transactional_banking
E06,2025-10,FY2026,25,4480502.309925237,transactional_banking
E06,2025-11,FY2026,24,3669748.5695299804,transactional_banking
E06,2025-12,FY2026,21,4352689.482815522,transactional_banking
E06,2026-01,FY2026,20,2016479.2511294843,transactional_banking
E06,2026-02,FY2026,19,3636532.4019977152,transactional_banking
E06,2026-03,FY2026,22,4474246.556542901,transactional_banking
E06,2026-04,FY2026,24,8591806.007764285,transactional_banking
E06,2026-05,FY2026,29,6310761.839252521,transactional_banking
E06,2026-06,FY2026,31,5930535.146698146,transactional_banking
E07,2023-07,FY2024,284,16002104.71,transactional_banking
E07,2023-08,FY2024,299,18281113.580000002,transactional_banking
E07,2023-09,FY2024,319,18433249.21,transactional_banking
E07,2023-10,FY2024,323,19941669.94,transactional_banking
E07,2023-11,FY2024,288,17040229.09,transactional_banking
E07,2023-12,FY2024,343,20173240.12,transactional_banking
E07,2024-01,FY2024,303,21006105.27,transactional_banking
E07,2024-02,FY2024,330,21967677.23,transactional_banking
E07,2024-03,FY2024,327,20984119.669999998,transactional_banking
E07,2024-04,FY2024,357,22649380.29,transactional_banking
E07,2024-05,FY2024,345,20780102.8,transactional_banking
E07,2024-06,FY2024,371,24244741.26,transactional_banking
E07,2024-07,FY2025,372,20572152.41,transactional_banking
E07,2024-08,FY2025,351,19356781.01,transactional_banking
E07,2024-09,FY2025,371,24847900.76,transactional_banking
E07,2024-10,FY2025,388,25361609.94,transactional_banking
E07,2024-11,FY2025,378,21067601.02,transactional_banking
E07,2024-12,FY2025,380,24150880.75,transactional_banking
E07,2025-01,FY2025,370,29558644.39,transactional_banking
E07,2025-02,FY2025,349,21611208.59,transactional_banking
E07,2025-03,FY2025,406,23482305.87,transactional_banking
E07,2025-04,FY2025,388,27113543.41,transactional_banking
E07,2025-05,FY2025,365,22187435.29,transactional_banking
E07,2025-06,FY2025,389,23227650.62,transactional_banking
E07,2025-07,FY2026,420,35252922.580000006,transactional_banking
E07,2025-08,FY2026,434,25779368.3,transactional_banking
E07,2025-09,FY2026,394,21294978.1,transactional_banking
E07,2025-10,FY2026,441,27479960.68,transactional_banking
E07,2025-11,FY2026,422,30932301.44,transactional_banking
E07,2025-12,FY2026,438,25038911.24,transactional_banking
E07,2026-01,FY2026,463,27870008.12,transactional_banking
E07,2026-02,FY2026,424,29806440.2,transactional_banking
E07,2026-03,FY2026,472,29196914.05,transactional_banking
E07,2026-04,FY2026,507,32158447.63,transactional_banking
E07,2026-05,FY2026,464,27173111.72,transactional_banking
E07,2026-06,FY2026,496,31025445.69,transactional_banking
E08,2023-07,FY2024,22271,2693841128.81,transactional_banking
E08,2023-08,FY2024,22365,2786456889.37,transactional_banking
E08,2023-09,FY2024,21439,2535147328.33,transactional_banking
E08,2023-10,FY2024,21862,2610406656.02,transactional_banking
E08,2023-11,FY2024,20825,2571369336.75,transactional_banking
E08,2023-12,FY2024,21138,2567092934.0,transactional_banking
E08,2024-01,FY2024,20922,2507239362.53,transactional_banking
E08,2024-02,FY2024,19110,2223238575.37,transactional_banking
E08,2024-03,FY2024,20125,2376912437.52,transactional_banking
E08,2024-04,FY2024,19235,2382587738.38,transactional_banking
E08,2024-05,FY2024,19541,2387124031.74,transactional_banking
E08,2024-06,FY2024,18538,2250171272.66,transactional_banking
E08,2024-07,FY2025,18880,2258888585.56,transactional_banking
E08,2024-08,FY2025,18696,2271066171.35,transactional_banking
E08,2024-09,FY2025,17930,2249224049.2,transactional_banking
E08,2024-10,FY2025,17724,2144374772.6,transactional_banking
E08,2024-11,FY2025,17048,2045309028.97,transactional_banking
E08,2024-12,FY2025,17170,2063445789.0,transactional_banking
E08,2025-01,FY2025,17205,2160648009.53,transactional_banking
E08,2025-02,FY2025,15006,1828783459.6,transactional_banking
E08,2025-03,FY2025,16631,2068019627.32,transactional_banking
E08,2025-04,FY2025,15757,1915712907.27,transactional_banking
E08,2025-05,FY2025,15712,1934712543.28,transactional_banking
E08,2025-06,FY2025,14931,1764824976.47,transactional_banking
E08,2025-07,FY2026,15411,1843900806.0,transactional_banking
E08,2025-08,FY2026,15040,1845703659.51,transactional_banking
E08,2025-09,FY2026,14038,1815459511.43,transactional_banking
E08,2025-10,FY2026,14113,1639405335.76,transactional_banking
E08,2025-11,FY2026,13614,1696821397.46,transactional_banking
E08,2025-12,FY2026,13638,1645561459.08,transactional_banking
E08,2026-01,FY2026,13429,1688694583.68,transactional_banking
E08,2026-02,FY2026,11721,1418534673.81,transactional_banking
E08,2026-03,FY2026,12864,1552428805.03,transactional_banking
E08,2026-04,FY2026,12028,1398843560.87,transactional_banking
E08,2026-05,FY2026,12075,1367027227.87,transactional_banking
E08,2026-06,FY2026,11230,1335831601.29,transactional_banking
E09,2023-07,FY2024,5408,836241101.97,transactional_banking
E09,2023-08,FY2024,5430,820061087.8,transactional_banking
E09,2023-09,FY2024,5218,773200219.72,transactional_banking
E09,2023-10,FY2024,5498,858203528.66,transactional_banking
E09,2023-11,FY2024,8768,1375589363.39,transactional_banking
E09,2023-12,FY2024,9138,1459565995.9,transactional_banking
E09,2024-01,FY2024,3608,512260958.02,transactional_banking
E09,2024-02,FY2024,4100,612945881.6,transactional_banking
E09,2024-03,FY2024,4451,714040866.8100001,transactional_banking
E09,2024-04,FY2024,5294,829889145.83,transactional_banking
E09,2024-05,FY2024,5376,767033002.58,transactional_banking
E09,2024-06,FY2024,5191,816606725.86,transactional_banking
E09,2024-07,FY2025,5398,820434263.72,transactional_banking
E09,2024-08,FY2025,5495,842187778.53,transactional_banking
E09,2024-09,FY2025,5395,806082503.55,transactional_banking
E09,2024-10,FY2025,5475,831574109.93,transactional_banking
E09,2024-11,FY2025,8714,1335899780.11,transactional_banking
E09,2024-12,FY2025,8921,1394921100.93,transactional_banking
E09,2025-01,FY2025,3462,540955114.13,transactional_banking
E09,2025-02,FY2025,3873,592082012.31,transactional_banking
E09,2025-03,FY2025,4423,661742130.11,transactional_banking
E09,2025-04,FY2025,5423,808963838.69,transactional_banking
E09,2025-05,FY2025,5437,844501384.3,transactional_banking
E09,2025-06,FY2025,5324,806394956.28,transactional_banking
E09,2025-07,FY2026,5350,835394417.47,transactional_banking
E09,2025-08,FY2026,5589,874320602.9,transactional_banking
E09,2025-09,FY2026,5261,818121328.27,transactional_banking
E09,2025-10,FY2026,5625,850041272.33,transactional_banking
E09,2025-11,FY2026,8810,1428100163.64,transactional_banking
E09,2025-12,FY2026,8989,1359277917.23,transactional_banking
E09,2026-01,FY2026,3559,525252299.86,transactional_banking
E09,2026-02,FY2026,3934,623222636.56,transactional_banking
E09,2026-03,FY2026,4236,658503781.78,transactional_banking
E09,2026-04,FY2026,5301,819617236.79,transactional_banking
E09,2026-05,FY2026,5605,931882085.46,transactional_banking
E09,2026-06,FY2026,5311,871107054.24,transactional_banking
E10,2023-07,FY2024,4501,688875697.21,transactional_banking
E10,2023-08,FY2024,4617,687552244.4,transactional_banking
E10,2023-09,FY2024,4519,693158893.28,transactional_banking
E10,2023-10,FY2024,4691,688080440.27,transactional_banking
E10,2023-11,FY2024,7820,1161150628.25,transactional_banking
E10,2023-12,FY2024,8052,1189372485.89,transactional_banking
E10,2024-01,FY2024,3302,462379873.83,transactional_banking
E10,2024-02,FY2024,3872,584253943.89,transactional_banking
E10,2024-03,FY2024,4116,604203128.1899999,transactional_banking
E10,2024-04,FY2024,5140,782786219.97,transactional_banking
E10,2024-05,FY2024,5370,778075530.94,transactional_banking
E10,2024-06,FY2024,5350,790462125.73,transactional_banking
E10,2024-07,FY2025,5532,853200741.18,transactional_banking
E10,2024-08,FY2025,5767,864926521.65,transactional_banking
E10,2024-09,FY2025,5501,805734597.37,transactional_banking
E10,2024-10,FY2025,5973,914938206.5,transactional_banking
E10,2024-11,FY2025,9234,1388394807.76,transactional_banking
E10,2024-12,FY2025,9849,1542705115.65,transactional_banking
E10,2025-01,FY2025,4004,595555566.04,transactional_banking
E10,2025-02,FY2025,4578,717371501.37,transactional_banking
E10,2025-03,FY2025,4943,741460486.78,transactional_banking
E10,2025-04,FY2025,6075,902087764.7,transactional_banking
E10,2025-05,FY2025,6376,988908623.43,transactional_banking
E10,2025-06,FY2025,6233,894333776.38,transactional_banking
E10,2025-07,FY2026,6550,946908737.26,transactional_banking
E10,2025-08,FY2026,6566,984476855.42,transactional_banking
E10,2025-09,FY2026,6531,970682529.64,transactional_banking
E10,2025-10,FY2026,6927,1032413520.73,transactional_banking
E10,2025-11,FY2026,11045,1648694876.64,transactional_banking
E10,2025-12,FY2026,11618,1724914579.01,transactional_banking
E10,2026-01,FY2026,4669,739569843.62,transactional_banking
E10,2026-02,FY2026,5169,745742920.03,transactional_banking
E10,2026-03,FY2026,5931,912402357.01,transactional_banking
E10,2026-04,FY2026,7041,999553093.07,transactional_banking
E10,2026-05,FY2026,7472,1122769427.13,transactional_banking
E10,2026-06,FY2026,7511,1100640410.89,transactional_banking
E11,2023-07,FY2024,24828,2715604890.02,transactional_banking
E11,2023-08,FY2024,25232,2786965998.95,transactional_banking
E11,2023-09,FY2024,24430,2768270246.32,transactional_banking
E11,2023-10,FY2024,25228,2866209363.74,transactional_banking
E11,2023-11,FY2024,40291,4418168302.04,transactional_banking
E11,2023-12,FY2024,41464,4686896350.4,transactional_banking
E11,2024-01,FY2024,16339,1798408941.62,transactional_banking
E11,2024-02,FY2024,18507,2027788549.07,transactional_banking
E11,2024-03,FY2024,20318,2268170209.22,transactional_banking
E11,2024-04,FY2024,24465,2760940515.62,transactional_banking
E11,2024-05,FY2024,25101,2842905856.17,transactional_banking
E11,2024-06,FY2024,24416,2668600345.55,transactional_banking
E11,2024-07,FY2025,25000,2727588435.62,transactional_banking
E11,2024-08,FY2025,25290,2736424201.47,transactional_banking
E11,2024-09,FY2025,24258,2688044310.12,transactional_banking
E11,2024-10,FY2025,25016,2813353918.57,transactional_banking
E11,2024-11,FY2025,40072,4418195056.95,transactional_banking
E11,2024-12,FY2025,41485,4633593521.35,transactional_banking
E11,2025-01,FY2025,16216,1749444235.01,transactional_banking
E11,2025-02,FY2025,18041,1976671742.19,transactional_banking
E11,2025-03,FY2025,20065,2264203155.35,transactional_banking
E11,2025-04,FY2025,24300,2669187583.12,transactional_banking
E11,2025-05,FY2025,25274,2864618625.96,transactional_banking
E11,2025-06,FY2025,24314,2691999725.94,transactional_banking
E11,2025-07,FY2026,25286,2734671190.05,transactional_banking
E11,2025-08,FY2026,25004,2770414542.77,transactional_banking
E11,2025-09,FY2026,24090,2686261842.77,transactional_banking
E11,2025-10,FY2026,25288,2809146927.04,transactional_banking
E11,2025-11,FY2026,40295,4544573034.16,transactional_banking
E11,2025-12,FY2026,41344,4565806624.05,transactional_banking
E11,2026-01,FY2026,16598,1795792490.61,transactional_banking
E11,2026-02,FY2026,18332,2013331919.11,transactional_banking
E11,2026-03,FY2026,20336,2239116333.34,transactional_banking
E11,2026-04,FY2026,24169,2608077192.73,transactional_banking
E11,2026-05,FY2026,25090,2817519204.13,transactional_banking
E11,2026-06,FY2026,24087,2613462939.94,transactional_banking
E12,2023-07,FY2024,246,16990147.33,transactional_banking
E12,2023-08,FY2024,238,14032947.42,transactional_banking
E12,2023-09,FY2024,228,14830951.209999999,transactional_banking
E12,2023-10,FY2024,256,14902190.52,transactional_banking
E12,2023-11,FY2024,401,30857506.11,transactional_banking
E12,2023-12,FY2024,372,21043055.94,transactional_banking
E12,2024-01,FY2024,150,9389099.53,transactional_banking
E12,2024-02,FY2024,183,11027127.8,transactional_banking
E12,2024-03,FY2024,193,12348536.74,transactional_banking
E12,2024-04,FY2024,243,13457777.66,transactional_banking
E12,2024-05,FY2024,234,14667153.72,transactional_banking
E12,2024-06,FY2024,249,13686303.43,transactional_banking
E12,2024-07,FY2025,241,18433020.35,transactional_banking
E12,2024-08,FY2025,232,14022922.38,transactional_banking
E12,2024-09,FY2025,236,17372235.33,transactional_banking
E12,2024-10,FY2025,234,15505061.93,transactional_banking
E12,2024-11,FY2025,388,22021764.7,transactional_banking
E12,2024-12,FY2025,421,28422727.62,transactional_banking
E12,2025-01,FY2025,176,10214555.24,transactional_banking
E12,2025-02,FY2025,179,10678173.4,transactional_banking
E12,2025-03,FY2025,197,13371318.47,transactional_banking
E12,2025-04,FY2025,217,11653004.42,transactional_banking
E12,2025-05,FY2025,238,18165612.44,transactional_banking
E12,2025-06,FY2025,256,25052143.96,transactional_banking
E12,2025-07,FY2026,245,14392156.62,transactional_banking
E12,2025-08,FY2026,261,15687153.89,transactional_banking
E12,2025-09,FY2026,249,14697471.79,transactional_banking
E12,2025-10,FY2026,251,15581594.32,transactional_banking
E12,2025-11,FY2026,381,24627429.39,transactional_banking
E12,2025-12,FY2026,373,28504163.46,transactional_banking
E12,2026-01,FY2026,165,10116649.06,transactional_banking
E12,2026-02,FY2026,189,12992587.66,transactional_banking
E12,2026-03,FY2026,218,11893584.33,transactional_banking
E12,2026-04,FY2026,246,17476764.95,transactional_banking
E12,2026-05,FY2026,226,16823113.72,transactional_banking
E12,2026-06,FY2026,214,14921850.86,transactional_banking
E13,2023-07,FY2024,42,1682600.93,transactional_banking
E13,2023-08,FY2024,41,3718716.5799999996,transactional_banking
E13,2023-09,FY2024,40,1540809.1,transactional_banking
E13,2023-10,FY2024,39,1291078.49,transactional_banking
E13,2023-11,FY2024,55,1863472.1099999999,transactional_banking
E13,2023-12,FY2024,62,2701506.55,transactional_banking
E13,2024-01,FY2024,58,2761164.96,transactional_banking
E13,2024-02,FY2024,61,2131297.6,transactional_banking
E13,2024-03,FY2024,57,2054780.86,transactional_banking
E13,2024-04,FY2024,61,3547032.92,transactional_banking
E13,2024-05,FY2024,55,2173080.73,transactional_banking
E13,2024-06,FY2024,70,3149345.13,transactional_banking
E13,2024-07,FY2025,67,2424487.24,transactional_banking
E13,2024-08,FY2025,74,3278720.29,transactional_banking
E13,2024-09,FY2025,72,2433972.6,transactional_banking
E13,2024-10,FY2025,75,4437370.3,transactional_banking
E13,2024-11,FY2025,91,3551561.51,transactional_banking
E13,2024-12,FY2025,80,3026793.65,transactional_banking
E13,2025-01,FY2025,72,3223391.05,transactional_banking
E13,2025-02,FY2025,75,2539599.16,transactional_banking
E13,2025-03,FY2025,98,3721832.26,transactional_banking
E13,2025-04,FY2025,78,3132210.2199999997,transactional_banking
E13,2025-05,FY2025,95,4778797.83,transactional_banking
E13,2025-06,FY2025,86,3135619.77,transactional_banking
E13,2025-07,FY2026,77,2811596.63,transactional_banking
E13,2025-08,FY2026,101,3327226.7600000002,transactional_banking
E13,2025-09,FY2026,89,3610958.68,transactional_banking
E13,2025-10,FY2026,110,5592505.49,transactional_banking
E13,2025-11,FY2026,86,2998535.43,transactional_banking
E13,2025-12,FY2026,107,5228946.55,transactional_banking
E13,2026-01,FY2026,111,4134543.9899999998,transactional_banking
E13,2026-02,FY2026,79,3531301.91,transactional_banking
E13,2026-03,FY2026,105,4258293.63,transactional_banking
E13,2026-04,FY2026,100,3907154.63,transactional_banking
E13,2026-05,FY2026,114,4439754.13,transactional_banking
E13,2026-06,FY2026,105,4527469.47,transactional_banking
E14,2023-07,FY2024,1360,155522638.8,transactional_banking
