entity_id,fiscal_year,counterparty_country,direction,txn_count,value_zar,dataset
E01,FY2026,United States,outbound,129,97552548.38,cross_border_payments
E01,FY2026,Unknown,inbound,17,19149176.78,cross_border_payments
E01,FY2026,Unknown,outbound,20,19889526.72,cross_border_payments
E02,FY2024,Brazil,inbound,28,43862771.519999996,cross_border_payments
E02,FY2024,Brazil,outbound,34,57731025.25,cross_border_payments
E02,FY2024,China,inbound,30,113558836.2,cross_border_payments
E02,FY2024,China,outbound,28,30375509.98,cross_border_payments
E02,FY2024,DRC,inbound,341,516343653.08,cross_border_payments
E02,FY2024,DRC,outbound,347,567921947.15,cross_border_payments
E02,FY2024,Germany,inbound,37,92987622.94,cross_border_payments
E02,FY2024,Germany,outbound,28,52548247.24,cross_border_payments
E02,FY2024,Ghana,inbound,23,29508290.17,cross_border_payments
E02,FY2024,Ghana,outbound,28,51707883.629999995,cross_border_payments
E02,FY2024,India,inbound,34,63837763.84,cross_border_payments
E02,FY2024,India,outbound,27,33106875.85,cross_border_payments
E02,FY2024,Japan,inbound,24,24696386.66,cross_border_payments
E02,FY2024,Japan,outbound,33,50353693.65,cross_border_payments
E02,FY2024,Kenya,inbound,26,31717076.490000002,cross_border_payments
E02,FY2024,Kenya,outbound,15,56614085.849999994,cross_border_payments
E02,FY2024,Netherlands,inbound,16,43150468.0,cross_border_payments
E02,FY2024,Netherlands,outbound,31,27808854.96,cross_border_payments
E02,FY2024,Nigeria,inbound,44,62722801.17,cross_border_payments
E02,FY2024,Nigeria,outbound,24,26994188.47,cross_border_payments
E02,FY2024,Switzerland,inbound,22,41591885.79,cross_border_payments
E02,FY2024,Switzerland,outbound,26,45796397.81,cross_border_payments
E02,FY2024,United Arab Emirates,inbound,27,32338229.419999998,cross_border_payments
E02,FY2024,United Arab Emirates,outbound,37,67530556.03,cross_border_payments
E02,FY2024,United Kingdom,inbound,30,26878336.55,cross_border_payments
E02,FY2024,United Kingdom,outbound,30,48404163.6,cross_border_payments
E02,FY2024,United States,inbound,36,46039180.51,cross_border_payments
E02,FY2024,United States,outbound,29,54188698.8,cross_border_payments
E02,FY2024,Unknown,inbound,8,16361737.5,cross_border_payments
E02,FY2024,Unknown,outbound,11,20472422.52,cross_border_payments
E02,FY2025,Brazil,inbound,35,56852267.32,cross_border_payments
E02,FY2025,Brazil,outbound,38,51965299.95,cross_border_payments
E02,FY2025,China,inbound,33,60951834.54,cross_border_payments
E02,FY2025,China,outbound,40,49560188.86,cross_border_payments
E02,FY2025,DRC,inbound,396,673647121.12,cross_border_payments
E02,FY2025,DRC,outbound,370,577745030.68,cross_border_payments
E02,FY2025,Germany,inbound,25,40243010.79,cross_border_payments
E02,FY2025,Germany,outbound,25,32591376.58,cross_border_payments
E02,FY2025,Ghana,inbound,24,34829745.96,cross_border_payments
E02,FY2025,Ghana,outbound,21,27677307.85,cross_border_payments
E02,FY2025,India,inbound,20,20285304.990000002,cross_border_payments
E02,FY2025,India,outbound,35,53594148.62,cross_border_payments
E02,FY2025,Japan,inbound,32,66370182.61,cross_border_payments
E02,FY2025,Japan,outbound,41,48695473.86,cross_border_payments
E02,FY2025,Kenya,inbound,20,17357205.04,cross_border_payments
E02,FY2025,Kenya,outbound,25,34837933.55,cross_border_payments
E02,FY2025,Netherlands,inbound,26,26561706.54,cross_border_payments
E02,FY2025,Netherlands,outbound,30,39306896.42,cross_border_payments
E02,FY2025,Nigeria,inbound,24,29162782.66,cross_border_payments
E02,FY2025,Nigeria,outbound,22,29237298.64,cross_border_payments
E02,FY2025,Switzerland,inbound,38,50714006.84,cross_border_payments
E02,FY2025,Switzerland,outbound,36,59986214.85,cross_border_payments
E02,FY2025,United Arab Emirates,inbound,32,46518266.03,cross_border_payments
E02,FY2025,United Arab Emirates,outbound,30,23004238.47,cross_border_payments
E02,FY2025,United Kingdom,inbound,40,74975990.54,cross_border_payments
E02,FY2025,United Kingdom,outbound,40,90926089.24,cross_border_payments
E02,FY2025,United States,inbound,21,23582353.18,cross_border_payments
E02,FY2025,United States,outbound,29,30775037.43,cross_border_payments
E02,FY2025,Unknown,inbound,16,25053239.47,cross_border_payments
E02,FY2025,Unknown,outbound,17,12949866.32,cross_border_payments
E02,FY2026,Brazil,inbound,24,33720198.739999995,cross_border_payments
E02,FY2026,Brazil,outbound,28,31862392.5,cross_border_payments
E02,FY2026,China,inbound,31,46632281.42,cross_border_payments
E02,FY2026,China,outbound,35,46089451.52,cross_border_payments
E02,FY2026,DRC,inbound,347,596509039.86,cross_border_payments
E02,FY2026,DRC,outbound,358,578877523.8100001,cross_border_payments
E02,FY2026,Germany,inbound,30,50906334.01,cross_border_payments
E02,FY2026,Germany,outbound,37,61708443.09,cross_border_payments
E02,FY2026,Ghana,inbound,24,27068419.88,cross_border_payments
E02,FY2026,Ghana,outbound,29,37534313.8,cross_border_payments
E02,FY2026,India,inbound,28,57928835.54,cross_border_payments
E02,FY2026,India,outbound,26,24504674.63,cross_border_payments
E02,FY2026,Japan,inbound,28,44387480.050000004,cross_border_payments
E02,FY2026,Japan,outbound,28,36429346.28,cross_border_payments
E02,FY2026,Kenya,inbound,20,26635884.13,cross_border_payments
E02,FY2026,Kenya,outbound,24,24554557.84,cross_border_payments
E02,FY2026,Netherlands,inbound,33,43860604.47,cross_border_payments
E02,FY2026,Netherlands,outbound,20,29722138.560000002,cross_border_payments
E02,FY2026,Nigeria,inbound,32,59133584.76,cross_border_payments
E02,FY2026,Nigeria,outbound,23,41243678.93,cross_border_payments
E02,FY2026,Switzerland,inbound,20,22648306.560000002,cross_border_payments
E02,FY2026,Switzerland,outbound,36,47433552.29,cross_border_payments
E02,FY2026,United Arab Emirates,inbound,22,35298397.26,cross_border_payments
E02,FY2026,United Arab Emirates,outbound,41,86424666.36,cross_border_payments
E02,FY2026,United Kingdom,inbound,21,25824230.41,cross_border_payments
E02,FY2026,United Kingdom,outbound,32,68746645.63,cross_border_payments
E02,FY2026,United States,inbound,35,48943083.89,cross_border_payments
E02,FY2026,United States,outbound,34,65962355.39,cross_border_payments
E02,FY2026,Unknown,inbound,10,11324457.139999999,cross_border_payments
E02,FY2026,Unknown,outbound,8,12011447.53,cross_border_payments
E03,FY2024,Botswana,inbound,272,212769445.43,cross_border_payments
E03,FY2024,Botswana,outbound,301,190547208.77,cross_border_payments
E03,FY2024,Brazil,inbound,42,24703811.34,cross_border_payments
E03,FY2024,Brazil,outbound,42,28469928.669999998,cross_border_payments
E03,FY2024,China,inbound,53,36566150.85,cross_border_payments
E03,FY2024,China,outbound,47,41136069.879999995,cross_border_payments
E03,FY2024,Germany,inbound,45,20969445.49,cross_border_payments
E03,FY2024,Germany,outbound,56,28001038.15,cross_border_payments
E03,FY2024,Ghana,inbound,23,12165679.379999999,cross_border_payments
E03,FY2024,Ghana,outbound,25,11808267.889999999,cross_border_payments
E03,FY2024,India,inbound,59,31085639.93,cross_border_payments
E03,FY2024,India,outbound,51,32247733.31,cross_border_payments
E03,FY2024,Japan,inbound,45,68007136.64,cross_border_payments
E03,FY2024,Japan,outbound,45,21397664.12,cross_border_payments
E03,FY2024,Kenya,inbound,29,16946273.76,cross_border_payments
E03,FY2024,Kenya,outbound,29,19506684.39,cross_border_payments
E03,FY2024,Namibia,inbound,286,195570516.44,cross_border_payments
E03,FY2024,Namibia,outbound,334,278245783.16,cross_border_payments
E03,FY2024,Netherlands,inbound,44,30505144.8,cross_border_payments
E03,FY2024,Netherlands,outbound,61,38255823.71,cross_border_payments
E03,FY2024,Nigeria,inbound,27,8897272.629999999,cross_border_payments
E03,FY2024,Nigeria,outbound,37,14592274.42,cross_border_payments
E03,FY2024,Switzerland,inbound,42,53474733.84,cross_border_payments
E03,FY2024,Switzerland,outbound,58,47200236.95,cross_border_payments
E03,FY2024,United Arab Emirates,inbound,35,12480738.45,cross_border_payments
E03,FY2024,United Arab Emirates,outbound,51,38765652.31,cross_border_payments
E03,FY2024,United Kingdom,inbound,46,38505347.66,cross_border_payments
E03,FY2024,United Kingdom,outbound,50,39344429.64,cross_border_payments
E03,FY2024,United States,inbound,33,31918650.11,cross_border_payments
E03,FY2024,United States,outbound,51,77374139.59,cross_border_payments
E03,FY2024,Unknown,inbound,20,19113295.72,cross_border_payments
E03,FY2024,Unknown,outbound,19,17746739.14,cross_border_payments
E03,FY2025,Botswana,inbound,253,157709853.74,cross_border_payments
E03,FY2025,Botswana,outbound,285,182051433.22,cross_border_payments
E03,FY2025,Brazil,inbound,43,28763943.14,cross_border_payments
E03,FY2025,Brazil,outbound,42,23100162.93,cross_border_payments
E03,FY2025,China,inbound,43,40408610.31,cross_border_payments
E03,FY2025,China,outbound,30,18382461.21,cross_border_payments
E03,FY2025,Germany,inbound,36,24761894.830000002,cross_border_payments
E03,FY2025,Germany,outbound,43,40816294.12,cross_border_payments
E03,FY2025,Ghana,inbound,29,15248661.11,cross_border_payments
E03,FY2025,Ghana,outbound,21,10706756.6,cross_border_payments
E03,FY2025,India,inbound,47,40265952.4,cross_border_payments
E03,FY2025,India,outbound,43,31471683.93,cross_border_payments
E03,FY2025,Japan,inbound,36,25961003.14,cross_border_payments
E03,FY2025,Japan,outbound,40,24031213.919999998,cross_border_payments
E03,FY2025,Kenya,inbound,26,11423986.97,cross_border_payments
E03,FY2025,Kenya,outbound,35,20598578.63,cross_border_payments
E03,FY2025,Namibia,inbound,246,156626800.01,cross_border_payments
E03,FY2025,Namibia,outbound,257,180517999.49,cross_border_payments
E03,FY2025,Netherlands,inbound,41,28326524.32,cross_border_payments
E03,FY2025,Netherlands,outbound,43,35882225.65,cross_border_payments
E03,FY2025,Nigeria,inbound,24,15203339.03,cross_border_payments
E03,FY2025,Nigeria,outbound,26,16900510.62,cross_border_payments
E03,FY2025,Switzerland,inbound,37,17404676.93,cross_border_payments
E03,FY2025,Switzerland,outbound,42,21960020.31,cross_border_payments
E03,FY2025,United Arab Emirates,inbound,45,39714293.8,cross_border_payments
E03,FY2025,United Arab Emirates,outbound,44,26760907.98,cross_border_payments
E03,FY2025,United Kingdom,inbound,35,20466001.9,cross_border_payments
E03,FY2025,United Kingdom,outbound,44,29094730.96,cross_border_payments
E03,FY2025,United States,inbound,27,11945864.06,cross_border_payments
E03,FY2025,United States,outbound,43,32579078.95,cross_border_payments
E03,FY2025,Unknown,inbound,15,7866515.2,cross_border_payments
E03,FY2025,Unknown,outbound,17,12328648.01,cross_border_payments
E03,FY2026,Botswana,inbound,144,95224625.01,cross_border_payments
E03,FY2026,Botswana,outbound,203,163746421.64,cross_border_payments
E03,FY2026,Brazil,inbound,29,15570039.56,cross_border_payments
E03,FY2026,Brazil,outbound,38,27224445.86,cross_border_payments
E03,FY2026,China,inbound,29,17424902.22,cross_border_payments
E03,FY2026,China,outbound,33,24707518.61,cross_border_payments
E03,FY2026,Germany,inbound,25,13064578.04,cross_border_payments
E03,FY2026,Germany,outbound,29,27139386.14,cross_border_payments
E03,FY2026,Ghana,inbound,22,10066141.69,cross_border_payments
E03,FY2026,Ghana,outbound,19,13379469.83,cross_border_payments
E03,FY2026,India,inbound,32,18732288.150000002,cross_border_payments
E03,FY2026,India,outbound,35,28648764.55,cross_border_payments
E03,FY2026,Japan,inbound,33,33020146.32,cross_border_payments
E03,FY2026,Japan,outbound,31,23170887.31,cross_border_payments
E03,FY2026,Kenya,inbound,18,12641835.95,cross_border_payments
E03,FY2026,Kenya,outbound,18,7026938.67,cross_border_payments
E03,FY2026,Namibia,inbound,162,99254383.69,cross_border_payments
E03,FY2026,Namibia,outbound,205,116704960.53,cross_border_payments
E03,FY2026,Netherlands,inbound,22,13581412.43,cross_border_payments
E03,FY2026,Netherlands,outbound,39,24669596.78,cross_border_payments
E03,FY2026,Nigeria,inbound,14,5773783.68,cross_border_payments
E03,FY2026,Nigeria,outbound,20,8504209.68,cross_border_payments
E03,FY2026,Switzerland,inbound,22,20233191.05,cross_border_payments
E03,FY2026,Switzerland,outbound,28,20998189.28,cross_border_payments
E03,FY2026,United Arab Emirates,inbound,34,25811744.46,cross_border_payments
E03,FY2026,United Arab Emirates,outbound,31,18099938.11,cross_border_payments
E03,FY2026,United Kingdom,inbound,30,18873837.54,cross_border_payments
E03,FY2026,United Kingdom,outbound,34,32253743.619999997,cross_border_payments
E03,FY2026,United States,inbound,25,15896714.54,cross_border_payments
E03,FY2026,United States,outbound,40,33681537.36,cross_border_payments
E03,FY2026,Unknown,inbound,10,3116044.13,cross_border_payments
E03,FY2026,Unknown,outbound,13,8137233.97,cross_border_payments
E04,FY2024,Brazil,inbound,35,24088015.55,cross_border_payments
E04,FY2024,Brazil,outbound,31,11950398.129999999,cross_border_payments
E04,FY2024,China,inbound,31,31802767.83,cross_border_payments
E04,FY2024,China,outbound,34,14738670.45,cross_border_payments
E04,FY2024,DRC,inbound,65,32062405.46,cross_border_payments
E04,FY2024,DRC,outbound,82,41968913.74,cross_border_payments
E04,FY2024,Egypt,inbound,79,42293031.71,cross_border_payments
E04,FY2024,Egypt,outbound,92,41516569.15,cross_border_payments
E04,FY2024,Germany,inbound,38,23545127.78,cross_border_payments
E04,FY2024,Germany,outbound,34,15009571.77,cross_border_payments
E04,FY2024,Ghana,inbound,89,76779996.49,cross_border_payments
E04,FY2024,Ghana,outbound,112,67753505.4,cross_border_payments
E04,FY2024,Guinea,inbound,70,41945775.89,cross_border_payments
E04,FY2024,Guinea,outbound,104,51184580.25,cross_border_payments
E04,FY2024,India,inbound,31,19553657.45,cross_border_payments
E04,FY2024,India,outbound,38,15313755.93,cross_border_payments
E04,FY2024,Japan,inbound,36,13424636.68,cross_border_payments
E04,FY2024,Japan,outbound,28,11190422.95,cross_border_payments
E04,FY2024,Kenya,inbound,16,6820134.75,cross_border_payments
E04,FY2024,Kenya,outbound,15,6212207.55,cross_border_payments
E04,FY2024,Netherlands,inbound,29,14428998.67,cross_border_payments
E04,FY2024,Netherlands,outbound,41,27218710.23,cross_border_payments
E04,FY2024,Nigeria,inbound,7,3287002.54,cross_border_payments
E04,FY2024,Nigeria,outbound,15,6722396.23,cross_border_payments
E04,FY2024,Switzerland,inbound,24,20807359.68,cross_border_payments
E04,FY2024,Switzerland,outbound,24,15370360.09,cross_border_payments
E04,FY2024,Tanzania,inbound,75,33198028.9,cross_border_payments
E04,FY2024,Tanzania,outbound,75,43399888.51,cross_border_payments
E04,FY2024,United Arab Emirates,inbound,30,25534878.17,cross_border_payments
E04,FY2024,United Arab Emirates,outbound,29,13661125.43,cross_border_payments
E04,FY2024,United Kingdom,inbound,20,21813989.82,cross_border_payments
E04,FY2024,United Kingdom,outbound,14,5491307.0,cross_border_payments
E04,FY2024,United States,inbound,29,13324910.129999999,cross_border_payments
E04,FY2024,United States,outbound,27,11516618.84,cross_border_payments
E04,FY2024,Unknown,inbound,9,4214508.87,cross_border_payments
E04,FY2024,Unknown,outbound,7,5512547.35,cross_border_payments
E04,FY2025,Brazil,inbound,39,21321188.32,cross_border_payments
E04,FY2025,Brazil,outbound,32,11488762.69,cross_border_payments
E04,FY2025,China,inbound,36,14140264.42,cross_border_payments
E04,FY2025,China,outbound,47,25864342.06,cross_border_payments
E04,FY2025,DRC,inbound,68,30079070.91,cross_border_payments
E04,FY2025,DRC,outbound,92,53817682.8,cross_border_payments
E04,FY2025,Egypt,inbound,83,37871327.75,cross_border_payments
E04,FY2025,Egypt,outbound,82,33946063.3,cross_border_payments
E04,FY2025,Germany,inbound,29,15420510.459999999,cross_border_payments
E04,FY2025,Germany,outbound,37,17914212.71,cross_border_payments
E04,FY2025,Ghana,inbound,98,37953253.54,cross_border_payments
E04,FY2025,Ghana,outbound,109,60020289.24,cross_border_payments
E04,FY2025,Guinea,inbound,79,43200706.72,cross_border_payments
E04,FY2025,Guinea,outbound,89,50378692.62,cross_border_payments
E04,FY2025,India,inbound,30,18691694.07,cross_border_payments
E04,FY2025,India,outbound,37,35940101.92,cross_border_payments
E04,FY2025,Japan,inbound,30,17720094.52,cross_border_payments
E04,FY2025,Japan,outbound,32,12426306.58,cross_border_payments
E04,FY2025,Kenya,inbound,12,4946088.34,cross_border_payments
E04,FY2025,Kenya,outbound,8,5969019.25,cross_border_payments
E04,FY2025,Netherlands,inbound,28,32157925.78,cross_border_payments
E04,FY2025,Netherlands,outbound,39,33568816.16,cross_border_payments
E04,FY2025,Nigeria,inbound,21,17450412.560000002,cross_border_payments
E04,FY2025,Nigeria,outbound,11,6703995.04,cross_border_payments
E04,FY2025,Switzerland,inbound,27,12634975.66,cross_border_payments
E04,FY2025,Switzerland,outbound,37,22514117.13,cross_border_payments
E04,FY2025,Tanzania,inbound,63,38979790.2,cross_border_payments
E04,FY2025,Tanzania,outbound,76,28383297.16,cross_border_payments
E04,FY2025,United Arab Emirates,inbound,37,20124804.240000002,cross_border_payments
E04,FY2025,United Arab Emirates,outbound,30,26472586.099999998,cross_border_payments
E04,FY2025,United Kingdom,inbound,29,15224362.2,cross_border_payments
E04,FY2025,United Kingdom,outbound,42,20391084.85,cross_border_payments
E04,FY2025,United States,inbound,30,32332720.31,cross_border_payments
E04,FY2025,United States,outbound,33,20219630.009999998,cross_border_payments
E04,FY2025,Unknown,inbound,11,9036742.709999999,cross_border_payments
E04,FY2025,Unknown,outbound,14,7486119.67,cross_border_payments
E04,FY2026,Brazil,inbound,24,10346087.65,cross_border_payments
E04,FY2026,Brazil,outbound,30,23181304.97,cross_border_payments
E04,FY2026,China,inbound,34,14352877.49,cross_border_payments
E04,FY2026,China,outbound,27,21289976.19,cross_border_payments
E04,FY2026,DRC,inbound,77,58232780.17,cross_border_payments
E04,FY2026,DRC,outbound,73,38114380.58,cross_border_payments
E04,FY2026,Egypt,inbound,69,28750840.22,cross_border_payments
E04,FY2026,Egypt,outbound,88,40520499.72,cross_border_payments
E04,FY2026,Germany,inbound,33,15360183.17,cross_border_payments
E04,FY2026,Germany,outbound,35,16531536.36,cross_border_payments
E04,FY2026,Ghana,inbound,86,54344299.83,cross_border_payments
E04,FY2026,Ghana,outbound,93,39941101.48,cross_border_payments
E04,FY2026,Guinea,inbound,88,40673610.59,cross_border_payments
E04,FY2026,Guinea,outbound,98,51355294.76,cross_border_payments
E04,FY2026,India,inbound,31,17576954.43,cross_border_payments
E04,FY2026,India,outbound,31,15458422.66,cross_border_payments
E04,FY2026,Japan,inbound,35,20006647.98,cross_border_payments
E04,FY2026,Japan,outbound,29,19141461.189999998,cross_border_payments
E04,FY2026,Kenya,inbound,17,11314320.629999999,cross_border_payments
E04,FY2026,Kenya,outbound,8,2343076.2800000003,cross_border_payments
E04,FY2026,Netherlands,inbound,48,35384148.84,cross_border_payments
E04,FY2026,Netherlands,outbound,30,10300376.95,cross_border_payments
E04,FY2026,Nigeria,inbound,15,6303038.78,cross_border_payments
E04,FY2026,Nigeria,outbound,14,4170550.38,cross_border_payments
E04,FY2026,Switzerland,inbound,32,16006145.27,cross_border_payments
E04,FY2026,Switzerland,outbound,30,16036127.25,cross_border_payments
E04,FY2026,Tanzania,inbound,83,48821140.47,cross_border_payments
E04,FY2026,Tanzania,outbound,79,48000558.54,cross_border_payments
E04,FY2026,United Arab Emirates,inbound,24,10141253.09,cross_border_payments
E04,FY2026,United Arab Emirates,outbound,23,9200884.08,cross_border_payments
E04,FY2026,United Kingdom,inbound,21,11941530.56,cross_border_payments
E04,FY2026,United Kingdom,outbound,32,14098787.79,cross_border_payments
E04,FY2026,United States,inbound,37,47759006.25,cross_border_payments
E04,FY2026,United States,outbound,31,18622570.71,cross_border_payments
E04,FY2026,Unknown,inbound,9,4407167.43,cross_border_payments
E04,FY2026,Unknown,outbound,13,8463752.32,cross_border_payments
E05,FY2024,Brazil,inbound,35,16079049.61,cross_border_payments
E05,FY2024,Brazil,outbound,37,16934284.01,cross_border_payments
E05,FY2024,China,inbound,27,22582943.49,cross_border_payments
E05,FY2024,China,outbound,31,14575133.12,cross_border_payments
E05,FY2024,Germany,inbound,29,17530274.23,cross_border_payments
E05,FY2024,Germany,outbound,34,24384263.03,cross_border_payments
E05,FY2024,Ghana,inbound,402,272880811.34,cross_border_payments
E05,FY2024,Ghana,outbound,479,279783795.99,cross_border_payments
E05,FY2024,India,inbound,28,17171919.79,cross_border_payments
E05,FY2024,India,outbound,31,17312854.71,cross_border_payments
E05,FY2024,Japan,inbound,30,10104067.51,cross_border_payments
E05,FY2024,Japan,outbound,40,11238911.89,cross_border_payments
E05,FY2024,Kenya,inbound,26,10465892.0,cross_border_payments
E05,FY2024,Kenya,outbound,26,9441302.55,cross_border_payments
E05,FY2024,Netherlands,inbound,36,13916054.209999999,cross_border_payments
E05,FY2024,Netherlands,outbound,32,10730092.3,cross_border_payments
E05,FY2024,Nigeria,inbound,28,27173948.41,cross_border_payments
E05,FY2024,Nigeria,outbound,19,11106316.81,cross_border_payments
E05,FY2024,Switzerland,inbound,27,16737028.47,cross_border_payments
E05,FY2024,Switzerland,outbound,30,19214294.049999997,cross_border_payments
E05,FY2024,United Arab Emirates,inbound,35,27618188.28,cross_border_payments
E05,FY2024,United Arab Emirates,outbound,31,13674060.91,cross_border_payments
E05,FY2024,United Kingdom,inbound,32,9886625.78,cross_border_payments
E05,FY2024,United Kingdom,outbound,41,34374091.58,cross_border_payments
E05,FY2024,United States,inbound,47,19959763.669999998,cross_border_payments
E05,FY2024,United States,outbound,39,18419566.93,cross_border_payments
E05,FY2024,Unknown,inbound,11,1951309.62,cross_border_payments
E05,FY2024,Unknown,outbound,12,8153160.3100000005,cross_border_payments
E05,FY2025,Brazil,inbound,26,18677943.13,cross_border_payments
E05,FY2025,Brazil,outbound,30,11683402.32,cross_border_payments
E05,FY2025,China,inbound,29,16391100.31,cross_border_payments
E05,FY2025,China,outbound,35,24683717.650000002,cross_border_payments
E05,FY2025,Germany,inbound,40,37903020.94,cross_border_payments
E05,FY2025,Germany,outbound,44,21948923.35,cross_border_payments
E05,FY2025,Ghana,inbound,419,220545298.57,cross_border_payments
E05,FY2025,Ghana,outbound,435,238357751.56,cross_border_payments
E05,FY2025,India,inbound,31,14776715.44,cross_border_payments
E05,FY2025,India,outbound,53,35141183.519999996,cross_border_payments
E05,FY2025,Japan,inbound,35,18881290.17,cross_border_payments
E05,FY2025,Japan,outbound,33,13875423.68,cross_border_payments
E05,FY2025,Kenya,inbound,30,13890661.33,cross_border_payments
E05,FY2025,Kenya,outbound,46,27900622.45,cross_border_payments
E05,FY2025,Netherlands,inbound,30,14883551.33,cross_border_payments
E05,FY2025,Netherlands,outbound,37,15599509.31,cross_border_payments
E05,FY2025,Nigeria,inbound,19,23000135.57,cross_border_payments
E05,FY2025,Nigeria,outbound,29,10562116.13,cross_border_payments
E05,FY2025,Switzerland,inbound,31,10910888.14,cross_border_payments
E05,FY2025,Switzerland,outbound,34,17609658.419999998,cross_border_payments
E05,FY2025,United Arab Emirates,inbound,25,19078021.26,cross_border_payments
E05,FY2025,United Arab Emirates,outbound,29,17540304.91,cross_border_payments
E05,FY2025,United Kingdom,inbound,42,33424203.369999997,cross_border_payments
E05,FY2025,United Kingdom,outbound,34,17270471.4,cross_border_payments
E05,FY2025,United States,inbound,40,16092922.02,cross_border_payments
E05,FY2025,United States,outbound,34,21334464.18,cross_border_payments
E05,FY2025,Unknown,inbound,17,6595236.53,cross_border_payments
E05,FY2025,Unknown,outbound,19,9537087.540000001,cross_border_payments
E05,FY2026,Brazil,inbound,26,7289488.49,cross_border_payments
E05,FY2026,Brazil,outbound,34,20990975.65,cross_border_payments
E05,FY2026,China,inbound,25,13346132.93,cross_border_payments
E05,FY2026,China,outbound,37,26579850.34,cross_border_payments
