dataset,entity_id,log10_value,txn_count
transactional_banking,E04,2.9625,1
transactional_banking,E04,3.1374999999999997,3
transactional_banking,E04,3.3125,13
transactional_banking,E04,3.4875,73
transactional_banking,E04,3.6625,140
transactional_banking,E04,3.8375,400
transactional_banking,E04,4.012499999999999,745
transactional_banking,E04,4.1875,1188
transactional_banking,E04,4.3625,1753
transactional_banking,E04,4.5375,2165
transactional_banking,E04,4.7125,2742
transactional_banking,E04,4.887499999999999,2806
transactional_banking,E04,5.0625,2729
transactional_banking,E04,5.2375,2524
transactional_banking,E04,5.4125,2120
transactional_banking,E04,5.5875,1635
transactional_banking,E04,5.762499999999999,1186
transactional_banking,E04,5.9375,712
transactional_banking,E04,6.112499999999999,461
transactional_banking,E04,6.2875,214
transactional_banking,E04,6.4625,132
transactional_banking,E04,6.637499999999999,34
transactional_banking,E04,6.8125,23
transactional_banking,E04,6.987499999999999,4
transactional_banking,E04,7.1625,4
transactional_banking,E04,7.3375,1
transactional_banking,E04,7.512499999999999,0
transactional_banking,E04,7.6875,0
transactional_banking,E04,7.862499999999999,0
transactional_banking,E04,8.0375,0
transactional_banking,E04,8.2125,0
transactional_banking,E04,8.3875,0
transactional_banking,E04,8.5625,0
transactional_banking,E04,8.737499999999999,0
transactional_banking,E04,8.9125,0
transactional_banking,E05,2.0875,0
transactional_banking,E05,2.2625,0
transactional_banking,E05,2.4375,0
transactional_banking,E05,2.6125,0
transactional_banking,E05,2.7875,0
transactional_banking,E05,2.9625,1
transactional_banking,E05,3.1374999999999997,2
transactional_banking,E05,3.3125,12
transactional_banking,E05,3.4875,53
transactional_banking,E05,3.6625,148
transactional_banking,E05,3.8375,393
transactional_banking,E05,4.012499999999999,718
transactional_banking,E05,4.1875,1104
transactional_banking,E05,4.3625,1594
transactional_banking,E05,4.5375,2020
transactional_banking,E05,4.7125,2506
transactional_banking,E05,4.887499999999999,2649
transactional_banking,E05,5.0625,2526
transactional_banking,E05,5.2375,2302
transactional_banking,E05,5.4125,1899
transactional_banking,E05,5.5875,1468
transactional_banking,E05,5.762499999999999,981
transactional_banking,E05,5.9375,679
transactional_banking,E05,6.112499999999999,389
transactional_banking,E05,6.2875,170
transactional_banking,E05,6.4625,86
transactional_banking,E05,6.637499999999999,44
transactional_banking,E05,6.8125,11
transactional_banking,E05,6.987499999999999,3
transactional_banking,E05,7.1625,2
transactional_banking,E05,7.3375,0
transactional_banking,E05,7.512499999999999,0
transactional_banking,E05,7.6875,1
transactional_banking,E05,7.862499999999999,0
transactional_banking,E05,8.0375,0
transactional_banking,E05,8.2125,0
transactional_banking,E05,8.3875,0
transactional_banking,E05,8.5625,0
transactional_banking,E05,8.737499999999999,0
transactional_banking,E05,8.9125,0
transactional_banking,E06,2.0875,0
transactional_banking,E06,2.2625,0
transactional_banking,E06,2.4375,0
transactional_banking,E06,2.6125,0
transactional_banking,E06,2.7875,0
transactional_banking,E06,2.9625,0
transactional_banking,E06,3.1374999999999997,0
transactional_banking,E06,3.3125,2
transactional_banking,E06,3.4875,4
transactional_banking,E06,3.6625,5
transactional_banking,E06,3.8375,12
transactional_banking,E06,4.012499999999999,38
transactional_banking,E06,4.1875,53
transactional_banking,E06,4.3625,73
transactional_banking,E06,4.5375,105
transactional_banking,E06,4.7125,102
transactional_banking,E06,4.887499999999999,77
transactional_banking,E06,5.0625,87
transactional_banking,E06,5.2375,74
transactional_banking,E06,5.4125,61
transactional_banking,E06,5.5875,36
transactional_banking,E06,5.762499999999999,25
transactional_banking,E06,5.9375,19
transactional_banking,E06,6.112499999999999,14
transactional_banking,E06,6.2875,2
transactional_banking,E06,6.4625,4
transactional_banking,E06,6.637499999999999,1
transactional_banking,E06,6.8125,0
transactional_banking,E06,6.987499999999999,0
transactional_banking,E06,7.1625,0
transactional_banking,E06,7.3375,0
transactional_banking,E06,7.512499999999999,0
transactional_banking,E06,7.6875,0
transactional_banking,E06,7.862499999999999,0
transactional_banking,E06,8.0375,0
transactional_banking,E06,8.2125,0
transactional_banking,E06,8.3875,0
transactional_banking,E06,8.5625,0
transactional_banking,E06,8.737499999999999,0
transactional_banking,E06,8.9125,0
transactional_banking,E07,2.0875,0
transactional_banking,E07,2.2625,0
transactional_banking,E07,2.4375,0
transactional_banking,E07,2.6125,0
transactional_banking,E07,2.7875,2
transactional_banking,E07,2.9625,7
transactional_banking,E07,3.1374999999999997,40
transactional_banking,E07,3.3125,79
transactional_banking,E07,3.4875,212
transactional_banking,E07,3.6625,423
transactional_banking,E07,3.8375,840
transactional_banking,E07,4.012499999999999,1289
transactional_banking,E07,4.1875,1732
transactional_banking,E07,4.3625,2017
transactional_banking,E07,4.5375,1965
transactional_banking,E07,4.7125,1718
transactional_banking,E07,4.887499999999999,1370
transactional_banking,E07,5.0625,842
transactional_banking,E07,5.2375,566
transactional_banking,E07,5.4125,342
transactional_banking,E07,5.5875,163
transactional_banking,E07,5.762499999999999,85
transactional_banking,E07,5.9375,39
transactional_banking,E07,6.112499999999999,24
transactional_banking,E07,6.2875,9
transactional_banking,E07,6.4625,2
transactional_banking,E07,6.637499999999999,2
transactional_banking,E07,6.8125,2
transactional_banking,E07,6.987499999999999,1
transactional_banking,E07,7.1625,0
transactional_banking,E07,7.3375,0
transactional_banking,E07,7.512499999999999,0
transactional_banking,E07,7.6875,0
transactional_banking,E07,7.862499999999999,0
transactional_banking,E07,8.0375,0
transactional_banking,E07,8.2125,0
transactional_banking,E07,8.3875,0
transactional_banking,E07,8.5625,0
transactional_banking,E07,8.737499999999999,0
transactional_banking,E07,8.9125,0
transactional_banking,E08,2.0875,0
transactional_banking,E08,2.2625,2
transactional_banking,E08,2.4375,0
transactional_banking,E08,2.6125,7
transactional_banking,E08,2.7875,45
transactional_banking,E08,2.9625,137
transactional_banking,E08,3.1374999999999997,418
transactional_banking,E08,3.3125,1427
transactional_banking,E08,3.4875,3771
transactional_banking,E08,3.6625,9146
transactional_banking,E08,3.8375,19330
transactional_banking,E08,4.012499999999999,33309
transactional_banking,E08,4.1875,51196
transactional_banking,E08,4.3625,68215
transactional_banking,E08,4.5375,80162
transactional_banking,E08,4.7125,82992
transactional_banking,E08,4.887499999999999,75551
transactional_banking,E08,5.0625,61776
transactional_banking,E08,5.2375,45401
transactional_banking,E08,5.4125,30983
transactional_banking,E08,5.5875,19472
transactional_banking,E08,5.762499999999999,11739
transactional_banking,E08,5.9375,6820
transactional_banking,E08,6.112499999999999,3827
transactional_banking,E08,6.2875,1943
transactional_banking,E08,6.4625,933
transactional_banking,E08,6.637499999999999,400
transactional_banking,E08,6.8125,161
transactional_banking,E08,6.987499999999999,66
transactional_banking,E08,7.1625,25
transactional_banking,E08,7.3375,7
transactional_banking,E08,7.512499999999999,1
transactional_banking,E08,7.6875,0
transactional_banking,E08,7.862499999999999,0
transactional_banking,E08,8.0375,0
transactional_banking,E08,8.2125,0
transactional_banking,E08,8.3875,0
transactional_banking,E08,8.5625,0
transactional_banking,E08,8.737499999999999,0
transactional_banking,E08,8.9125,0
transactional_banking,E09,2.0875,0
transactional_banking,E09,2.2625,0
transactional_banking,E09,2.4375,0
transactional_banking,E09,2.6125,1
transactional_banking,E09,2.7875,10
transactional_banking,E09,2.9625,18
transactional_banking,E09,3.1374999999999997,77
transactional_banking,E09,3.3125,274
transactional_banking,E09,3.4875,698
transactional_banking,E09,3.6625,1951
transactional_banking,E09,3.8375,4409
transactional_banking,E09,4.012499999999999,8842
transactional_banking,E09,4.1875,14119
transactional_banking,E09,4.3625,19567
transactional_banking,E09,4.5375,24668
transactional_banking,E09,4.7125,27178
transactional_banking,E09,4.887499999999999,26280
transactional_banking,E09,5.0625,22725
transactional_banking,E09,5.2375,17790
transactional_banking,E09,5.4125,12903
transactional_banking,E09,5.5875,8533
transactional_banking,E09,5.762499999999999,5351
transactional_banking,E09,5.9375,3256
transactional_banking,E09,6.112499999999999,1832
transactional_banking,E09,6.2875,1039
transactional_banking,E09,6.4625,500
transactional_banking,E09,6.637499999999999,228
transactional_banking,E09,6.8125,79
transactional_banking,E09,6.987499999999999,42
transactional_banking,E09,7.1625,15
transactional_banking,E09,7.3375,4
transactional_banking,E09,7.512499999999999,0
transactional_banking,E09,7.6875,1
transactional_banking,E09,7.862499999999999,0
transactional_banking,E09,8.0375,0
transactional_banking,E09,8.2125,0
transactional_banking,E09,8.3875,0
transactional_banking,E09,8.5625,0
transactional_banking,E09,8.737499999999999,0
transactional_banking,E09,8.9125,0
transactional_banking,E10,2.0875,0
transactional_banking,E10,2.2625,0
transactional_banking,E10,2.4375,0
transactional_banking,E10,2.6125,3
transactional_banking,E10,2.7875,4
transactional_banking,E10,2.9625,25
transactional_banking,E10,3.1374999999999997,103
transactional_banking,E10,3.3125,306
transactional_banking,E10,3.4875,863
transactional_banking,E10,3.6625,2238
transactional_banking,E10,3.8375,5119
transactional_banking,E10,4.012499999999999,10049
transactional_banking,E10,4.1875,15629
transactional_banking,E10,4.3625,22060
transactional_banking,E10,4.5375,27100
transactional_banking,E10,4.7125,30009
transactional_banking,E10,4.887499999999999,29035
transactional_banking,E10,5.0625,24780
transactional_banking,E10,5.2375,19304
transactional_banking,E10,5.4125,13802
transactional_banking,E10,5.5875,9074
transactional_banking,E10,5.762499999999999,5708
transactional_banking,E10,5.9375,3443
transactional_banking,E10,6.112499999999999,1850
transactional_banking,E10,6.2875,1045
transactional_banking,E10,6.4625,514
transactional_banking,E10,6.637499999999999,219
transactional_banking,E10,6.8125,106
transactional_banking,E10,6.987499999999999,36
transactional_banking,E10,7.1625,18
transactional_banking,E10,7.3375,2
transactional_banking,E10,7.512499999999999,1
transactional_banking,E10,7.6875,0
transactional_banking,E10,7.862499999999999,0
transactional_banking,E10,8.0375,0
transactional_banking,E10,8.2125,0
transactional_banking,E10,8.3875,0
transactional_banking,E10,8.5625,0
transactional_banking,E10,8.737499999999999,0
transactional_banking,E10,8.9125,0
transactional_banking,E11,2.0875,0
transactional_banking,E11,2.2625,0
transactional_banking,E11,2.4375,6
transactional_banking,E11,2.6125,17
transactional_banking,E11,2.7875,78
transactional_banking,E11,2.9625,266
transactional_banking,E11,3.1374999999999997,871
transactional_banking,E11,3.3125,2670
transactional_banking,E11,3.4875,7249
transactional_banking,E11,3.6625,16425
transactional_banking,E11,3.8375,33460
transactional_banking,E11,4.012499999999999,57033
transactional_banking,E11,4.1875,84116
transactional_banking,E11,4.3625,109457
transactional_banking,E11,4.5375,124532
transactional_banking,E11,4.7125,125627
transactional_banking,E11,4.887499999999999,110922
transactional_banking,E11,5.0625,88403
transactional_banking,E11,5.2375,64264
transactional_banking,E11,5.4125,42616
transactional_banking,E11,5.5875,26920
transactional_banking,E11,5.762499999999999,16282
transactional_banking,E11,5.9375,9142
transactional_banking,E11,6.112499999999999,4881
transactional_banking,E11,6.2875,2619
transactional_banking,E11,6.4625,1208
transactional_banking,E11,6.637499999999999,515
transactional_banking,E11,6.8125,189
transactional_banking,E11,6.987499999999999,67
transactional_banking,E11,7.1625,24
transactional_banking,E11,7.3375,7
transactional_banking,E11,7.512499999999999,2
transactional_banking,E11,7.6875,1
transactional_banking,E11,7.862499999999999,0
transactional_banking,E11,8.0375,0
transactional_banking,E11,8.2125,0
transactional_banking,E11,8.3875,0
transactional_banking,E11,8.5625,0
transactional_banking,E11,8.737499999999999,0
transactional_banking,E11,8.9125,0
transactional_banking,E12,2.0875,0
transactional_banking,E12,2.2625,0
transactional_banking,E12,2.4375,0
transactional_banking,E12,2.6125,0
transactional_banking,E12,2.7875,0
transactional_banking,E12,2.9625,7
transactional_banking,E12,3.1374999999999997,15
transactional_banking,E12,3.3125,52
transactional_banking,E12,3.4875,118
transactional_banking,E12,3.6625,260
transactional_banking,E12,3.8375,452
transactional_banking,E12,4.012499999999999,746
transactional_banking,E12,4.1875,1027
transactional_banking,E12,4.3625,1300
transactional_banking,E12,4.5375,1339
transactional_banking,E12,4.7125,1203
transactional_banking,E12,4.887499999999999,961
transactional_banking,E12,5.0625,662
transactional_banking,E12,5.2375,429
transactional_banking,E12,5.4125,233
transactional_banking,E12,5.5875,123
transactional_banking,E12,5.762499999999999,59
transactional_banking,E12,5.9375,19
transactional_banking,E12,6.112499999999999,13
transactional_banking,E12,6.2875,3
transactional_banking,E12,6.4625,3
transactional_banking,E12,6.637499999999999,1
transactional_banking,E12,6.8125,0
transactional_banking,E12,6.987499999999999,1
transactional_banking,E12,7.1625,0
transactional_banking,E12,7.3375,0
transactional_banking,E12,7.512499999999999,0
transactional_banking,E12,7.6875,0
transactional_banking,E12,7.862499999999999,0
transactional_banking,E12,8.0375,0
transactional_banking,E12,8.2125,0
transactional_banking,E12,8.3875,0
transactional_banking,E12,8.5625,0
transactional_banking,E12,8.737499999999999,0
transactional_banking,E12,8.9125,0
transactional_banking,E13,2.0875,0
transactional_banking,E13,2.2625,0
transactional_banking,E13,2.4375,0
transactional_banking,E13,2.6125,0
transactional_banking,E13,2.7875,2
transactional_banking,E13,2.9625,4
transactional_banking,E13,3.1374999999999997,15
transactional_banking,E13,3.3125,34
transactional_banking,E13,3.4875,91
transactional_banking,E13,3.6625,159
transactional_banking,E13,3.8375,287
transactional_banking,E13,4.012499999999999,284
transactional_banking,E13,4.1875,377
transactional_banking,E13,4.3625,390
transactional_banking,E13,4.5375,363
transactional_banking,E13,4.7125,310
transactional_banking,E13,4.887499999999999,185
transactional_banking,E13,5.0625,149
transactional_banking,E13,5.2375,85
transactional_banking,E13,5.4125,30
transactional_banking,E13,5.5875,13
transactional_banking,E13,5.762499999999999,3
transactional_banking,E13,5.9375,4
transactional_banking,E13,6.112499999999999,3
transactional_banking,E13,6.2875,0
transactional_banking,E13,6.4625,0
transactional_banking,E13,6.637499999999999,0
transactional_banking,E13,6.8125,0
transactional_banking,E13,6.987499999999999,0
transactional_banking,E13,7.1625,0
transactional_banking,E13,7.3375,0
transactional_banking,E13,7.512499999999999,0
transactional_banking,E13,7.6875,0
transactional_banking,E13,7.862499999999999,0
transactional_banking,E13,8.0375,0
transactional_banking,E13,8.2125,0
transactional_banking,E13,8.3875,0
transactional_banking,E13,8.5625,0
transactional_banking,E13,8.737499999999999,0
transactional_banking,E13,8.9125,0
transactional_banking,E14,2.0875,0
transactional_banking,E14,2.2625,0
transactional_banking,E14,2.4375,0
transactional_banking,E14,2.6125,0
transactional_banking,E14,2.7875,6
transactional_banking,E14,2.9625,16
transactional_banking,E14,3.1374999999999997,40
transactional_banking,E14,3.3125,143
transactional_banking,E14,3.4875,315
transactional_banking,E14,3.6625,816
transactional_banking,E14,3.8375,1729
transactional_banking,E14,4.012499999999999,2894
transactional_banking,E14,4.1875,4393
transactional_banking,E14,4.3625,5688
transactional_banking,E14,4.5375,6456
transactional_banking,E14,4.7125,6662
transactional_banking,E14,4.887499999999999,6001
transactional_banking,E14,5.0625,4844
transactional_banking,E14,5.2375,3661
transactional_banking,E14,5.4125,2384
transactional_banking,E14,5.5875,1559
transactional_banking,E14,5.762499999999999,944
transactional_banking,E14,5.9375,585
transactional_banking,E14,6.112499999999999,299
transactional_banking,E14,6.2875,146
transactional_banking,E14,6.4625,71
transactional_banking,E14,6.637499999999999,29
transactional_banking,E14,6.8125,15
transactional_banking,E14,6.987499999999999,5
transactional_banking,E14,7.1625,2
transactional_banking,E14,7.3375,0
transactional_banking,E14,7.512499999999999,0
transactional_banking,E14,7.6875,0
transactional_banking,E14,7.862499999999999,0
transactional_banking,E14,8.0375,0
transactional_banking,E14,8.2125,0
transactional_banking,E14,8.3875,0
transactional_banking,E14,8.5625,0
transactional_banking,E14,8.737499999999999,0
transactional_banking,E14,8.9125,0
transactional_banking,E15,2.0875,0
transactional_banking,E15,2.2625,0
transactional_banking,E15,2.4375,0
transactional_banking,E15,2.6125,0
transactional_banking,E15,2.7875,3
transactional_banking,E15,2.9625,6
transactional_banking,E15,3.1374999999999997,27
transactional_banking,E15,3.3125,75
transactional_banking,E15,3.4875,198
transactional_banking,E15,3.6625,444
transactional_banking,E15,3.8375,1060
transactional_banking,E15,4.012499999999999,1770
transactional_banking,E15,4.1875,2703
transactional_banking,E15,4.3625,3623
transactional_banking,E15,4.5375,4243
transactional_banking,E15,4.7125,4319
transactional_banking,E15,4.887499999999999,4097
transactional_banking,E15,5.0625,3355
transactional_banking,E15,5.2375,2463
transactional_banking,E15,5.4125,1735
transactional_banking,E15,5.5875,1060
transactional_banking,E15,5.762499999999999,708
transactional_banking,E15,5.9375,415
transactional_banking,E15,6.112499999999999,181
transactional_banking,E15,6.2875,116
transactional_banking,E15,6.4625,65
transactional_banking,E15,6.637499999999999,25
transactional_banking,E15,6.8125,13
transactional_banking,E15,6.987499999999999,3
transactional_banking,E15,7.1625,0
transactional_banking,E15,7.3375,3
transactional_banking,E15,7.512499999999999,0
transactional_banking,E15,7.6875,0
transactional_banking,E15,7.862499999999999,0
transactional_banking,E15,8.0375,0
transactional_banking,E15,8.2125,0
transactional_banking,E15,8.3875,0
transactional_banking,E15,8.5625,0
transactional_banking,E15,8.737499999999999,0
transactional_banking,E15,8.9125,0
transactional_banking,E16,2.0875,0
transactional_banking,E16,2.2625,0
transactional_banking,E16,2.4375,0
transactional_banking,E16,2.6125,1
transactional_banking,E16,2.7875,4
transactional_banking,E16,2.9625,29
transactional_banking,E16,3.1374999999999997,94
transactional_banking,E16,3.3125,287
transactional_banking,E16,3.4875,878
transactional_banking,E16,3.6625,2232
transactional_banking,E16,3.8375,4952
transactional_banking,E16,4.012499999999999,9587
transactional_banking,E16,4.1875,14957
transactional_banking,E16,4.3625,20837
transactional_banking,E16,4.5375,25631
transactional_banking,E16,4.7125,28330
transactional_banking,E16,4.887499999999999,27321
transactional_banking,E16,5.0625,23454
transactional_banking,E16,5.2375,18054
transactional_banking,E16,5.4125,12867
transactional_banking,E16,5.5875,8688
transactional_banking,E16,5.762499999999999,5427
transactional_banking,E16,5.9375,3185
transactional_banking,E16,6.112499999999999,1778
transactional_banking,E16,6.2875,965
transactional_banking,E16,6.4625,503
transactional_banking,E16,6.637499999999999,205
transactional_banking,E16,6.8125,107
transactional_banking,E16,6.987499999999999,29
transactional_banking,E16,7.1625,20
transactional_banking,E16,7.3375,3
transactional_banking,E16,7.512499999999999,2
transactional_banking,E16,7.6875,0
transactional_banking,E16,7.862499999999999,0
transactional_banking,E16,8.0375,0
transactional_banking,E16,8.2125,0
transactional_banking,E16,8.3875,0
transactional_banking,E16,8.5625,0
transactional_banking,E16,8.737499999999999,0
transactional_banking,E16,8.9125,0
transactional_banking,E17,2.0875,0
transactional_banking,E17,2.2625,0
transactional_banking,E17,2.4375,0
transactional_banking,E17,2.6125,0
transactional_banking,E17,2.7875,0
transactional_banking,E17,2.9625,2
transactional_banking,E17,3.1374999999999997,6
transactional_banking,E17,3.3125,15
transactional_banking,E17,3.4875,46
transactional_banking,E17,3.6625,134
transactional_banking,E17,3.8375,262
transactional_banking,E17,4.012499999999999,437
transactional_banking,E17,4.1875,722
transactional_banking,E17,4.3625,949
transactional_banking,E17,4.5375,1119
transactional_banking,E17,4.7125,1173
transactional_banking,E17,4.887499999999999,1020
transactional_banking,E17,5.0625,785
transactional_banking,E17,5.2375,531
transactional_banking,E17,5.4125,298
transactional_banking,E17,5.5875,166
transactional_banking,E17,5.762499999999999,92
transactional_banking,E17,5.9375,44
transactional_banking,E17,6.112499999999999,22
transactional_banking,E17,6.2875,14
transactional_banking,E17,6.4625,6
transactional_banking,E17,6.637499999999999,3
transactional_banking,E17,6.8125,3
transactional_banking,E17,6.987499999999999,0
transactional_banking,E17,7.1625,0
transactional_banking,E17,7.3375,0
transactional_banking,E17,7.512499999999999,0
transactional_banking,E17,7.6875,0
transactional_banking,E17,7.862499999999999,0
transactional_banking,E17,8.0375,0
transactional_banking,E17,8.2125,0
transactional_banking,E17,8.3875,0
transactional_banking,E17,8.5625,0
transactional_banking,E17,8.737499999999999,0
transactional_banking,E17,8.9125,0
transactional_banking,E18,2.0875,0
transactional_banking,E18,2.2625,0
transactional_banking,E18,2.4375,0
transactional_banking,E18,2.6125,2
transactional_banking,E18,2.7875,5
transactional_banking,E18,2.9625,24
transactional_banking,E18,3.1374999999999997,79
transactional_banking,E18,3.3125,227
transactional_banking,E18,3.4875,676
transactional_banking,E18,3.6625,1556
transactional_banking,E18,3.8375,3511
transactional_banking,E18,4.012499999999999,6053
transactional_banking,E18,4.1875,8945
transactional_banking,E18,4.3625,12019
transactional_banking,E18,4.5375,13992
transactional_banking,E18,4.7125,14362
transactional_banking,E18,4.887499999999999,13251
transactional_banking,E18,5.0625,10743
transactional_banking,E18,5.2375,8113
transactional_banking,E18,5.4125,5531
transactional_banking,E18,5.5875,3659
transactional_banking,E18,5.762499999999999,2190
transactional_banking,E18,5.9375,1334
transactional_banking,E18,6.112499999999999,691
transactional_banking,E18,6.2875,374
transactional_banking,E18,6.4625,182
transactional_banking,E18,6.637499999999999,77
transactional_banking,E18,6.8125,25
transactional_banking,E18,6.987499999999999,9
transactional_banking,E18,7.1625,1
transactional_banking,E18,7.3375,3
transactional_banking,E18,7.512499999999999,0
transactional_banking,E18,7.6875,0
transactional_banking,E18,7.862499999999999,0
transactional_banking,E18,8.0375,0
transactional_banking,E18,8.2125,0
transactional_banking,E18,8.3875,0
transactional_banking,E18,8.5625,0
transactional_banking,E18,8.737499999999999,0
transactional_banking,E18,8.9125,0
transactional_banking,E19,2.0875,0
transactional_banking,E19,2.2625,0
transactional_banking,E19,2.4375,1
transactional_banking,E19,2.6125,5
transactional_banking,E19,2.7875,13
transactional_banking,E19,2.9625,60
transactional_banking,E19,3.1374999999999997,208
transactional_banking,E19,3.3125,502
transactional_banking,E19,3.4875,1275
transactional_banking,E19,3.6625,3003
transactional_banking,E19,3.8375,5468
transactional_banking,E19,4.012499999999999,8317
transactional_banking,E19,4.1875,11212
transactional_banking,E19,4.3625,13527
transactional_banking,E19,4.5375,14354
transactional_banking,E19,4.7125,13637
transactional_banking,E19,4.887499999999999,11381
transactional_banking,E19,5.0625,8506
transactional_banking,E19,5.2375,5882
transactional_banking,E19,5.4125,3892
transactional_banking,E19,5.5875,2371
transactional_banking,E19,5.762499999999999,1466
transactional_banking,E19,5.9375,797
transactional_banking,E19,6.112499999999999,408
transactional_banking,E19,6.2875,207
transactional_banking,E19,6.4625,85
transactional_banking,E19,6.637499999999999,47
transactional_banking,E19,6.8125,19
transactional_banking,E19,6.987499999999999,5
transactional_banking,E19,7.1625,3
transactional_banking,E19,7.3375,0
transactional_banking,E19,7.512499999999999,0
transactional_banking,E19,7.6875,0
transactional_banking,E19,7.862499999999999,0
transactional_banking,E19,8.0375,0
transactional_banking,E19,8.2125,0
transactional_banking,E19,8.3875,0
transactional_banking,E19,8.5625,0
transactional_banking,E19,8.737499999999999,0
transactional_banking,E19,8.9125,0
transactional_banking,E20,2.0875,0
transactional_banking,E20,2.2625,0
transactional_banking,E20,2.4375,0
transactional_banking,E20,2.6125,0
transactional_banking,E20,2.7875,0
transactional_banking,E20,2.9625,6
transactional_banking,E20,3.1374999999999997,12
transactional_banking,E20,3.3125,28
transactional_banking,E20,3.4875,68
transactional_banking,E20,3.6625,123
transactional_banking,E20,3.8375,154
transactional_banking,E20,4.012499999999999,224
transactional_banking,E20,4.1875,217
transactional_banking,E20,4.3625,196
